call_id,agency,actdate,acttime,streetnbr,street,geox,geoy,naturecode
P190000128,BIPD,1/1/2019 0:00,0854,4835,CRYSTAL SPRINGS DR NE,121075201,22652552,PC4
P190000141,BIPD,1/1/2019 0:00,0933,15446,SUNRISE DR NE,122763796,26092302,PC4
P190000562,BIPD,1/2/2019 0:00,0853,,NE BUSINESS PARK LN / COPPERTOP LOOP NE,122341873,24093714,T
P190000732,BIPD,1/2/2019 0:00,1452,1315,WINTERGREEN LN NE,122603642,23680795,WC911
P190000758,BIPD,1/2/2019 0:00,1524,,GIDEON LN NW / GROW AVE NW,122333101,23415723,T
P190000797,BIPD,1/2/2019 0:00,1631,,MANITOU BEACH DR NE / NORTH MADISON AVE NE,122430259,24309094,FU
P190000903,BIPD,1/2/2019 0:00,2118,253,HIGH SCHOOL RD,122481237,23606749,PC4
P190000917,BIPD,1/2/2019 0:00,2149,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,T
P190001002,BIPD,1/3/2019 0:00,0535,,NE LOVGREEN RD E / STATE HWY 305 NE,122194159,24976179,T
P190001025,BIPD,1/3/2019 0:00,0749,910,MADISON AVE N,122446945,23530947,THEFT4
P190001290,BIPD,1/3/2019 0:00,1641,,MADISON AVE N / WYATT WAY NE,122430882,23382078,MVCB
P190001411,BIPD,1/3/2019 0:00,2247,4102,NE EAGLE HARBOR DR,122717436,22863310,PC4
P190001424,BIPD,1/3/2019 0:00,2331,,STATE HWY 305 NE / WINSLOW WAY E,122597314,23245536,TRAFF3
P190001496,BIPD,1/4/2019 0:00,0619,629,WINSLOW WAY E,122604579,23245314,MISC3
P190001565,BIPD,1/4/2019 0:00,1013,,ELLINGSEN RD NE / PHELPS RD NE,122341957,25740625,T
P190001562,BIPD,1/4/2019 0:00,1007,4563,POINT WHITE DR NE,121741568,22518186,PC4
P190001588,BIPD,1/4/2019 0:00,1046,15446,SUNRISE DR NE,122763796,26092302,PC4
P190001723,BIPD,1/4/2019 0:00,1428,10337,NE VALLEY RD,122702034,24698135,PC4
P190001726,BIPD,1/4/2019 0:00,1432,11299,ARROW POINT DR NE,121095342,24676599,PC4
P190001763,BIPD,1/4/2019 0:00,1526,10571,NE BYRON DR,122762446,23690747,ALRA
P190001782,BIPD,1/4/2019 0:00,1553,,NE HIGH SCHOOL RD / HORIZON VIEW PL NW,122310438,23631740,CELL
P190001775,BIPD,1/4/2019 0:00,1548,7301,NE PEARL CT,121688043,22800746,THEFT4
P190001817,BIPD,1/4/2019 0:00,1711,8895,MADISON AVE N,122433945,23949248,T
P190001880,BIPD,1/4/2019 0:00,1924,14786,SUNRISE DR NE,122874946,25900102,ALRA
P190001919,BIPD,1/4/2019 0:00,2114,,"XY(122128666,25369176)",122128666,25369176,UNKNO3
P190001937,BIPD,1/4/2019 0:00,2142,7626,NE DAY RD W,121804361,25257806,PC4
P190002000,BIPD,1/5/2019 0:00,0004,250,CAMELIA LOOP NE,122478245,23588597,FI
P190002048,BIPD,1/5/2019 0:00,0207,8125,HIGH SCHOOL LOOP NE,121938344,23695647,DV3
P190002087,BIPD,1/5/2019 0:00,0636,7666,NE HIGH SCHOOL RD,121802600,23667700,PC4
P190002090,BIPD,1/5/2019 0:00,0705,301,NE HIGH SCHOOL RD,122506145,23609997,FRAUD4
P190002116,BIPD,1/5/2019 0:00,0900,11299,ARROW POINT DR NE,121095342,24676599,PC4
P190002167,BIPD,1/5/2019 0:00,1108,,MADISON AVE N / MADRONE LN N,122447099,23251115,CELL
P190002197,BIPD,1/5/2019 0:00,1220,,FIR ACRES DR NW / GROW AVE NW,122334264,23475222,T
P190002272,BIPD,1/5/2019 0:00,1501,300,SHANNON DR SE,122551333,23194303,PC4
P190002407,BIPD,1/5/2019 0:00,1948,253,HIGH SCHOOL RD NE,122470100,23646300,T
P190002411,BIPD,1/5/2019 0:00,2010,840,CHERRY AVE NE,122968296,23485347,FI
P190002514,BIPD,1/5/2019 0:00,2347,270,OLYMPIC DR SE,122674395,23183596,WC3
P190002659,BIPD,1/6/2019 0:00,0919,625,WINSLOW WAY E,122607645,23236096,MISC3
P190002677,BIPD,1/6/2019 0:00,0959,11299,ARROW POINT DR NE,121095342,24676599,CHILD3
P190002673,BIPD,1/6/2019 0:00,0953,10855,NE MANITOU PARK BLVD,122960862,24576036,PC4
P190002694,BIPD,1/6/2019 0:00,1039,,MANITOU BEACH DR NE / NORTH MADISON AVE NE,122430259,24309094,T
P190002746,BIPD,1/6/2019 0:00,1242,960,LOVELL AVE NW,122313195,23541147,ANIMA3
P190002815,BIPD,1/6/2019 0:00,1517,15232,EUCLID AVE NE,122462937,26074423,PC4
