call_id,agency,actdate,acttime,streetnbr,street,geox,geoy,naturecode
P160000014,BIPD,1/1/2016 0:00,0011,,SHERIDAN RD / SPRUCE AVE,119779366,21977373,ASSIS3
P160001481,BIPD,1/3/2016 0:00,2339,7574,NE DAY RD W,121803204,25257868,PC4
P160001473,BIPD,1/3/2016 0:00,2251,13951,PHELPS RD NE,122287801,25668951,PC4
P160001414,BIPD,1/3/2016 0:00,2019,13953,PHELPS RD NE,122288111,25669362,PC4
P160001399,BIPD,1/3/2016 0:00,1942,253,HIGH SCHOOL RD NE,122470100,23646300,FU
P160001201,BIPD,1/3/2016 0:00,0847,,CREOSOTE PL NE / NE EAGLE HARBOR DR,122939041,22834319,PC3
P160000711,BIPD,1/2/2016 0:00,1115,835,MADISON AVE N,122415100,23498500,WC3
P160000686,BIPD,1/2/2016 0:00,1015,11070,NE WING POINT WAY,122930509,23369764,PC4
P160000657,BIPD,1/2/2016 0:00,0822,1187,WYATT WAY NW,122069100,23385600,T
P160000509,BIPD,1/1/2016 0:00,2202,5474,NE FOSTER RD,121085500,23886900,ASSAU4
P160000437,BIPD,1/1/2016 0:00,1913,10861,NE MANITOU PARK BLVD,122932900,24590800,TRESP3
P160001573,BIPD,1/4/2016 0:00,0743,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,122322118,24094785,T
P160001578,BIPD,1/4/2016 0:00,0753,15935,EUCLID AVE NE,122395750,26164150,THEFT2
P160001619,BIPD,1/4/2016 0:00,0945,911,HILDEBRAND LN NE,122517900,23536900,ASSIS3
P160001570,BIPD,1/4/2016 0:00,0735,9624,SPORTSMAN CLUB RD NE,122373100,24193200,T
P160001477,BIPD,1/3/2016 0:00,2314,11700,MEADOWMEER CIR NE,122120000,24736300,ALRA
P160001476,BIPD,1/3/2016 0:00,2305,11962,NORTH MADISON AVE NE,122462957,24950510,PC4
P160001467,BIPD,1/3/2016 0:00,2230,4903,ROSE AVE NE,122415788,22688347,PC4
P160001454,BIPD,1/3/2016 0:00,2159,8559,SANDS AVE NE,121912622,23855645,PC4
P160001443,BIPD,1/3/2016 0:00,2120,16346,REITAN RD NE,121449609,26442955,PC4
P160001257,BIPD,1/3/2016 0:00,1158,240,WINSLOW WAY E,122473200,23261400,BURGL3
P160001200,BIPD,1/3/2016 0:00,0845,,BIPD,122613476,23237866,FI
P160000750,BIPD,1/2/2016 0:00,1219,211,MADRONA WAY NE,122456773,23336856,DV4
P160000644,BIPD,1/2/2016 0:00,0631,930,MADISON AVE N,122447750,23567000,ASSIS3
P160001653,BIPD,1/4/2016 0:00,1052,7305,NE HIDDEN COVE RD,121696700,25648700,TRANS
P160001546,BIPD,1/4/2016 0:00,0533,,FERNCLIFF AVE NE / HIGH SCHOOL RD NE,122700327,23641703,FI
P160001537,BIPD,1/4/2016 0:00,0426,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395136,24298387,T
P160001538,BIPD,1/4/2016 0:00,0427,5283,NE FREY AVE,121027176,24825494,PC4
P160001475,BIPD,1/3/2016 0:00,2256,15446,SUNRISE DR NE,122763600,26092300,PC4
P160001460,BIPD,1/3/2016 0:00,2209,,MADISON AVE N / WINSLOW WAY E,122427660,23249390,FI
P160000622,BIPD,1/2/2016 0:00,0306,12221,NE COUNTRY CLUB RD,123228900,21708100,PC4
P160000621,BIPD,1/2/2016 0:00,0302,11299,ARROW POINT DR NE,121068800,24696200,PC4
P160000514,BIPD,1/1/2016 0:00,2211,,BLAKELY AVE NE / BLAKELY HILL RD NE,122600581,22250221,RECKL3
P160000507,BIPD,1/1/2016 0:00,2156,5375,CREOSOTE PL NE,122941048,22882485,PC4
P160000354,BIPD,1/1/2016 0:00,1546,6075,NE TOLO RD,121280427,24336275,DV3
P160000860,BIPD,1/2/2016 0:00,1545,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571082,23644469,WC3
P160001173,BIPD,1/3/2016 0:00,0500,11700,MEADOWMEER CIR NE,122120000,24736300,ALRA
P160001163,BIPD,1/3/2016 0:00,0321,2520,CHERRY AVE,119826700,21775200,FU
P160001130,BIPD,1/3/2016 0:00,0054,253,HIGH SCHOOL RD NE,122470100,23646300,ASSAUB
P160000554,BIPD,1/1/2016 0:00,2353,,NE MORGAN RD / STATE HWY 305 NE,122252700,24842450,T
P160000542,BIPD,1/1/2016 0:00,2330,7566,NE HIGH SCHOOL RD,121772671,23667923,PC4
P160000536,BIPD,1/1/2016 0:00,2313,4192,NE EAGLE HARBOR DR,122685900,22854900,PC4
P160000510,BIPD,1/1/2016 0:00,2205,910,MADISON AVE N,122446700,23530900,BURGL4
P160000474,BIPD,1/1/2016 0:00,2036,,WINSLOW WAY E / WINSLOW WAY E,122489477,23253469,CELL
P160000456,BIPD,1/1/2016 0:00,1953,8260,NE HIDDEN COVE RD,122048950,25814900,FIREW4
P160000833,BIPD,1/2/2016 0:00,1458,141,PARFITT WAY SW,122410800,23143000,ALRA
P160000040,BIPD,1/1/2016 0:00,0044,,HOLMAN ST / PERRY AVE,120106074,21704855,T
P160002626,BIPD,1/6/2016 0:00,0059,,HIGH SCHOOL RD NE / HILDEBRAND LN NE,122535496,23644973,FI
P160001726,BIPD,1/4/2016 0:00,1326,,STATE HWY 305 NE / WINSLOW WAY E,122597069,23245490,PARKI3
P160001533,BIPD,1/4/2016 0:00,0352,200,HIGH SCHOOL RD NE,122476500,23646200,WC911
P160001423,BIPD,1/3/2016 0:00,2035,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,DUI3
P160001218,BIPD,1/3/2016 0:00,0942,11048,SUNRISE DR NE,122757734,24655330,CPR
P160001025,BIPD,1/2/2016 0:00,2101,10820,BATTLE POINT DR NE,121002990,24611201,PC4
P160001001,BIPD,1/2/2016 0:00,2016,13589,MANZANITA RD NE,121405700,25523950,FU
P160000996,BIPD,1/2/2016 0:00,2005,14009,PHELPS RD NE,122296782,25680865,PC4
P160000907,BIPD,1/2/2016 0:00,1701,,EAKIN DR NW / WYATT WAY NW,122125132,23392830,T
P160000866,BIPD,1/2/2016 0:00,1551,,"XY(121726742,23844247)",121726742,23844247,CELL
P160000808,BIPD,1/2/2016 0:00,1414,,FLETCHER BAY RD NE / LYNWOOD CENTER RD NE,121758601,23062387,T
P160000694,BIPD,1/2/2016 0:00,1032,7996,NE HIDDEN COVE RD,121950900,25717250,FOUND4
P160002602,BIPD,1/5/2016 0:00,2339,16318,REITAN RD NE,121498304,26441982,PC4
P160001439,BIPD,1/3/2016 0:00,2104,7666,NE HIGH SCHOOL RD,121802600,23667700,PC4
P160001420,BIPD,1/3/2016 0:00,2033,14021,PHELPS RD NE,122298640,25683330,PC4
P160001381,BIPD,1/3/2016 0:00,1902,9117,NE NEW BROOKLYN RD,122311184,23916590,PC4
P160001367,BIPD,1/3/2016 0:00,1817,907,CARVER ST,118435000,20790500,MEDIA
P160001040,BIPD,1/2/2016 0:00,2133,252,SHANNON DR SE,122473798,23172785,PC4
P160000661,BIPD,1/2/2016 0:00,0904,11654,STATE HWY 305 NE,122243285,24863919,ABAND4
P160000117,BIPD,1/1/2016 0:00,0235,11299,ARROW POINT DR NE,121068800,24696200,PC4
P160000097,BIPD,1/1/2016 0:00,0208,9443,CAPSTAN DR NE,122197700,23813250,MISC3
P160002785,BIPD,1/6/2016 0:00,1114,625,WINSLOW WAY E,122607400,23236100,TRAFF3
P160003663,BIPD,1/7/2016 0:00,2152,,"XY(122629774,23181080)",122629774,23181080,CELL
P160002506,BIPD,1/5/2016 0:00,1945,997,MADISON AVE N,122396300,23551300,BURGL4
P160002473,BIPD,1/5/2016 0:00,1815,,MADRONE LN N / WINSLOW WAY E,122484910,23262326,CELL
P160002400,BIPD,1/5/2016 0:00,1551,253,HIGH SCHOOL RD NE,122470100,23646300,FU
P160002210,BIPD,1/5/2016 0:00,1048,9459,SPORTSMAN CLUB RD NE,122349384,24163641,PC4
P160002171,BIPD,1/5/2016 0:00,0935,253,HIGH SCHOOL RD NE,122470100,23646300,MVC4
P160002812,BIPD,1/6/2016 0:00,1151,625,WINSLOW WAY E,122607400,23236100,FI
P160000003,BIPD,1/1/2016 0:00,0002,8883,NE WARDWELL RD,122224750,24299750,FIREW4
P160001780,BIPD,1/4/2016 0:00,1447,625,WINSLOW WAY E,122607400,23236100,MISC4
P160001784,BIPD,1/4/2016 0:00,1452,,"XY(122406144,23484425)",122406144,23484425,CELL
P160001783,BIPD,1/4/2016 0:00,1451,,"XY(122406144,23484425)",122406144,23484425,CELL
P160001641,BIPD,1/4/2016 0:00,1024,15347,SUQUAMISH WAY NE,121270800,26509200,TRANS
P160001632,BIPD,1/4/2016 0:00,1001,15935,EUCLID AVE NE,122395750,26164150,FU
P160001678,BIPD,1/4/2016 0:00,1154,15347,SUQUAMISH WAY NE,121270800,26509200,FU
P160001689,BIPD,1/4/2016 0:00,1215,,DEAD END / WINSLOW WAY W,122404503,23241103,CELL
P160002207,BIPD,1/5/2016 0:00,1041,10861,NE MANITOU PARK BLVD,122932900,24590800,BLSP
P160001428,BIPD,1/3/2016 0:00,2042,4153,NE EAGLE HARBOR DR,122699601,22858519,PC4
P160001088,BIPD,1/2/2016 0:00,2311,245,NE HIGH SCHOOL RD,122404050,23635100,OPEN3
P160001065,BIPD,1/2/2016 0:00,2214,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,T
P160002181,BIPD,1/5/2016 0:00,0957,625,WINSLOW WAY E,122607400,23236100,FI
P160001480,BIPD,1/3/2016 0:00,2334,12597,MANZANITA RD NE,121483519,25177530,PC4
P160002414,BIPD,1/5/2016 0:00,1611,253,HIGH SCHOOL RD NE,122470100,23646300,PC3
P160002527,BIPD,1/5/2016 0:00,2034,13951,PHELPS RD NE,122287801,25668951,PC4
P160001457,BIPD,1/3/2016 0:00,2208,5784,ROSE LOOP NE,122305800,22950900,SUSPI3
P160001196,BIPD,1/3/2016 0:00,0837,625,WINSLOW WAY E,122607400,23236100,MISC4
