call_id,agency,actdate,acttime,streetnbr,street,geox,geoy,naturecode
P13000225B2IPD,,1/4/2013 0:00,2029,289,SHANNON DR SE,122488000,23159000,PC4
P13000221B9IPD,,1/4/2013 0:00,1935,,FINCH RD NE / NE HIGH SCHOOL RD,122040602,23661844,T
P13000213B7IPD,,1/4/2013 0:00,1626,,"XY(121246742,24238849)",121246742,24238849,CELL
P13000207B1IPD,,1/4/2013 0:00,1502,,NE NEW BROOKLYN RD / SPORTSMAN CLUB RD NE,122235375,23919324,MVC4
P13000111B7IPD,,1/3/2013 0:00,0001,,JACOLET LN NW / KNECHTEL WAY NE,122427363,23437623,UNKNO3
P13000094B7IPD,,1/2/2013 0:00,1617,398,FERNCLIFF AVE NE,122699950,23347100,FU
P13000227B7IPD,,1/4/2013 0:00,2114,7656,MADRONA DR NE,123189700,23509350,FIREW3
P13000224B8IPD,,1/4/2013 0:00,2028,907,CARVER ST,118435000,20790500,MEDIA
P13000214B9IPD,,1/4/2013 0:00,1647,1048,AARON AVE,122873450,23556150,WC911
P13000109B8IPD,,1/2/2013 0:00,2319,1201,CHERRY AVE NE,122892000,23620450,DV2
P13000110B2IPD,,1/2/2013 0:00,2325,,HARRIS AVE NE / NE JAMES ST,121766606,27292032,FI
P13000094B8IPD,,1/2/2013 0:00,1621,200,HIGH SCHOOL RD NE,122476500,23646200,POV4
P13000088B7IPD,,1/2/2013 0:00,1427,350,GROW AVE NW,122340100,23334950,WC4
P13000080B4IPD,,1/2/2013 0:00,1238,8376,NE SUMANEE PL,122034950,25510300,FU
P13000065B9IPD,,1/2/2013 0:00,0802,,OLALLIE LN NE / SKINNER RD NE,120897621,24701484,FI
P13000048B0IPD,,1/1/2013 0:00,1906,9107,NE NEW BROOKLYN RD,122308949,23916672,PC4
P13000044B9IPD,,1/1/2013 0:00,1750,403,MADISON AVE N,122430200,23357500,INTOX3
P13000042B1IPD,,1/1/2013 0:00,1649,9330,NE HIGH SCHOOL RD,122363800,23666100,T
P13000087B6IPD,,1/2/2013 0:00,1408,875,WYATT WAY NW,122178343,23391006,MISC3
P13000075B9IPD,,1/2/2013 0:00,1130,10210,NE VALLEY RD,122663077,24708568,ASSIS4
P13000069B9IPD,,1/2/2013 0:00,0958,650,ERICKSEN AVE NE,122539100,23426350,FI
P13000068B8IPD,,1/2/2013 0:00,0936,15701,POINT MONROE DR NE,122720400,26295450,CIVIL4
P13000046B3IPD,,1/1/2013 0:00,1814,,MADISON AVE N / WYATT WAY NE,122430637,23382031,INTOX3
P13000044B6IPD,,1/1/2013 0:00,1744,4563,PLEASANT BEACH DR NE,121761174,22514294,PC4
P13000264B0IPD,,1/5/2013 0:00,1538,,NE MANUAL RD / STATE HWY 305 NE,121710851,25706189,RECKL2
P13000249B6IPD,,1/5/2013 0:00,0907,,IHLAND WAY NW / NAKATA AVE NW,122366766,23583539,MALIC4
P13000244B9IPD,,1/5/2013 0:00,0337,8954,MADISON AVE N,122502650,23960350,DV1
P13000239B2IPD,,1/5/2013 0:00,0120,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,T
P13000230B9IPD,,1/4/2013 0:00,2236,,STATE HWY 305 NE / WINSLOW WAY E,122597069,23245490,T
P13000230B6IPD,,1/4/2013 0:00,2230,625,WINSLOW WAY E,122607400,23236100,FU
P13000225B3IPD,,1/4/2013 0:00,2030,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741136,25661125,T
P13000218B3IPD,,1/4/2013 0:00,1805,625,WINSLOW WAY E,122607400,23236100,WRT4
P13000111B9IPD,,1/3/2013 0:00,0004,10102,EDGECOMBE PL NE,122508750,24293900,SUSPI3
P13000100B4IPD,,1/2/2013 0:00,1832,,NE COUNTRY CLUB RD / FORT WARD HILL RD NE,122444940,22146864,ABAND4
P13000090B7IPD,,1/2/2013 0:00,1503,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395136,24298387,T
P13000067B3IPD,,1/2/2013 0:00,0901,,ERICKSEN AVE NE / WINSLOW WAY E,122525612,23245942,T
P13000048B8IPD,,1/1/2013 0:00,1930,,NE NEW BROOKLYN RD / NORTH TOWN DR NE,122285145,23917554,T
P13000038B5IPD,,1/1/2013 0:00,1542,7029,NE DOLPHIN DR,121646400,26280950,ASSIS3
P13000031B6IPD,,1/1/2013 0:00,1245,14107,FARMVIEW LN NE,122634472,25656941,HARAS4
P13000026B9IPD,,1/1/2013 0:00,1100,11200,SKINNER RD NE,120886000,24737350,FU
P13000005B7IPD,,1/1/2013 0:00,0054,,BATTLE POINT DR NE / MILLER RD NE,121350327,24126968,T
P13000295B6IPD,,1/6/2013 0:00,0609,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395136,24298387,T
P13000285B8IPD,,1/5/2013 0:00,2316,9270,MILLER RD NE,121342900,24111900,ALRA
P13000281B9IPD,,1/5/2013 0:00,2139,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,T
P13000271B0IPD,,1/5/2013 0:00,1809,907,CARVER ST,118435000,20790500,MEDIA
P13000264B8IPD,,1/5/2013 0:00,1548,625,WINSLOW WAY E,122607400,23236100,MISC4
P13000259B4IPD,,1/5/2013 0:00,1356,11540,NE WING POINT WAY,123077700,23365250,SFR
P13000031B7IPD,,1/1/2013 0:00,1247,640,ALDER AVE NE,122999600,23419150,WC4
P13000019B9IPD,,1/1/2013 0:00,0642,,"XY(122071795,25257694)",122071795,25257694,CELL
P13000014B4IPD,,1/1/2013 0:00,0236,,AGATE POINT RD NE / NE DOLPHIN DR,121827604,26302254,RECKL3
P13000000B9IPD,,1/1/2013 0:00,0007,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741136,25661125,T
P13000234B5IPD,,1/4/2013 0:00,2353,,NE EAGLE HARBOR DR / WYATT WAY NW,121975030,23400247,FI
P13000378B8IPD,,1/7/2013 0:00,1751,253,HIGH SCHOOL RD NE,122470100,23646300,MVCG
P13000249B2IPD,,1/5/2013 0:00,0846,9330,NE HIGH SCHOOL RD,122363800,23666100,MALIC4
P13000226B5IPD,,1/4/2013 0:00,2048,150,WINSLOW WAY E,122467800,23261300,WC911
P13000373B1IPD,,1/7/2013 0:00,1532,625,WINSLOW WAY E,122607400,23236100,FU
P13000380B0IPD,,1/7/2013 0:00,1809,907,CARVER ST,118435000,20790500,MEDIA
P13000383B1IPD,,1/7/2013 0:00,1925,406,HIGH SCHOOL RD NE,122537800,23644900,NARCO4
P13000397B5IPD,,1/8/2013 0:00,0557,,FLETCHER BAY RD NE / NE NEW BROOKLYN RD,121365750,23936543,T
P13000237B1IPD,,1/5/2013 0:00,0039,253,HIGH SCHOOL RD NE,122470100,23646300,FI
P13000383B6IPD,,1/7/2013 0:00,1928,380,WINSLOW WAY E,122507500,23253200,WC911
P13000245B9IPD,,1/5/2013 0:00,0437,12311,ARROW POINT LOOP NE,121258650,24995200,BLSGP
P13000249B5IPD,,1/5/2013 0:00,0907,,CLAYTON PL NW / NAKATA AVE NW,122366109,23525579,MALIC4
P13000162B1IPD,,1/3/2013 0:00,2107,,STATE HWY 305 NE / VINEYARD LN,122559210,23438563,TRAFF3
P13000161B1IPD,,1/3/2013 0:00,2046,,HIGH SCHOOL RD NE / HILDEBRAND LN NE,122535496,23644973,PC4
P13000315B5IPD,,1/6/2013 0:00,1652,7748,NE EDNA OLSEN LN,121784004,22501394,PC4
