call_id,actdate,acttime,streetnbr,street,geox,geoy,naturecode
P170011590,1/21/2017 0:00,2333,14154,HENDERSON RD NE,121506411,25707812,SUSPI3
P170011722,1/22/2017 0:00,0917,8588,NE HIDDEN COVE RD,122175544,25815402,PC4
P170011802,1/22/2017 0:00,1342,,MILLER RD NE / NE NEW BROOKLYN RD,121365993,23936591,T
P170011813,1/22/2017 0:00,1407,,BATTLE POINT DR NE / MILLER RD NE,121350570,24127016,T
P170013800,1/26/2017 0:00,0227,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170013809,1/26/2017 0:00,0300,9330,NE HIGH SCHOOL RD,122364045,23666097,PC4
P170013816,1/26/2017 0:00,0353,8295,NE LOVGREEN RD W,122050994,24971050,ALRP
P170013900,1/26/2017 0:00,0953,8869,NE ODD FELLOWS RD,122126518,22283714,PC4
P170014051,1/26/2017 0:00,1402,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,MVCG
P170014205,1/26/2017 0:00,1826,907,CARVER ST,118435000,20790500,MEDIA
P170003197,1/6/2017 0:00,1547,221,SHANNON DR SE,122464176,23194975,WC3
P170005285,1/10/2017 0:00,1528,216,ERICKSEN AVE NE,122526550,23284789,ANIMA3
P170005293,1/10/2017 0:00,1534,,PHELPS RD NE / VISTA DR NE,122049957,25250662,POV3
P170005376,1/10/2017 0:00,1810,907,CARVER ST,118435000,20790500,MEDIA
P170005380,1/10/2017 0:00,1813,14268,NORTH MADISON AVE NE,122456599,25701198,WIRESF
P170005421,1/10/2017 0:00,1938,,MADISON AVE N / STATE HWY 305 NE,122472788,23963126,WC3
P170009512,1/18/2017 0:00,1059,451,COSGROVE ST NW,122195244,23363147,DV4
P170011558,1/21/2017 0:00,2222,13881,PHELPS RD NE,122277133,25654680,PC4
P170009749,1/18/2017 0:00,1807,15798,STATE HWY 305 NE,121419100,26448500,SUICI3
P170009765,1/18/2017 0:00,1844,1100,BLOCK HILDEBRAND LN NE,122540675,23630805,PC4
P170011851,1/22/2017 0:00,1550,5700,BLAKELY AVE NE,121951317,22916371,T
P170009760,1/18/2017 0:00,1840,1970,NE DINGLEY RD,123051745,23499019,PC4
P170011811,1/22/2017 0:00,1404,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,T
P170010531,1/20/2017 0:00,0254,9326,NE HIGH SCHOOL RD,122345778,23650919,PC4
P170010537,1/20/2017 0:00,0407,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170010647,1/20/2017 0:00,0957,625,WINSLOW WAY E,122607645,23236096,MISC4
P170012078,1/23/2017 0:00,0421,7183,NE EAGLE HARBOR DR,121966495,23376155,DV3
P170012107,1/23/2017 0:00,0725,,MADISON AVE N / NE NEW BROOKLYN RD,122442445,23911861,T
P170014343,1/27/2017 0:00,0129,783,CHERRY AVE NE,122958832,23477156,PC4
P170014348,1/27/2017 0:00,0153,11299,ARROW PT DR NE,122605361,23242209,PC4
P170014589,1/27/2017 0:00,1434,824,STRAWBERRY LN NW,122213494,23519447,THREA4
P170014700,1/27/2017 0:00,1737,625,WINSLOW WAY E,122607645,23236096,DV4
P170014712,1/27/2017 0:00,1756,907,CARVER ST,118435000,20790500,MEDIA
P170014771,1/27/2017 0:00,2008,6636,NE HIDDEN COVE RD,121497405,25653466,PC4
P170012146,1/23/2017 0:00,0854,,MADISON AVE N / NE NEW BROOKLYN RD,122442445,23911861,T
P170013819,1/26/2017 0:00,0426,4581,PLEASANT BEACH DR NE,121760221,22520014,PC4
P170013912,1/26/2017 0:00,1006,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170012217,1/23/2017 0:00,1105,109,JACOLET LN NW,122412333,23410710,FU
P170012331,1/23/2017 0:00,1428,,MILLER RD NE / NE TOLO RD,121434233,24330578,T
P170009805,1/18/2017 0:00,2029,625,WINSLOW WAY E,122607645,23236096,FU
P170011979,1/22/2017 0:00,2127,2441,PLEASANT BEACH,122115016,21994068,PC4
P170011980,1/22/2017 0:00,2133,8804,MADISON AVE N,122493300,23896241,FI
P170012104,1/23/2017 0:00,0711,,NE HIGH SCHOOL RD / MADISON AVE N,122434490,23650765,T
P170009946,1/19/2017 0:00,0538,855,ERICKSEN AVE NE,122532254,23497663,PC4
P170010023,1/19/2017 0:00,0932,9150,SPORTSMAN CLUB RD NE,122308407,24059525,PC4
P170013173,1/24/2017 0:00,2109,11430,STATE HWY 305 NE,122277402,24786511,T
P170014829,1/27/2017 0:00,2159,,STATE HWY 305 NE / NE WEST PORT MADISON RD,121590942,26041592,ASSIS4
P170014843,1/27/2017 0:00,2222,,FLETCHER BAY RD NE / LYNWOOD CENTER RD NE,121758844,23062433,T
P170014930,1/28/2017 0:00,0158,16284,REITAN RD NE,121513166,26397180,PC4
P170015090,1/28/2017 0:00,1139,8180,NE WEST PORT MADISON RD,122000894,26133152,KEEP4
P170015190,1/28/2017 0:00,1552,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,T
P170001941,1/4/2017 0:00,1429,,NE RAVENSWOOD CT / SPRINGRIDGE RD NE,121249328,23691929,T
P170003334,1/6/2017 0:00,1944,,NORTH MADISON AVE NE / STATE HWY 305 NE,122395381,24298435,RECKL3
P170005582,1/11/2017 0:00,0239,7178,NE HIGH SCHOOL RD,121656851,23668795,TRAFF4
P170003346,1/6/2017 0:00,2008,8385,FLETCHER BAY RD NE,121424741,23816625,PC4
P170005768,1/11/2017 0:00,1314,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,T
P170005779,1/11/2017 0:00,1332,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,T
P170012346,1/23/2017 0:00,1455,,NE LOVGREEN RD W / MILLER RD NE,121741551,24988069,T
P170012406,1/23/2017 0:00,1625,,BATTLE POINT DR NE / MILLER RD NE,121350570,24127016,T
P170014201,1/26/2017 0:00,1819,12917,PHELPS RD NE,122021136,25296949,MISC3
P170012454,1/23/2017 0:00,1759,907,CARVER ST,118435000,20790500,MEDIA
P170012621,1/23/2017 0:00,2355,20416,VIKING AVE NW,119253155,27825889,ASSIS3
P170012859,1/24/2017 0:00,1147,9637,MANITOU BEACH DR NE,122478276,24306234,PC4
P170000827,1/2/2017 0:00,1534,,MILLER RD NE / NE TOLO RD,121434233,24330578,T
P170000627,1/2/2017 0:00,0857,499,OLYMPIC DR SE,122674000,23182900,PC4
P170002920,1/6/2017 0:00,0418,15546,SUNRISE DR NE,122753422,26134045,PC4
P170000604,1/2/2017 0:00,0720,10337,NE VALLEY RD,122702034,24698135,PC4
P170003188,1/6/2017 0:00,1539,7666,NE HIGH SCHOOL RD,121802600,23667700,MALIC4
P170003332,1/6/2017 0:00,1934,,NE NEW BROOKLYN RD / SPORTSMAN CLUB RD NE,122235619,23919372,T
P170015206,1/28/2017 0:00,1619,6561,NE HIDDEN COVE RD,121474879,25654512,PC4
P170015266,1/28/2017 0:00,1812,,ERICKSEN AVE NE / MADRONE LN N,122485723,23250998,CELL
P170015390,1/28/2017 0:00,2303,10150,NE COUNTRY CLUB RD,122366445,22216294,PC4
P170015398,1/28/2017 0:00,2317,,NE LOVGREEN RD E / STATE HWY 305 NE,122194159,24976179,T
P170015574,1/29/2017 0:00,1048,9056,OLYMPUS BEACH RD NE,120996642,24023498,FU
P170010330,1/19/2017 0:00,1756,907,CARVER ST,118435000,20790500,MEDIA
P170008175,1/15/2017 0:00,2217,,BLAKELY AVE NE / THREE T RD NE,122534028,22270234,FI
P170008203,1/15/2017 0:00,2335,7666,NE HIGH SCHOOL RD,121802600,23667700,PC4
P170008207,1/15/2017 0:00,2348,,MILLER RD NE / NE NEW BROOKLYN RD,121365993,23936591,FI
P170008296,1/16/2017 0:00,0750,7861,NE DAY RD W,121874501,25252457,THEFT4
P170008352,1/16/2017 0:00,1007,625,WINSLOW WAY E,122607645,23236096,THREA4
P170006011,1/11/2017 0:00,2316,6951,NE WEST PORT MADISON RD,121637354,26040178,PC4
P170006086,1/12/2017 0:00,0421,3204,CRYSTAL SPRINGS DR NE,121163192,22116694,PC4
P170006107,1/12/2017 0:00,0725,,NE LOVGREEN RD W / MILLER RD NE,121741551,24988069,T
P170006108,1/12/2017 0:00,0727,,EDGECOMBE PL NE / MANITOU BEACH DR NE,122500278,24305201,T
P170006150,1/12/2017 0:00,0917,,GROW AVE NW / NE HIGH SCHOOL RD,122338072,23651202,T
P170006156,1/12/2017 0:00,0931,,MADISON AVE N / NE NEW BROOKLYN RD,122442445,23911861,T
P170015710,1/29/2017 0:00,1621,,ARTHUR PL NW / COMMODORE LN NW,122278648,23735700,T
P170015748,1/29/2017 0:00,1736,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,RECKL3
P170015785,1/29/2017 0:00,1835,499,OLYMPIC DR SE,122674000,23182900,CIVIL4
P170015816,1/29/2017 0:00,2010,6394,NE HIDDEN COVE RD,121423644,25658101,PC4
P170015830,1/29/2017 0:00,2031,9600-BLK,SPORTSMAN CLUB RD NE,122364511,24201890,T
P170014287,1/26/2017 0:00,2207,,NE HIGH SCHOOL RD / MADISON AVE N,122434490,23650765,T
P170012874,1/24/2017 0:00,1204,12713,MILLER RD NE,121945288,25230172,PC4
P170012896,1/24/2017 0:00,1246,9060,OLYMPUS BEACH RD NE,120973359,24051852,SUICIA
P170012935,1/24/2017 0:00,1344,9334,NE HIGH SCHOOL RD,122348104,23650833,PC4
P170012950,1/24/2017 0:00,1409,12300,MILLER RD NE,121807196,25103708,WC4
P170012992,1/24/2017 0:00,1523,1315,WINTERGREEN LN NE,122603642,23680795,SHOPL3
P170011864,1/22/2017 0:00,1616,,NE MITCHELL LN / SPRINGRIDGE RD NE,121250560,23742039,T
P170008586,1/16/2017 0:00,1725,,FLETCHER BAY RD NE / NE HIGH SCHOOL RD,121498773,23670949,T
P170010780,1/20/2017 0:00,1326,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,122322363,24094833,T
P170010845,1/20/2017 0:00,1508,147,MADISON AVE N,122428418,23269688,MVC4
P170013255,1/25/2017 0:00,0200,7666,NE HIGH SCHOOL RD,121802600,23667700,PC4
P170010924,1/20/2017 0:00,1727,,KNECHTEL WAY NE / MADISON AVE N,122432491,23447763,T
P170010935,1/20/2017 0:00,1740,406,HIGH SCHOOL RD NE,122537800,23644900,MVCH
P170015841,1/29/2017 0:00,2100,3000,PLEASANT BEACH DR NE,122112500,22010500,PC4
P170015846,1/29/2017 0:00,2113,4192,NE EAGLE HARBOR DR,122699495,22888296,FI
P170015857,1/29/2017 0:00,2133,206,KNECHTEL WAY NE,122472892,23454086,ASSIS3
P170015886,1/29/2017 0:00,2256,8040,NE DAY RD W,121947794,25271751,PC4
P170015891,1/29/2017 0:00,2308,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741380,25661177,T
P170015939,1/30/2017 0:00,0221,13993,PHELPS RD NE,122294549,25677630,PC4
P170011082,1/20/2017 0:00,2317,253,HIGH SCHOOL RD,122479374,23621287,PC4
P170011085,1/20/2017 0:00,2327,4108,NE EAGLE HARBOR DR,122715325,22862741,PC4
P170011497,1/21/2017 0:00,1946,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170011731,1/22/2017 0:00,0939,4656,BLAKELY AVE NE,122026344,22552216,PC4
P170011831,1/22/2017 0:00,1454,,FLETCHER BAY RD NE / NE NEW BROOKLYN RD,121365993,23936591,T
P170014807,1/27/2017 0:00,2121,9330,NE HIGH SCHOOL RD,122364045,23666097,PC4
P170016219,1/30/2017 0:00,1434,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,122322363,24094833,T
P170016232,1/30/2017 0:00,1508,,HILDEBRAND LN NE / TORMEY LN NE,122534499,23589717,T
P170016240,1/30/2017 0:00,1517,,BIRKLAND RD NE / WEST BLAKELY RD NE,122064347,22362730,CELL
P170016253,1/30/2017 0:00,1534,,NORTH TOWN DR NE / SPORTSMAN CLUB RD NE,122294387,24024244,T
P170016388,1/30/2017 0:00,1918,5001,ROSE AVE NE,122416073,22690694,PC4
P170013938,1/26/2017 0:00,1046,3987,BLAKELY AVE NE,122179481,22303886,PC4
P170011943,1/22/2017 0:00,1956,11299,ARROW POINT DR NE,121095342,24676599,PC3
P170011955,1/22/2017 0:00,2020,7802,NE DAY RD W,121856118,25253625,PC4
P170012136,1/23/2017 0:00,0836,,NE HIGH SCHOOL RD / MADISON AVE N,122434490,23650765,T
P170012182,1/23/2017 0:00,1011,,MADISON AVE N / NE NEW BROOKLYN RD,122442445,23911861,ASSIS3
P170012321,1/23/2017 0:00,1417,,MILLER RD NE / NE TOLO RD,121434233,24330578,T
P170011889,1/22/2017 0:00,1723,,NE NEW BROOKLYN RD / NORTH TOWN DR NE,122285390,23917601,T
P170011903,1/22/2017 0:00,1823,,AUSTIN DR / STATE HWY 3 NW,118102599,21764593,T
P170011984,1/22/2017 0:00,2141,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,T
P170012060,1/23/2017 0:00,0233,15446,SUNRISE DR NE,122763796,26092302,PC4
P170013582,1/25/2017 0:00,1640,601,HIGH SCHOOL RD NE,122588345,23631497,SUSPI3
P170015211,1/28/2017 0:00,1623,,FLETCHER BAY RD NE / LYNWOOD CENTER RD NE,121758844,23062433,T
P170012337,1/23/2017 0:00,1440,10066,EDGECOMBE PL NE,122501745,24260449,FRAUD4
P170010557,1/20/2017 0:00,0550,241,WOOD AVE SW,122336945,23209896,UNKNOB
P170012417,1/23/2017 0:00,1646,,NE LOVGREEN RD W / MILLER RD NE,121741551,24988069,T
P170012508,1/23/2017 0:00,2010,13545,PHELPS RD NE,122275045,25679301,PC4
P170012715,1/24/2017 0:00,0713,588,WINSLOW WAY E,122588619,23245809,PC4
P170012727,1/24/2017 0:00,0755,5185,NEW SWEDEN AVE NE,122531745,22712745,INFOP4
P170003335,1/6/2017 0:00,1947,10819,BATTLE POINT DR NE,121003217,24610657,PC4
P170003337,1/6/2017 0:00,1951,7566,NE HIGH SCHOOL RD,121772914,23667970,PC4
P170000591,1/2/2017 0:00,0507,614,DIVISION ST,119442800,20147600,FU
P170000532,1/2/2017 0:00,0009,,STATE HWY 305 NE / NE WEST PORT MADISON RD,121590942,26041592,FI
P170003376,1/6/2017 0:00,2118,9865,MANITOU BEACH DR NE,122591745,24337349,SUSPI3
P170003386,1/6/2017 0:00,2138,2600,FORT WARD HILL RD NE,122359200,21867100,PC4
P170013713,1/25/2017 0:00,2146,7666,NE HIGH SCHOOL RD,121802600,23667700,PC4
P170013941,1/26/2017 0:00,1052,5399,CREOSOTE PL NE,122937886,22898499,PC4
P170013974,1/26/2017 0:00,1145,,NE HIGH SCHOOL RD / HILDEBRAND LN NE,122502916,23649771,CELL
P170014047,1/26/2017 0:00,1353,10118,STATE HWY 305 NE,122394699,24330466,PC4
P170014083,1/26/2017 0:00,1443,350,NE HIGH SCHOOL RD,122514695,23655947,CIVIL4
P170016434,1/30/2017 0:00,2032,241,WEAVER RD NW,122177652,23311254,PC4
P170016428,1/30/2017 0:00,2027,,"XY(122215420,23592603)",122215420,23592603,UNKNO3
P170016488,1/30/2017 0:00,2215,7861,NE DAY RD W,121874501,25252457,PC4
P170016521,1/30/2017 0:00,2326,9403,NE BUSINESS PARK LN,122338621,24093898,PC4
P170016528,1/30/2017 0:00,2357,10334,NE VALLEY RD,122701370,24698153,PC4
P170016602,1/31/2017 0:00,0504,,NE HIGH SCHOOL RD / HORIZON VIEW PL NW,122310438,23631740,CELL
P170012931,1/24/2017 0:00,1340,625,WINSLOW WAY E,122607645,23236096,FOUND4
P170010579,1/20/2017 0:00,0710,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,RECKL3
P170010764,1/20/2017 0:00,1317,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,122322363,24094833,T
P170013187,1/24/2017 0:00,2148,4575,POINT WHITE DR NE,121747442,22520578,PC4
P170013506,1/25/2017 0:00,1446,500,WINSLOW WAY E,122577895,23251797,THEFT4
P170013526,1/25/2017 0:00,1521,403,MADISON AVE N,122413745,23337897,FRAUD4
P170015669,1/29/2017 0:00,1509,,STATE HWY 305 NE / VINEYARD LN,122559456,23438610,T
P170014117,1/26/2017 0:00,1536,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170014323,1/27/2017 0:00,0012,7571,NE DOLPHIN DR,121805400,26281400,ALRA
P170014361,1/27/2017 0:00,0233,15446,SUNRISE DR NE,122763796,26092302,PC4
P170015821,1/29/2017 0:00,2022,10976,ARROW POINT DR NE,121137269,24671897,PC4
P170015889,1/29/2017 0:00,2305,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,T
P170003413,1/6/2017 0:00,2236,7644,NE DAY RD W,121826500,25255700,PC4
P170000482,1/1/2017 0:00,2218,9000-BL,MILLER RD NE,121338508,24002010,T
P170000464,1/1/2017 0:00,2140,655,GROW AVE NW,122333526,23436555,PC4
P170003494,1/7/2017 0:00,0314,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170003556,1/7/2017 0:00,0903,280,MADISON AVE N,122441895,23299097,ALRA
P170003635,1/7/2017 0:00,1134,,BATTLE POINT DR NE / MILLER RD NE,121350570,24127016,T
P170013562,1/25/2017 0:00,1604,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,FI
P170015393,1/28/2017 0:00,2308,3565,NE EAGLE HARBOR DR,122910753,22857119,PC4
P170015485,1/29/2017 0:00,0344,7666,NE HIGH SCHOOL RD,121802600,23667700,PC3
P170013656,1/25/2017 0:00,1916,,NE KOURA RD / STATE HWY 305 NE,122310462,24709752,RECKL3
P170015630,1/29/2017 0:00,1345,,NE MANUAL RD / STATE HWY 305 NE,121711094,25706240,T
P170015864,1/29/2017 0:00,2157,233,PARFITT WAY SW,122389145,23108496,PC3
P170014390,1/27/2017 0:00,0535,4610,NE EAGLE HARBOR DR,122557195,22865896,CPR
P170015942,1/30/2017 0:00,0231,15210,ALMA PL NE,121565664,26047164,PC4
P170014420,1/27/2017 0:00,0806,169,MADISON AVE N,122428638,23279271,PC4
P170014548,1/27/2017 0:00,1325,141,PARFITT WAY SW,122411045,23143096,BOATF
P170014651,1/27/2017 0:00,1606,9195,NORTH TOWN DR NE,122298345,23991798,MALIC4
P170016647,1/31/2017 0:00,0815,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,TRAFF3
P170016657,1/31/2017 0:00,0834,803,HIGH SCHOOL RD NE,122665855,23642419,FU
P170016854,1/31/2017 0:00,1408,302,WALLACE WAY NW,122357495,23524347,FRAUD4
P170017055,1/31/2017 0:00,2017,4327,NAOMI ST NW,118989688,22646195,ASSIS4
P170017087,1/31/2017 0:00,2115,4116,NE EAGLE HARBOR DR,122712511,22861982,PC4
P170017095,1/31/2017 0:00,2132,15446,SUNRISE DR NE,122763796,26092302,PC4
P170014702,1/27/2017 0:00,1746,,"XY(121260536,23490577)",121260536,23490577,CELL
P170015026,1/28/2017 0:00,0913,,NE HIGH SCHOOL RD / SPORTSMAN CLUB RD NE,122101057,23659699,T
P170016256,1/30/2017 0:00,1536,,GROW AVE NW / MADISON AVE N,122424383,23640182,CELL
P170015057,1/28/2017 0:00,1022,,NE LOVGREEN RD W / MILLER RD NE,121741551,24988069,T
P170013277,1/25/2017 0:00,0324,15446,SUNRISE DR NE,122763796,26092302,PC4
P170015047,1/28/2017 0:00,0949,,NE HIGH SCHOOL RD / SANDS AVE NE,121908169,23667006,TRAFF3
P170017124,1/31/2017 0:00,2219,7861,NE DAY RD W,121874501,25252457,PC4
P170017132,1/31/2017 0:00,2250,8641,SANDS AVE NE,121875894,23848148,PC4
P170017142,1/31/2017 0:00,2307,290,GIDEON LN NW,122340185,23415736,PC4
P170017228,2/1/2017 0:00,0311,1977,PARADE GROUNDS AVE NE,122391625,21641299,PC4
P170017305,2/1/2017 0:00,0911,9551,NE SOUTH BEACH DR,122345945,21447693,MENTA4
P170017364,2/1/2017 0:00,1112,350,HIGH SCHOOL RD NE,122521100,23645300,WC911
P170015876,1/29/2017 0:00,2235,8625,SANDS AVE NE,121913541,23879431,PC4
P170015911,1/30/2017 0:00,0007,,NE LOVGREEN RD E / STATE HWY 305 NE,122194159,24976179,T
P170015982,1/30/2017 0:00,0549,,NE HIGH SCHOOL RD / MADISON AVE N,122434490,23650765,T
P170013675,1/25/2017 0:00,1952,,MILLER RD NE / NE TOLO RD,121434233,24330578,T
P170013725,1/25/2017 0:00,2201,6630,NE HIDDEN COVE RD,121495245,25653520,PC4
P170016236,1/30/2017 0:00,1513,,NE DAY RD E / NE YETI LN,122025071,25272959,CELL
P170013339,1/25/2017 0:00,0859,1315,33RD ST S,122611700,23667200,FU
P170016442,1/30/2017 0:00,2040,15798,STATE HWY 305 NE,121419100,26448500,INFOP4
P170013478,1/25/2017 0:00,1358,323,HIGH SCHOOL RD NE,122501400,23645700,SUSPI3
P170015077,1/28/2017 0:00,1059,280,MADISON AVE N,122441895,23299097,ALRA
P170015084,1/28/2017 0:00,1115,,NE NEW BROOKLYN RD / SPORTSMAN CLUB RD NE,122235619,23919372,T
P170013535,1/25/2017 0:00,1531,8040,NE DAY RD W,121947794,25271751,MVC4
P170015949,1/30/2017 0:00,0252,12715,MILLER RD NE,121906194,25221650,PC4
P170017635,2/1/2017 0:00,2038,3903,BLAKELY AVE NE,122584108,22261020,PC4
P170017662,2/1/2017 0:00,2148,4054,PLEASANT BEACH DR NE,121803752,22358198,PC4
P170017736,2/2/2017 0:00,0148,490,WINSLOW WAY E,122552233,23246760,PC4
P170017784,2/2/2017 0:00,0710,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,RECKL3
P170016495,1/30/2017 0:00,2223,,BJUNE DR SE / SHANNON DR SE,122471233,23209623,FI
P170015370,1/28/2017 0:00,2226,,NE LINCOLN RD / NE RIDGEWOOD CT,120021643,27555009,T
P170015466,1/29/2017 0:00,0223,13545,PHELPS RD NE,122275045,25679301,PC4
P170015482,1/29/2017 0:00,0329,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170015617,1/29/2017 0:00,1322,,"XY(122347178,24074595)",122347178,24074595,CELL
P170015659,1/29/2017 0:00,1444,,NE AVALON LN / BLAKELY AVE NE,122002573,22667486,T
P170003663,1/7/2017 0:00,1220,,NE LOVGREEN RD W / MILLER RD NE,121741551,24988069,T
P170000460,1/1/2017 0:00,2134,,NE NEW BROOKLYN RD / SANDS AVE NE,121914780,23931306,T
P170003803,1/7/2017 0:00,1649,6200-BLK,NE TOLO RD,121317624,24335437,T
P170000450,1/1/2017 0:00,2109,4440,PLEASANT BEACH DR NE,121774787,22477428,PC4
P170003968,1/7/2017 0:00,2352,,GILMORE WAY NE / WINSLOW WAY E,122615981,23254352,CELL
P170000443,1/1/2017 0:00,2050,7700-BLK,FINCH RD NE,122039248,23567719,T
P170015692,1/29/2017 0:00,1543,,NE HIGH SCHOOL RD / MADISON AVE N,122434490,23650765,T
P170015724,1/29/2017 0:00,1644,15225,ALMA PL NE,121566005,26052551,PC4
P170015827,1/29/2017 0:00,2029,8667,SANDS AVE NE,121913957,23894538,PC4
P170017127,1/31/2017 0:00,2229,7644,NE DAY RD W,121826500,25255700,PC4
P170015907,1/29/2017 0:00,2354,11680,NORTH MADISON AVE NE,122486645,24857950,WC3
P170015979,1/30/2017 0:00,0538,17430,STATE HWY 3 NW,118639500,26908100,T
P170018007,2/2/2017 0:00,1456,,MILLER RD NE / NE TOLO RD,121434233,24330578,T
P170018167,2/2/2017 0:00,2031,,FLETCHER BAY RD NE / PITCAIRN PL NE,121332764,23937515,T
P170018232,2/2/2017 0:00,2303,,SUNRISE DR NE / NE VALLEY RD,122722771,24697688,PC4
P170018263,2/3/2017 0:00,0030,177,WINSLOW WAY E,122453701,23248635,PC4
P170018280,2/3/2017 0:00,0150,6833,NE DOLPHIN DR,121581336,26306680,PC4
P170018297,2/3/2017 0:00,0323,11584,SUNRISE DR NE,122724990,24806473,PC4
P170013732,1/25/2017 0:00,2209,,NE ENDICOTT ST / EUCLID AVE NE,122465833,26171278,PC4
P170016424,1/30/2017 0:00,2013,,ALMA PL NE / NE SEABOLD RD,121565233,26043144,FI
P170016422,1/30/2017 0:00,2012,,EAKIN DR NW / WYATT WAY NW,122125376,23392877,T
P170013897,1/26/2017 0:00,0943,4492,CRYSTAL SPRINGS DR NE,121065824,22535084,PC4
P170016500,1/30/2017 0:00,2236,10598,NE VALLEY RD,122742095,24704399,PROWL3
P170013946,1/26/2017 0:00,1110,8858,SPORTSMAN CLUB RD NE,122251549,23936986,PC4
P170016027,1/30/2017 0:00,0857,,NE LOVGREEN RD W / MILLER RD NE,121741551,24988069,T
P170016092,1/30/2017 0:00,1050,234,WOOD AVE SW,122365695,23199546,WC911
P170017626,2/1/2017 0:00,2019,1200,HILDEBRAND LN NE,122551345,23614747,PC4
P170017725,2/2/2017 0:00,0055,10309,NE VALLEY RD,122692744,24698336,PC4
P170016175,1/30/2017 0:00,1322,,BATTLE POINT DR NE / MILLER RD NE,121350570,24127016,T
P170018301,2/3/2017 0:00,0335,8176,NE DAY RD W,122007079,25248105,PC4
P170018311,2/3/2017 0:00,0456,8384,NE DAY RD E,122047713,25246199,PC4
P170018400,2/3/2017 0:00,0933,2600,FORT WARD HILL RD NE,122359200,21867100,PC4
P170018576,2/3/2017 0:00,1612,380,WINSLOW WAY E,122507500,23253200,WC911
P170018659,2/3/2017 0:00,1924,386,WINSLOW WAY E,122520103,23246245,PC4
P170018680,2/3/2017 0:00,2014,,NE BERGANIO RD / FLETCHER BAY RD NE,121410725,23829185,T
P170004060,1/8/2017 0:00,0416,15446,SUNRISE DR NE,122763796,26092302,PC4
P170000427,1/1/2017 0:00,2011,4735,CRYSTAL SPRINGS DR NE,121072454,22618213,PC4
P170004177,1/8/2017 0:00,1328,710,JOHN NELSON LN NE,122594695,23462497,ALRA
P170004348,1/8/2017 0:00,2220,677,AZALEA AVE NE,122862696,23426647,SUICIA
P170000407,1/1/2017 0:00,1900,8180,NE WEST PORT MADISON RD,122000894,26133152,WC4
P170000219,1/1/2017 0:00,1235,9710,STATE HWY 305 NE,122396437,24193099,PC4
P170014219,1/26/2017 0:00,1903,406,HIGH SCHOOL RD NE,122537800,23644900,SUSPI3
P170014247,1/26/2017 0:00,2027,5609,CRYSTAL SPRINGS DR NE,121160029,22898863,WC4
P170016649,1/31/2017 0:00,0817,6900-BLK,NE NEW BROOKLYN RD,121549005,23934767,T
P170016651,1/31/2017 0:00,0824,,NE HIGH SCHOOL RD / MADISON AVE N,122434490,23650765,MVC3
P170014276,1/26/2017 0:00,2136,6600,NE HIDDEN COVE RD,121486220,25653899,PC4
P170014449,1/27/2017 0:00,0929,9651,GREEN SPOT PL NE,122597347,24172657,FRAUD4
P170016273,1/30/2017 0:00,1601,,STATE HWY 305 NE / WINSLOW WAY E,122597314,23245536,PC3
P170016345,1/30/2017 0:00,1735,15470,SUNRISE DR NE,122753077,26108509,PC4
P170016351,1/30/2017 0:00,1743,,NE BAY HILL RD / MILLER RD NE,121657733,24861883,T
P170016423,1/30/2017 0:00,2012,10877,ARROW POINT DR NE,121137059,24661365,PC4
P170016453,1/30/2017 0:00,2056,,"XY(122210143,23594909)",122210143,23594909,UNKNO3
P170016463,1/30/2017 0:00,2116,803,HIGH SCHOOL RD NE,122665855,23642419,UNKNO3
P170018688,2/3/2017 0:00,2034,11299,ARROW PT DR NE,121126240,24630975,PC4
P170018695,2/3/2017 0:00,2055,15466,SUNRISE DR NE,122753059,26107165,PC4
P170018805,2/4/2017 0:00,0220,9392,NE HIGH SCHOOL RD,122364971,23650209,PC4
P170018811,2/4/2017 0:00,0231,7568,NE HIGH SCHOOL RD,121773512,23667965,PC4
P170019041,2/4/2017 0:00,1412,14907,EUCLID AVE NE,122453797,25913549,PC4
