call_id,actdate,acttime,streetnbr,street,geox,geoy,naturecode
P170019146,2/4/2017 0:00,1753,,NE LOVGREEN RD E / STATE HWY 305 NE,122194159,24976179,VERBA3
P170016470,1/30/2017 0:00,2133,,BLAKELY AVE NE / THREE T RD NE,122534028,22270234,FI
P170016485,1/30/2017 0:00,2210,,NE DAY RD W / ZANSHIN LN NE,121876880,25252390,PC4
P170015149,1/28/2017 0:00,1437,,CAVE AVE NE / STATE HWY 305 NE,122616452,23251058,CELL
P170018293,2/3/2017 0:00,0300,10531,NE VALLEY RD,122744382,24697348,PC4
P170018292,2/3/2017 0:00,0259,10453,FALK RD NE,122783750,24438990,PC4
P170017412,2/1/2017 0:00,1258,,"XY(122347472,22571754)",122347472,22571754,CELL
P170019277,2/4/2017 0:00,2342,10801,MOUNTAIN VIEW RD NE,122921754,24620493,PC4
P170019278,2/4/2017 0:00,2343,785,CHERRY AVE NE,122958843,23477920,PC4
P170019305,2/5/2017 0:00,0058,5379,CREOSOTE PL NE,122940725,22885192,PC4
P170019344,2/5/2017 0:00,0243,7861,NE DAY RD W,121874501,25252457,PC4
P170019402,2/5/2017 0:00,0823,15209,ALMA PL NE,121565611,26046394,PC4
P170018690,2/3/2017 0:00,2038,9000,MILLER RD NE,121360893,24052748,T
P170018700,2/3/2017 0:00,2115,16280,REITAN RD NE,121543593,26351803,PC4
P170016734,1/31/2017 0:00,1103,,NE HIGH SCHOOL RD / SPORTSMAN CLUB RD NE,122101057,23659699,T
P170018808,2/4/2017 0:00,0227,5375,CREOSOTE PL NE,122941293,22882530,PC4
P170016821,1/31/2017 0:00,1333,253,HIGH SCHOOL RD NE,122470100,23646300,T
P170016851,1/31/2017 0:00,1407,,NE HIGH SCHOOL RD / MARTIN LUTHER KING JR LN NE,122292547,23652968,T
P170014512,1/27/2017 0:00,1158,5522,NE FLETCHER LNDG,121091186,23916795,ALRP
P170014652,1/27/2017 0:00,1607,7485,NE NORTH ST,121809940,26630761,FU
P170017138,1/31/2017 0:00,2300,7665,WEAVER RD NW,122171605,23589438,PC4
P170017150,1/31/2017 0:00,2326,598,MADISON AVE N,122457445,23417347,PC4
P170014879,1/27/2017 0:00,2326,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741380,25661177,T
P170017216,2/1/2017 0:00,0234,6282,NE HIDDEN COVE RD,121406223,25658188,PC4
P170019425,2/5/2017 0:00,0936,,STATE HWY 305 NE / VINEYARD LN,122557208,23457393,T
P170019698,2/5/2017 0:00,2146,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170019745,2/5/2017 0:00,2339,3592,NE EAGLE HARBOR DR,122900692,22858782,PC4
P170019808,2/6/2017 0:00,0302,625,WINSLOW WAY E,122607645,23236096,FI
P170019942,2/6/2017 0:00,0653,380,WINSLOW WAY E,122507500,23253200,ALRA
P170020000,2/6/2017 0:00,0754,,MCDONALD AVE NE / NE OLD MILL RD,122281347,22614171,WIRESU
P170016922,1/31/2017 0:00,1542,406,HIGH SCHOOL RD NE,122537800,23644900,T
P170016925,1/31/2017 0:00,1547,9999,MANITOU BEACH DR NE,122641551,24343347,PARKI4
P170017113,1/31/2017 0:00,2201,,WEAVER RD NW / WYATT WAY NW,122168200,23391392,T
P170017121,1/31/2017 0:00,2213,13003,ZANSHIN LN NE,121876402,25254689,PC4
P170017146,1/31/2017 0:00,2323,573,HIGH SCHOOL RD NE,122600481,23643974,PC4
P170017225,2/1/2017 0:00,0251,7568,NE HIGH SCHOOL RD,121773512,23667965,PC4
P170014921,1/28/2017 0:00,0142,6442,NE BAKER HILL RD,121353862,22590587,PC4
P170017633,2/1/2017 0:00,2032,,9555MORAN RD NE,122427997,24152856,PC4
P170014959,1/28/2017 0:00,0341,8820,MILLER RD NE,121371343,23950648,SUSPI4
P170015122,1/28/2017 0:00,1313,9555,MORAN RD NE,122414945,24152798,BURGL3
P170015136,1/28/2017 0:00,1357,7666,NE HIGH SCHOOL RD,121802600,23667700,NARCO3
P170012933,1/24/2017 0:00,1342,,NE DAY RD W / MILLER RD NE,121978601,25249261,T
P170017272,2/1/2017 0:00,0739,343,WINSLOW WAY E,122501900,23247000,MVCB
P170017289,2/1/2017 0:00,0838,426,WEAVER RD NW,122175294,23362047,ASSIS3
P170017744,2/2/2017 0:00,0203,7861,NE DAY RD W,121874501,25252457,PC4
P170017746,2/2/2017 0:00,0210,6573,NE HIDDEN COVE RD,121478281,25654327,PC4
P170017758,2/2/2017 0:00,0354,270,ERICKSEN AVE NE,122526942,23302616,PC4
P170020144,2/6/2017 0:00,1034,8800,MADISON AVE N,122461785,23903536,THEFT4
P170020223,2/6/2017 0:00,1153,7644,NE DAY RD W,121826500,25255700,TRAFF3
P170020274,2/6/2017 0:00,1239,,GROW AVE NW / IHLAND WAY NW,122336344,23584729,WIRESU
P170020370,2/6/2017 0:00,1507,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,T
P170020359,2/6/2017 0:00,1452,3000,PLEASANT BEACH DR NE,122112500,22010500,WIRESU
P170020484,2/6/2017 0:00,1813,,NE MANUAL RD / STATE HWY 305 NE,121711094,25706240,TRAFF3
P170000165,1/1/2017 0:00,1013,1270,MADISON AVE N,122444495,23625547,VERBA3
P170000101,1/1/2017 0:00,0424,12839,STATE HWY 305 NE,122014430,25260610,PC4
P170004869,1/9/2017 0:00,2117,,MILLER RD NE / NE TOLO RD,121434233,24330578,T
P170004959,1/10/2017 0:00,0320,9743,NE VALLEY RD,122510403,24702501,PC4
P170004962,1/10/2017 0:00,0333,245,MADISON AVE S,122426981,23211339,PC4
P170000079,1/1/2017 0:00,0233,253,HIGH SCHOOL RD NE,122470100,23646300,PC4
P170017757,2/2/2017 0:00,0351,1289,FERNCLIFF AVE NE,122700462,23637432,PC4
P170015260,1/28/2017 0:00,1804,215,FINCH PL SW,122403695,23208996,BLSP
P170015324,1/28/2017 0:00,2038,911,HILDEBRAND LN NE,122518095,23536897,FI
P170017992,2/2/2017 0:00,1426,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,T
P170015360,1/28/2017 0:00,2203,15446,SUNRISE DR NE,122763796,26092302,SUSPI3
P170015593,1/29/2017 0:00,1159,,"XY(121861362,25447713)",121861362,25447713,CELL
P170017817,2/2/2017 0:00,0811,15446,SUNRISE DR NE,122763796,26092302,PC4
P170017913,2/2/2017 0:00,1151,353,HIGH SCHOOL RD NW,122257601,23654343,PC4
P170017995,2/2/2017 0:00,1434,,MILLER RD NE / NE TOLO RD,121434233,24330578,T
P170018014,2/2/2017 0:00,1513,380,WINSLOW WAY E,122507500,23253200,SUICIA
P170018102,2/2/2017 0:00,1825,907,CARVER ST,118435000,20790500,MEDIA
P170018137,2/2/2017 0:00,1918,,NE COUNTRY CLUB RD / FORT WARD HILL RD NE,122445185,22146908,T
P170020595,2/6/2017 0:00,2303,13003,ZANSHIN LN NE,121876402,25254689,PC4
P170020609,2/6/2017 0:00,2335,13545,PHELPS RD NE,122275045,25679301,PC4
P170020615,2/6/2017 0:00,2343,1250,WEAVER RD NW,122186094,23632097,SUICIG
P170020654,2/7/2017 0:00,0114,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170020956,2/7/2017 0:00,1519,,FLETCHER BAY RD NE / LYNWOOD CENTER RD NE,121758844,23062433,FI
P170021105,2/7/2017 0:00,2034,499,OLYMPIC DR SE,122674000,23182900,VEHIT4
P170018133,2/2/2017 0:00,1915,,MADISON AVE N / STATE HWY 305 NE,122472788,23963126,T
P170018300,2/3/2017 0:00,0328,13545,PHELPS RD NE,122275045,25679301,PC4
P170016174,1/30/2017 0:00,1321,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,122322363,24094833,T
P170016395,1/30/2017 0:00,1931,9865,MANITOU BEACH DR NE,122591745,24337349,TRESP3
P170018398,2/3/2017 0:00,0919,,"XY(122401251,23718768)",122401251,23718768,CELL
P170018151,2/2/2017 0:00,2004,,MILLER RD NE / NE TOLO RD,121434233,24330578,T
P170018211,2/2/2017 0:00,2215,1461,MADISON AVE N,122437635,23662751,PC4
P170018367,2/3/2017 0:00,0820,,GROW AVE NW / NE HIGH SCHOOL RD,122338072,23651202,T
P170020597,2/6/2017 0:00,2314,7861,NE DAY RD W,121874501,25252457,PC4
P170016722,1/31/2017 0:00,1046,,NE BUSINESS PARK LN / COPPERTOP LOOP NE,122341873,24093714,T
P170018820,2/4/2017 0:00,0252,4569,POINT WHITE DR NE,121728693,22525895,PC4
P170019259,2/4/2017 0:00,2301,10312,NE VALLEY RD,122694071,24698311,PC4
P170021137,2/7/2017 0:00,2244,5303,CREOSOTE PL NE,122940820,22835099,PC4
P170021171,2/8/2017 0:00,0037,625,WINSLOW WAY E,122607645,23236096,WRT3
P170021249,2/8/2017 0:00,0801,,NE NEW BROOKLYN RD / SPORTSMAN CLUB RD NE,122235619,23919372,T
P170021334,2/8/2017 0:00,1046,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,122322363,24094833,T
P170021360,2/8/2017 0:00,1123,,NE HIGH SCHOOL RD / MADISON AVE N,122440281,23644494,T
P170018681,2/3/2017 0:00,2017,5600,NE FOSTER RD,121131571,23875900,T
P170016437,1/30/2017 0:00,2035,15446,SUNRISE DR NE,122763796,26092302,PC4
P170016517,1/30/2017 0:00,2316,13569,MANZANITA RD NE,121407043,25495301,PC4
P170018814,2/4/2017 0:00,0242,9401,NE BUSINESS PARK LN,122325614,24094644,PC4
P170018827,2/4/2017 0:00,0321,9389,NE DAY RD E,122396760,25233005,PC4
P170016572,1/31/2017 0:00,0204,625,WINSLOW WAY E,122607645,23236096,MISC4
P170020958,2/7/2017 0:00,1526,,FLETCHER BAY RD NE / NE NEW BROOKLYN RD,121365993,23936591,T
P170018828,2/4/2017 0:00,0322,10598,NE VALLEY RD,122742095,24704399,PC4
P170019054,2/4/2017 0:00,1442,549,STATE HWY 305 NE,122571039,23390308,PC4
P170021135,2/7/2017 0:00,2233,253,HIGH SCHOOL RD NE,122478784,23612185,PC4
P170019142,2/4/2017 0:00,1738,8625,NE STAGER CT,122127494,23937898,MISSI4
P170019150,2/4/2017 0:00,1806,10015,NE YAQUINA AVE,122585511,24007479,SUICIA
P170016595,1/31/2017 0:00,0409,,MILLER RD NE / NE NEW BROOKLYN RD,121365993,23936591,T
P170016718,1/31/2017 0:00,1036,,NE HIGH SCHOOL RD / HORIZON VIEW PL NW,122310438,23631740,CELL
P170016813,1/31/2017 0:00,1320,9975,NE KNIGHT RD,122615695,25313851,SUSPI4
P170019211,2/4/2017 0:00,2055,3903,BLAKELY AVE NE,122584108,22261020,PC4
P170017041,1/31/2017 0:00,1945,406,HIGH SCHOOL RD NE,122537800,23644900,MVC3
P170017081,1/31/2017 0:00,2059,10784,BATTLE POINT DR NE,121003066,24600580,PC4
P170005051,1/10/2017 0:00,0952,15233,ALMA PL NE,121566201,26055630,PC4
P160213321,1/1/2017 0:00,0019,7666,NE HIGH SCHOOL RD,121802600,23667700,PC4
P170005223,1/10/2017 0:00,1413,,MILLER RD NE / NE TOLO RD,121434233,24330578,T
P170001631,1/3/2017 0:00,2321,635,HIGH SCHOOL RD NE,122615945,23616547,PC4
P170005309,1/10/2017 0:00,1603,901,HILDEBRAND LN NE,122517595,23521547,ASSIS3
P170019169,2/4/2017 0:00,1933,,NE LOVGREEN RD E / STATE HWY 305 NE,122194159,24976179,DUI3
P170019208,2/4/2017 0:00,2053,15446,SUNRISE DR NE,122763796,26092302,PC4
P170019341,2/5/2017 0:00,0233,9541,NORTH TOWN DR NE,122341350,24032724,PC4
P170021330,2/8/2017 0:00,1043,8489,MADISON AVE N,122421545,23757448,T
P170019413,2/5/2017 0:00,0851,3000,PLEASANT BEACH DR NE,122112500,22010500,PC4
P170019423,2/5/2017 0:00,0919,3574,NE EAGLE HARBOR DR,122907187,22857868,PC4
P170019262,2/4/2017 0:00,2312,,NE MANITOU PARK BLVD / ROLLING BAY WALK NE,122970608,24614928,FI
P170017207,2/1/2017 0:00,0204,8588,NE HIDDEN COVE RD,122175544,25815402,PC4
P170017440,2/1/2017 0:00,1335,12615,MANZANITA RD NE,121470243,25174250,ALRA
P170017684,2/1/2017 0:00,2235,7675,WEAVER RD NW,122171714,23595783,PC4
P170017717,2/2/2017 0:00,0013,7861,NE DAY RD W,121874501,25252457,PC4
P170017719,2/2/2017 0:00,0017,7644,NE DAY RD W,121826500,25255700,PC4
P170021508,2/8/2017 0:00,1608,9330,NE HIGH SCHOOL RD,122364045,23666097,MVC4
P170021557,2/8/2017 0:00,1753,150,WINSLOW WAY E,122467800,23261300,SEXOF3
P170021571,2/8/2017 0:00,1834,625,WINSLOW WAY E,122607645,23236096,LOSTP4
P170021616,2/8/2017 0:00,2042,13919,PHELPS RD NE,122283089,25662431,PC4
P170021656,2/8/2017 0:00,2204,13005,ZANSHIN LN NE,121876022,25256529,PC4
P170021723,2/9/2017 0:00,0246,15446,SUNRISE DR NE,122763796,26092302,PC4
P170019738,2/5/2017 0:00,2325,2600,FORT WARD HILL RD NE,122359200,21867100,PC4
P170017721,2/2/2017 0:00,0027,6630,NE HIDDEN COVE RD,121495245,25653520,PC4
P170015221,1/28/2017 0:00,1641,,MADISON AVE N / WYATT WAY NE,122430882,23382078,T
P170015226,1/28/2017 0:00,1659,,BATTLE POINT DR NE / MILLER RD NE,121350570,24127016,T
P170015245,1/28/2017 0:00,1740,,MILLER RD NE / NE TOLO RD,121434233,24330578,DUI3
P170017870,2/2/2017 0:00,1028,233,PARFITT WAY SW,122389145,23108496,THEFT4
P170022338,2/10/2017 0:00,0329,380,WINSLOW WAY E,122507500,23253200,ALRA
P170022345,2/10/2017 0:00,0357,9330,NE HIGH SCHOOL RD,122364045,23666097,PC4
P170022370,2/10/2017 0:00,0636,,HIGH SCHOOL RD NE / HILDEBRAND LN NE,122535741,23645021,PC4
P170022367,2/10/2017 0:00,0605,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,FI
P170022403,2/10/2017 0:00,0849,1270,MADISON AVE N,122444495,23625547,FOUND4
P170022425,2/10/2017 0:00,0926,6910,NE EAGLE HARBOR DR,121972171,23298858,PC4
P170019475,2/5/2017 0:00,1135,,NE DAY RD W / MILLER RD NE,121978601,25249261,T
P170019503,2/5/2017 0:00,1230,200,HIGH SCHOOL RD NE,122476500,23646200,BLSG
P170019500,2/5/2017 0:00,1223,8804,MADISON AVE N,122493300,23896241,ASSIS4
P170021786,2/9/2017 0:00,0812,,NE OLD MILL RD / TAYLOR AVE NE,122607612,22450674,ASSIS3
P170019702,2/5/2017 0:00,2155,4569,PLEASANT BEACH DR NE,121761018,22516231,PC4
P170018063,2/2/2017 0:00,1657,,NE EAGLE HARBOR DR / TAYLOR AVE NE,122683487,22854158,PC4
P170018110,2/2/2017 0:00,1832,6980,ISLAND CENTER RD NE,121551237,23319978,PARKI3
P170018204,2/2/2017 0:00,2208,137,GROW AVE NW,122331138,23267145,PC4
P170020357,2/6/2017 0:00,1450,10810,HART LN NE,121666670,24596061,TRAFF3
P170018310,2/3/2017 0:00,0446,15259,ALMA PL NE,121566346,26065607,PC4
P170018321,2/3/2017 0:00,0611,6749,NE EAGLE HARBOR DR,122005414,23230092,PC4
P170021134,2/7/2017 0:00,2230,2600,FORT WARD HILL RD NE,122359200,21867100,PC4
P170022508,2/10/2017 0:00,1124,14530,SIVERTSON RD NE,121873244,25812352,WC3
P170022730,2/10/2017 0:00,1719,301,HIGH SCHOOL RD NE,122491500,23645900,MALIC3
P170022946,2/11/2017 0:00,0203,4192,NE EAGLE HARBOR DR,122699495,22888296,PC4
P170022990,2/11/2017 0:00,0526,16396,REITAN RD NE,121513405,26440873,PC4
P170023026,2/11/2017 0:00,0812,,BLAKELY AVE NE / NE COUNTRY CLUB RD,122421748,22250674,T
P170019837,2/6/2017 0:00,0437,8945,SANDS AVE NE,121899194,23983998,WC911
P170021967,2/9/2017 0:00,1334,,NE NEW BROOKLYN RD / SPORTSMAN CLUB RD NE,122235619,23919372,WIRESF
P170019879,2/6/2017 0:00,0537,,STATE HWY 3 NW / NW TRIGGER AVE,118288587,25303839,MVC3
P170022075,2/9/2017 0:00,1614,851,STRAWBERRY LN NW,122189544,23511747,FU
P170020056,2/6/2017 0:00,0857,8839,NE HIGH SCHOOL RD,122158444,23657645,MISC3
P170020062,2/6/2017 0:00,0902,,FERNCLIFF AVE NE / NE GARIBALDI LOOP,122701999,23718581,T
P170018732,2/3/2017 0:00,2220,7666,NE HIGH SCHOOL RD,121802600,23667700,PC4
P170018743,2/3/2017 0:00,2246,9254,CAPSTAN DR NE,122211500,23690161,PC4
P170019018,2/4/2017 0:00,1321,921,GROW AVE NW,122335244,23525000,T
P170020578,2/6/2017 0:00,2213,301,HIGH SCHOOL RD NE,122491500,23645900,TRANS
P170020586,2/6/2017 0:00,2247,2600,FORT WARD HILL RD NE,122359200,21867100,FI
P170019038,2/4/2017 0:00,1400,9792,MANITOU BEACH DR NE,122534762,24305483,PC4
P170023076,2/11/2017 0:00,1020,11319,WESTWIND CT NE,122383303,24744943,MISC4
P170023203,2/11/2017 0:00,1403,7889,ROCKAWAY BEACH RD NE,122940063,22832936,PC4
P170023279,2/11/2017 0:00,1642,,NE HALLS HILL RD / ROCKAWAY BEACH RD NE,122900836,22255243,DUI3
P170023349,2/11/2017 0:00,1957,14530,SIVERTSON RD NE,121873244,25812352,FU
P170023413,2/11/2017 0:00,2156,15446,SUNRISE DR NE,122763796,26092302,PC4
P170023450,2/11/2017 0:00,2322,,NE HIGH SCHOOL RD / HORIZON VIEW PL NW,122310438,23631740,CELL
P170019084,2/4/2017 0:00,1522,,"XY(121079600,24707095)",121079600,24707095,CELL
P170019100,2/4/2017 0:00,1558,,"XY(121972462,25474797)",121972462,25474797,CELL
P170019231,2/4/2017 0:00,2143,9520,NE NORTH TOWN LOOP,122399895,24001998,LIQUO3
P170019247,2/4/2017 0:00,2239,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170019373,2/5/2017 0:00,0454,8154,NE DAY RD W,121998889,25248438,PC4
P170022329,2/10/2017 0:00,0221,380,WINSLOW WAY E,122507500,23253200,OPEN3
P170022337,2/10/2017 0:00,0323,,STATE HWY 305 NE / WINSLOW WAY E,122597314,23245536,PC3
P170020226,2/6/2017 0:00,1155,11299,ARROW POINT DR NE,121095342,24676599,MALIC4
P170020289,2/6/2017 0:00,1308,11299,ARROW POINT DR NE,121095342,24676599,RECKL3
P170020332,2/6/2017 0:00,1414,4685,TAYLOR AVE NE,122602295,22543645,WC911
P170018709,2/3/2017 0:00,2144,15446,SUNRISE DR NE,122763796,26092302,PC4
P170021800,2/9/2017 0:00,0902,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,T
P170022053,2/9/2017 0:00,1538,,"XY(121079600,24707095)",121079600,24707095,CELL
P170022073,2/9/2017 0:00,1614,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170022285,2/9/2017 0:00,2250,15446,SUNRISE DR NE,122763796,26092302,PC4
P170022300,2/9/2017 0:00,2353,15127,SUNRISE DR NE,122750982,26036666,PC4
P170022302,2/10/2017 0:00,0007,7861,NE DAY RD W,121874501,25252457,PC4
P170019536,2/5/2017 0:00,1344,7535,NE DOLPHIN DR,121835944,26178852,TRANS
P170021190,2/8/2017 0:00,0302,14011,PHELPS RD NE,122297336,25681327,PC4
P170021252,2/8/2017 0:00,0807,,MILLER RD NE / NE TOLO RD,121434233,24330578,T
P170019717,2/5/2017 0:00,2227,9419,COPPERTOP LOOP NE,122343895,24119948,ASSIS4
P170019729,2/5/2017 0:00,2254,,HS AT PIT,122398025,23648787,FI
P170021364,2/8/2017 0:00,1130,,NE HIGH SCHOOL RD / SPORTSMAN CLUB RD NE,122101057,23659699,T
P170020965,2/7/2017 0:00,1535,10636,BATTLE POINT DR NE,121002482,24553651,PC4
P170021031,2/7/2017 0:00,1736,907,CARVER ST,118435000,20790500,MEDIA
P170021195,2/8/2017 0:00,0315,15519,AGATEWOOD RD NE,121567698,26141259,PC4
P170021196,2/8/2017 0:00,0318,7861,NE DAY RD W,121874501,25252457,PC3
P170021222,2/8/2017 0:00,0613,190,MADISON AVE N,122440545,23277797,CPR
P170021295,2/8/2017 0:00,0942,1500-BLK,MADISON AVE N,122437652,23663573,T
P170020028,2/6/2017 0:00,0824,6220,NE OLD MILL RD,121957994,23081996,TRAFF3
P170021476,2/8/2017 0:00,1514,,FLETCHER BAY RD NE / NE HIGH SCHOOL RD,121498773,23670949,T
P170017881,2/2/2017 0:00,1043,343,WINSLOW WAY E,122501900,23247000,FU
P170021491,2/8/2017 0:00,1539,250,CAMELIA LOOP NE,122478245,23588597,FU
P170020250,2/6/2017 0:00,1213,9181,FLETCHER BAY RD NE,121199542,23932048,WIRESL
P170020318,2/6/2017 0:00,1356,11299,ARROW POINT DR NE,121095342,24676599,ASSIS3
P170023527,2/12/2017 0:00,0238,12184,STATE HWY 305 NE,122160644,25042221,PC4
P170023560,2/12/2017 0:00,0549,6913,NE DOLPHIN DR,121607968,26306006,PC4
P170023597,2/12/2017 0:00,0847,10800,MILLER RD NE,121500300,24498300,FU
P170023712,2/12/2017 0:00,1409,,FINCH RD NE / NE NEW HOLLAND CT,122037332,23445815,T
P170023826,2/12/2017 0:00,2005,15362,EUCLID AVE NE,122491495,26063102,ASSIS3
P170021312,2/8/2017 0:00,1020,,IHLAND WAY NE / MADISON AVE N,122435262,23579590,T
P170021353,2/8/2017 0:00,1114,,MADISON AVE N / NE NEW BROOKLYN RD,122442445,23911861,T
P170021479,2/8/2017 0:00,1517,945,HILDEBRAND LN NE,122515795,23567097,WC911
P170023545,2/12/2017 0:00,0409,11266,SUNRISE DR NE,122722970,24712452,PC4
P170021480,2/8/2017 0:00,1518,8555,MADISON AVE N,122413545,23788748,WC911
P170021623,2/8/2017 0:00,2059,150,WINSLOW WAY E,122467800,23261300,FU
P170021631,2/8/2017 0:00,2117,253,HIGH SCHOOL RD NE,122479216,23611464,PC4
P170020320,2/6/2017 0:00,1358,,NE BAKER HILL RD / LYNWOOD CENTER RD NE,121772646,22605382,FI
P170021796,2/9/2017 0:00,0847,4848,TAYLOR AVE NE,122610503,22606822,TRAFF4
P170020378,2/6/2017 0:00,1515,601,HIGH SCHOOL RD NE,122588345,23631497,T
P170020471,2/6/2017 0:00,1744,,NE HIGH SCHOOL RD / JOHNSONVILLE RD,121533508,23579668,CELL
P170020472,2/6/2017 0:00,1747,,FLETCHER BAY RD NE / NE MAXWELL LN,121364385,23942851,CELL
P170022510,2/10/2017 0:00,1126,301,HIGH SCHOOL RD NE,122491500,23645900,WC911
P170025201,2/15/2017 0:00,0207,15216,ALMA PL NE,121565812,26049473,PC4
P170025203,2/15/2017 0:00,0221,8606,NE HIDDEN COVE RD,122167646,25765825,PC4
P170023926,2/13/2017 0:00,0019,,GIDEON LN NW / GROW AVE NW,122333101,23415723,TRANS
P170024035,2/13/2017 0:00,0856,,NE BUSINESS PARK LN / COPPERTOP LOOP NE,122341873,24093714,T
P170024108,2/13/2017 0:00,1040,15231,ALMA PL NE,121566152,26054860,PC4
P170021642,2/8/2017 0:00,2144,8040,NE DAY RD W,121947794,25271751,PC4
P170021894,2/9/2017 0:00,1211,,NE NEW BROOKLYN RD / SPORTSMAN CLUB RD NE,122235619,23919372,WIRESF
P170021941,2/9/2017 0:00,1313,821,HIGH SCHOOL RD NE,122687500,23631900,UNWAN4
P170022035,2/9/2017 0:00,1517,,FLETCHER BAY RD NE / NE NEW BROOKLYN RD,121365993,23936591,T
P170022084,2/9/2017 0:00,1626,7666,NE HIGH SCHOOL RD,121802600,23667700,PC4
P170024016,2/13/2017 0:00,0805,614,DIVISION ST,119442800,20147600,TRANS
P170020546,2/6/2017 0:00,2037,10819,BATTLE POINT DR NE,121003217,24610657,PC4
P170020572,2/6/2017 0:00,2147,8040,NE DAY RD W,121947794,25271751,PC4
P170020673,2/7/2017 0:00,0352,625,WINSLOW WAY E,122607645,23236096,ASSIS3
P170020763,2/7/2017 0:00,0951,,FLETCHER BAY RD NE / LYNWOOD CENTER RD NE,121758844,23062433,MVCG
P170022359,2/10/2017 0:00,0536,16396,REITAN RD NE,121513405,26440873,PC4
P170022397,2/10/2017 0:00,0840,13203,NE CAMBRIDGE CREST WAY,122199044,25647001,ALRA
P170024148,2/13/2017 0:00,1135,625,WINSLOW WAY E,122607645,23236096,MISC3
P170024190,2/13/2017 0:00,1234,5230,NE EAGLE HARBOR DR,122333095,22865296,FU
P170024236,2/13/2017 0:00,1329,635,HIGH SCHOOL RD NE,122615945,23616547,GRAFF4
P170024287,2/13/2017 0:00,1458,271,WYATT WAY NE,122484695,23372947,ASSIS3
P170024456,2/13/2017 0:00,1950,1315,WINTERGREEN LN NE,122603642,23680795,PC4
P170024463,2/13/2017 0:00,2004,8770,FLETCHER BAY RD NE,121379108,23916495,THEFT3
P170020809,2/7/2017 0:00,1100,1180,HILDEBRAND LN NE,122550445,23601347,PARKI4
P170020818,2/7/2017 0:00,1108,350,MADISON AVE N,122443145,23335797,HARAS4
P170020882,2/7/2017 0:00,1300,,BJUNE DR SE / WINSLOW WAY E,122533352,23245950,MVC4
P170020994,2/7/2017 0:00,1624,,MILLER RD NE / NE NEW BROOKLYN RD,121365993,23936591,T
P170022860,2/10/2017 0:00,2222,851,STRAWBERRY LN NW,122189544,23511747,CIVIL4
P170024497,2/13/2017 0:00,2121,,FERNCLIFF AVE NE / HIGH SCHOOL RD NE,122700573,23641750,T
P170024536,2/13/2017 0:00,2311,3002,PLEASANT BEACH DR NE,122112307,22011236,PC4
P170024571,2/14/2017 0:00,0153,7666,NE HIGH SCHOOL RD,121802600,23667700,PC4
P170024624,2/14/2017 0:00,0640,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,TRANS
P170024945,2/14/2017 0:00,1533,,"XY(122298101,23360195)",122298101,23360195,CELL
P170024950,2/14/2017 0:00,1536,,NE KOURA RD / MILLER RD NE,121576649,24728845,MVCG
P170022272,2/9/2017 0:00,2205,835,MADISON AVE N,122415345,23498497,CPR
P170024273,2/13/2017 0:00,1428,10620,NE VALLEY RD,122776846,24717149,CIVIL3
P170024302,2/13/2017 0:00,1517,,BATTLE POINT DR NE / MILLER RD NE,121350570,24127016,T
P170020581,2/6/2017 0:00,2229,4719,LYNWOOD CENTER RD NE,121760585,22557948,PC4
P170020753,2/7/2017 0:00,0928,937,HILDEBRAND LN NE,122528095,23572997,VEHFI
P170020901,2/7/2017 0:00,1327,,FERNCLIFF AVE NE / HIGH SCHOOL RD NE,122700573,23641750,TRAFF3
P170023082,2/11/2017 0:00,1029,625,WINSLOW WAY E,122607645,23236096,FU
P170020997,2/7/2017 0:00,1626,,MILLER RD NE / NE NEW BROOKLYN RD,121365993,23936591,T
P170023430,2/11/2017 0:00,2231,372,FERNCLIFF AVE NE,122692227,23333762,PC4
P170021046,2/7/2017 0:00,1757,7235,NE PARKWAY ST,121744500,27094900,T
P170021286,2/8/2017 0:00,0918,,NE AVALON LN / BLAKELY AVE NE,122002573,22667486,T
P170023901,2/12/2017 0:00,2302,7861,NE DAY RD W,121874501,25252457,PC4
P170024994,2/14/2017 0:00,1619,,MADISON AVE N / STATE HWY 305 NE,122472788,23963126,T
P170024998,2/14/2017 0:00,1631,,NE HIGH SCHOOL RD / HORIZON VIEW PL NW,122310438,23631740,CELL
P170025042,2/14/2017 0:00,1757,7950,NE DAY RD W,121912639,25251345,ALRA
P170025112,2/14/2017 0:00,2012,,ERICKSEN AVE NE / MADRONE LN N,122485723,23250998,CELL
P170025134,2/14/2017 0:00,2137,,CAVE AVE NE / WINSLOW WAY E,122622551,23244774,T
P170025142,2/14/2017 0:00,2211,10034,NE KNIGHT RD,122619105,25359204,THEFT4
