call_id,agency,actdate,acttime,geox,geoy,streetnbr,street,naturecode
P050083062,BIPD,6/3/2005 0:00,1821,0,0,,FERNCLIFF / WINSLOW WY,T
P050083072,BIPD,6/3/2005 0:00,1832,372865528,71280293,,GROW AV NW / WYATT WY NW,T
P050083074,BIPD,6/3/2005 0:00,1835,370139824,74174257,,MILLER RD NE / NE TOLO RD,T
P050083111,BIPD,6/3/2005 0:00,1931,372454292,76128415,,NE LOVGREEN RD E / STATE HY 305 NE,T
P050083147,BIPD,6/3/2005 0:00,2045,372982689,72129645,9330,NE HIGH SCHOOL RD,THEFT4
P050083176,BIPD,6/3/2005 0:00,2152,370298069,79965545,6430,NE AGATE BEACH LN,TRESP3
P050083195,BIPD,6/3/2005 0:00,2222,373058406,74099172,,SPORTSMAN CLUB RD NE / STATE HY 305 NE,T
P050079346,BIPD,5/28/2005 0:00,1532,371571134,72138369,,NE HIGH SCHOOL RD / SANDS AV NE,TRAFF3
P050083269,BIPD,6/4/2005 0:00,0034,370139824,74174257,,MILLER RD NE / NE TOLO RD,T
P050083266,BIPD,6/4/2005 0:00,0030,372982689,72129645,9330,NE HIGH SCHOOL RD,MALIC4
P050083317,BIPD,6/4/2005 0:00,0210,372003681,71286772,1187,WYATT WY NW,T
P050079493,BIPD,5/28/2005 0:00,1935,373590403,72068878,,NE HIGH SCHOOL RD / STATE HY 305 NE,RECKL3
P050083528,BIPD,6/4/2005 0:00,1423,375313011,71694352,,MADRONA DR NE / NE YEOMALT POINT DR,PC3
P050079665,BIPD,5/29/2005 0:00,0007,373493965,72070207,,HIGH SCHOOL RD NE / HILDEBRAND LN NE,T
P050080054,BIPD,5/29/2005 0:00,1930,371747826,76958309,,NE DAY RD W / MILLER RD NE,T
P050083797,BIPD,6/4/2005 0:00,2220,370730374,78974043,,NE SEABOLD CHURCH RD / STATE HY 305 NE,DUI3
P050083833,BIPD,6/4/2005 0:00,2319,373344916,73912808,10078,EDGECOMBE PL NE,LOUDP4
P050083844,BIPD,6/4/2005 0:00,2332,373905264,70637166,499,OLYMPIC DR SE,DUI3
P050083868,BIPD,6/5/2005 0:00,0009,373164917,71076097,280,MADISON AV N,ALRA
P050083992,BIPD,6/5/2005 0:00,0641,373405799,70855388,343,WINSLOW WY E,MENTA3
P050080193,BIPD,5/30/2005 0:00,0033,372973304,71549385,370,FIR ACRES DR NW,LOUDP3
P050084090,BIPD,6/5/2005 0:00,1216,373967532,71254763,,FERNCLIFF AV NE / WING POINT WY NE,T
P050084132,BIPD,6/5/2005 0:00,1324,373392895,71979188,321,HIGH SCHOOL RD NE,FU
P050084140,BIPD,6/5/2005 0:00,1340,373268737,70861161,200,WINSLOW WY E,PC4
P050084210,BIPD,6/5/2005 0:00,1605,362266474,55356386,,HAYWARD ST SW / SW MILLER RD,T
P050084241,BIPD,6/5/2005 0:00,1643,381763017,65947512,,INFO BREMERTON SUN,MEDIA
P050084245,BIPD,6/5/2005 0:00,1650,371941409,75296630,11150,FAIRMONT LN NE,NOISE3
P050084466,BIPD,6/6/2005 0:00,0145,373201418,72892000,,MADISON AV N / NE NEW BROOKLYN RD,FU
P050080562,BIPD,5/30/2005 0:00,1845,372960745,70873319,298,WINSLOW WY W,THEFT3
P050084719,BIPD,6/6/2005 0:00,1416,373590403,72068878,,HIGH SCHOOL RD / HILLDABRAND,PC4
P050084747,BIPD,6/6/2005 0:00,1503,373873744,73325743,9284,FERNCLIFF AV NE,ALRA
P050084820,BIPD,6/6/2005 0:00,1703,373405799,70855388,343,WINSLOW WY E,FU
P050084866,BIPD,6/6/2005 0:00,1810,372454292,76128415,,NE LOVGREEN RD E / STATE HY 305 NE,T
P050084936,BIPD,6/6/2005 0:00,2043,372762902,76116485,,CHARLES PL NE / NE LOVGREEN RD E,T
P050085002,BIPD,6/6/2005 0:00,2239,373753350,70848849,,CAVE AV NE / WINSLOW WY E,T
P050080759,BIPD,5/31/2005 0:00,0106,372731463,73257346,9125,SPORTSMAN CLUB RD NE,PC3
P050080940,BIPD,5/31/2005 0:00,1057,373486139,71889548,1081,HILDEBRAND LN NE,LITTE4
P050085362,BIPD,6/7/2005 0:00,1402,373698391,70849225,,BILL PILL POINT / BILL POINT,T
P050085406,BIPD,6/7/2005 0:00,1531,374335156,69400144,10700,NE BILL POINT DR,SUSPI3
P050081157,BIPD,5/31/2005 0:00,1724,373698391,70849225,,FLETCHER BAY / NEW BROOKLIN,T
P050081368,BIPD,6/1/2005 0:00,0103,373252660,78309621,14200,N MADISON AV NE,BLSP
P050085628,BIPD,6/7/2005 0:00,2248,373590403,72068878,,NE HIGH SCHOOL RD / STATE HY 305 NE,T
P050085658,BIPD,6/8/2005 0:00,0013,374109871,77987523,13890,SUNRISE DR NE,MISSI4
P050081477,BIPD,6/1/2005 0:00,0912,373530804,70609368,,"WATERFRONT PARK, BI",SUSPI3
P050085939,BIPD,6/8/2005 0:00,1544,373919995,71613552,803,KLICKITAT PL NE,FI
P050085928,BIPD,6/8/2005 0:00,1512,373184648,72074311,,ROUND ABOUT (MADISON AV N/HIGH SCHOOL RD,MVCB
P050081576,BIPD,6/1/2005 0:00,1154,372234958,71306012,,EAKIN DR NW / WYATT WY NE,T
P050086074,BIPD,6/8/2005 0:00,2125,372533190,71467461,807,VILLAGE CR NW,WC911
P050086080,BIPD,6/8/2005 0:00,2138,372473206,71400291,717,VILLAGE CR NW,T
P050086124,BIPD,6/8/2005 0:00,2310,372805543,75317290,,NE KOURA RD / STATE HY 305 NE,T
P050081625,BIPD,6/1/2005 0:00,1313,373058406,74099172,,N MADISON AV NE / STATE HY 305 NE,RECKL3
P050086243,BIPD,6/9/2005 0:00,0658,373240097,74641186,,N MADISON AV NE / NE TIMBERLANE PL,T
P050086250,BIPD,6/9/2005 0:00,0707,372573499,72906261,,NE NEW BROOKLYN RD / SPORTSMAN CLUB RD NE,T
P050081734,BIPD,6/1/2005 0:00,1556,373118743,79590400,15445,WASHINGTON AV NE,FU
P050081942,BIPD,6/1/2005 0:00,2207,373494989,70747504,,BRIEN DR SE / SHANNON DR SE,T
P050086359,BIPD,6/9/2005 0:00,1035,373476487,71571172,800,ERICKSEN AV NE,ASSIS3
P050086376,BIPD,6/9/2005 0:00,1058,373590403,72068878,,NE HIGH SCHOOL RD / STATE HY 305 NE,T
P050086394,BIPD,6/9/2005 0:00,1127,373698391,70849225,625,WINSLOW WY E,FI
P050086406,BIPD,6/9/2005 0:00,1155,373169414,71264069,,MADISON AV N / WYATT WY NE,T
P050086563,BIPD,6/9/2005 0:00,1614,374187056,68577037,,NE BARKENTINE RD / NE MILL HEIGHTS CR,PC4
P050086581,BIPD,6/9/2005 0:00,1643,373202315,72041819,1270,MADISON AV N,THEFT4
P050082016,BIPD,6/2/2005 0:00,0025,373680319,70849352,,STATE HY 305 NE / WINSLOW WY E,T
P050086735,BIPD,6/9/2005 0:00,2151,374060618,75278952,,SUNRISE DR NE / NE VALLEY RD,FI
P050086771,BIPD,6/9/2005 0:00,2319,371161970,68898815,,NE BAKER HILL RD / LYNWOOD CENTER RD NE,T
P050086853,BIPD,6/10/2005 0:00,0441,372499729,71293154,,COSGROVE ST NW / WYATT WY NW,SUSPI3
P050086891,BIPD,6/10/2005 0:00,0808,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,T
P050086918,BIPD,6/10/2005 0:00,0908,372980300,71503254,310,FIR ACRES DR NW,MISSI3
P050086932,BIPD,6/10/2005 0:00,0942,371008138,70458738,,FLETCHER BAY RD NE / NE VINCENT RD,RECOV3
P050087032,BIPD,6/10/2005 0:00,1238,372619612,71145375,353,NICHOLSON PL NW,FU
P050087159,BIPD,6/10/2005 0:00,1547,373860365,75282909,,HYLA AV NE / NE VALLEY RD,T
P050082106,BIPD,6/2/2005 0:00,0756,373121603,79604345,15460,WASHINGTON AV NE,FU
P050087313,BIPD,6/10/2005 0:00,2024,373958414,72032178,821,HIGH SCHOOL RD NE,SUSPI4
P050087428,BIPD,6/10/2005 0:00,2327,372982689,72129645,9330,NE HIGH SCHOOL RD,PC3
P050082188,BIPD,6/2/2005 0:00,1031,373698391,70849225,625,WINSLOW WY E,FU
P050087531,BIPD,6/11/2005 0:00,0228,371966764,71464764,,FINCH RD NE / NE NEW HOLLAND CT,T
P050087556,BIPD,6/11/2005 0:00,0423,373987741,72059515,,FERNCLIFF AV NE / NE HIGH SCHOOL RD,T
P050082311,BIPD,6/2/2005 0:00,1411,373287280,76904551,,NE DAY RD E / N MADISON AV NE,T
P050087613,BIPD,6/11/2005 0:00,0920,372982689,72129645,9330,NE HIGH SCHOOL RD,OPEN3
P050082384,BIPD,6/2/2005 0:00,1612,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,TRAFF3
P050087734,BIPD,6/11/2005 0:00,1317,372619612,71145375,,HY 305 / WINSLOW WY,T
P050079045,BIPD,5/28/2005 0:00,0123,373530804,70609368,,"WATERFRONT PARK, BI",PC3
P050087785,BIPD,6/11/2005 0:00,1517,370963332,78369484,,NE MANUAL RD / STATE HY 305 NE,TRAFF3
P050082595,BIPD,6/2/2005 0:00,2340,373698391,70849225,625,WINSLOW WY E,WRT4
P050087834,BIPD,6/11/2005 0:00,1702,372379342,72106527,,NE HIGH SCHOOL RD / WEAVER AV NE,T
P050087842,BIPD,6/11/2005 0:00,1716,372166744,72115528,,NE HIGH SCHOOL RD / SPORTSMAN CLUB RD NE,T
P050083039,BIPD,6/3/2005 0:00,1744,373268260,70861184,,MADRONE LN N / WINSLOW WY E,T
P050087905,BIPD,6/11/2005 0:00,1902,373359471,70857341,295,WINSLOW WY E,ASSIS4
P050083240,BIPD,6/3/2005 0:00,2352,373590403,72068878,,NE HIGH SCHOOL RD / STATE HY 305 NE,T
P050083330,BIPD,6/4/2005 0:00,0233,369019074,80541077,,SANDY HOOK RD NE / STATE HY 305 NE,T
P050083648,BIPD,6/4/2005 0:00,1801,369573912,72775993,8587,SPRINGRIDGE RD NE,FU
P050083769,BIPD,6/4/2005 0:00,2113,372551982,78858052,8750,NE SPARGUR LOOP RD,HAZMA
P050088270,BIPD,6/12/2005 0:00,1423,369349370,74184892,5769,NE TOLO RD,ORDNA4
P050088428,BIPD,6/12/2005 0:00,1940,373162274,70987134,190,MADISON AV N,WC911
P050084021,BIPD,6/5/2005 0:00,0912,373118195,70867908,146,WINSLOW WY W,ALRA
P050088570,BIPD,6/13/2005 0:00,0054,372197042,76943257,8553,NE DAY RD E,ALRA
P050088581,BIPD,6/13/2005 0:00,0128,371315772,76567232,,NE BERGMAN RD / MILLER RD NE,T
P050084608,BIPD,6/6/2005 0:00,1049,373590403,72068878,,NE HIGH SCHOOL RD / STATE HY 305 NE,T
P050088883,BIPD,6/13/2005 0:00,1601,371763889,71322770,,EAGLE HARBOR DR NE / NE WYATT WY,BLS
P050089052,BIPD,6/13/2005 0:00,2105,371440984,75364625,,FIELDSTONE LN NE / NE KOURA RD,T
P050089068,BIPD,6/13/2005 0:00,2137,374514559,67831223,11113,NE HALLS HILL RD,TRESP3
P050085351,BIPD,6/7/2005 0:00,1334,369920520,72956565,,FLETCHER BAY RD NE / NE NEW BROOKLYN RD,T
P050089381,BIPD,6/14/2005 0:00,1420,370282104,76991127,,NE DAY RD W / MANZANITA RD NE,PC3
P050085394,BIPD,6/7/2005 0:00,1500,373671895,79720211,9929,NE LAFAYETTE AV,WC911
P050085454,BIPD,6/7/2005 0:00,1637,374093550,77020919,12960,SUNRISE DR NE,FRAUD4
P050089688,BIPD,6/15/2005 0:00,0056,372805543,75317290,,NE KOURA RD / STATE HY 305 NE,T
P050089745,BIPD,6/15/2005 0:00,0704,370102380,80615577,16370,STATE HY 305 NE,TRAFF3
P050089831,BIPD,6/15/2005 0:00,1031,371121462,68658053,,LYNWOOD CENTER RD NE / POINT WHITE DR NE,FI
P050089903,BIPD,6/15/2005 0:00,1248,373159111,70865790,,MADISON AV N / WINSLOW WY E,TRAFF3
P050089984,BIPD,6/15/2005 0:00,1532,373967532,71254763,,FERNCLIFF AV NE / WING POINT WY NE,T
P050090067,BIPD,6/15/2005 0:00,1806,373058406,74099172,,SPORTSMAN CLUB RD NE / STATE HY 305 NE,T
P050090072,BIPD,6/15/2005 0:00,1814,372152956,79064257,14900,SKOGEN LN NE,WC911
P050085866,BIPD,6/8/2005 0:00,1306,368654181,74196492,4937,NE TOLO RD,LOSTP4
P050090228,BIPD,6/15/2005 0:00,2320,372545183,69844310,,EAGLE HARBOR DR NE / WIMSEY AV NE,FI
P050090250,BIPD,6/16/2005 0:00,0019,373184593,74094042,,N MADISON AV NE / MANITOU BEACH DR NE,T
P050090329,BIPD,6/16/2005 0:00,0701,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,T
P050085948,BIPD,6/8/2005 0:00,1601,373698391,70849225,625,WINSLOW WY E,FRAUD4
P050086157,BIPD,6/9/2005 0:00,0041,372805543,75317290,,NE KOURA RD / STATE HY 305 NE,T
P050086315,BIPD,6/9/2005 0:00,0928,370102380,80615577,16370,STATE HY 305 NE,TRAFF4
P050090420,BIPD,6/16/2005 0:00,1049,368988472,67983887,,CRYSTAL SPRINGS DR NE / NE CRYSTAL SPRINGS HILLP,LCN4
P050090425,BIPD,6/16/2005 0:00,1054,368844197,68134629,,POINT WHITE DOCK-X/CRYSTAL SPRINGS DR,FI
P050090401,BIPD,6/16/2005 0:00,1003,374775313,74880864,10861,NE MANITOU PARK BV,FU
P050090453,BIPD,6/16/2005 0:00,1150,374039151,77131507,10329,NE SUNROSE LN,ASSIS3
P050086335,BIPD,6/9/2005 0:00,0952,370979382,69533492,5404,DIAMOND DR NE,WC911
P050086612,BIPD,6/9/2005 0:00,1748,372514081,72157700,9227,NE BLUEFIN CT,WC911
P050082585,BIPD,6/2/2005 0:00,2316,373530804,70609368,,"WATERFRONT PARK, BI",FU
P050090864,BIPD,6/17/2005 0:00,0815,373479606,71670428,901,HILDEBRAND LN NE,FU
P050087853,BIPD,6/11/2005 0:00,1731,373974353,71457262,,FERNCLIFF AV NE / TIFFANY MEADOWS DR NE,T
P050090916,BIPD,6/17/2005 0:00,0955,373493965,72070207,,HIGH SCHOOL RD NE / HILDEBRAND LN NE,PC4
P050090964,BIPD,6/17/2005 0:00,1129,372369100,71296311,,WEAVER AV NE / WYATT WY NE,T
P050090987,BIPD,6/17/2005 0:00,1219,373169414,71264069,169,WINSLOW WY E,MISC4
P050091030,BIPD,6/17/2005 0:00,1311,373169414,71264069,131,PARFITT WY,FOUND4
P050091091,BIPD,6/17/2005 0:00,1453,373756702,70744805,,HARBORVIEW DR SE / OLYMPIC DR SE,T
P050091038,BIPD,6/17/2005 0:00,1322,373210379,73487265,,NE LOFGREN RD / MORAN RD NE,INFOP4
P050088033,BIPD,6/11/2005 0:00,2338,374092871,72053458,974,HIGH SCHOOL RD NE,MISSI4
P050091177,BIPD,6/17/2005 0:00,1735,371440984,75364625,,FIELDSTONE LN NE / NE KOURA RD,T
P050091234,BIPD,6/17/2005 0:00,1840,373180102,71694730,,MADISON / WYA,T
P050091242,BIPD,6/17/2005 0:00,1851,361788883,48701231,,SIDNEY RD SW / SW SIDNEY HEIGHTS LN,T
P050091219,BIPD,6/17/2005 0:00,1823,381763017,65947512,,INFO BREMERTON SUN,MEDIA
P050091274,BIPD,6/17/2005 0:00,1925,368798734,74192545,,CAVE / WINSLOW WAY,FI
P050091302,BIPD,6/17/2005 0:00,1954,366254477,60466980,,JACKSON AV SE / SE TAMARACK DR,T
P050088081,BIPD,6/12/2005 0:00,0120,373698391,70849225,625,WINSLOW WY E,WRT4
P050091358,BIPD,6/17/2005 0:00,2114,373698391,70849225,625,WINSLOW WY E,RECKL3
P050091373,BIPD,6/17/2005 0:00,2132,352309968,54818612,,SW LAKE FLORA RD / STATE HY 3 SW,T
P050091414,BIPD,6/17/2005 0:00,2212,372502981,72072868,751,HIGH SCHOOL RD NW,LOUDP3
P050091371,BIPD,6/17/2005 0:00,2131,373698391,70849225,625,WINSLOW WY E,FI
P050091431,BIPD,6/17/2005 0:00,2228,373530804,70609368,,"WATERFRONT PARK, BI",INTOX3
P050091467,BIPD,6/17/2005 0:00,2308,372546365,72099371,761,HIGH SCHOOL RD NW,NOISE4
P050091474,BIPD,6/17/2005 0:00,2316,374922305,71218407,11351,NE WING POINT WY,SUSPI3
P050088092,BIPD,6/12/2005 0:00,0148,372982689,72129645,9330,NE HIGH SCHOOL RD,PC3
P050091546,BIPD,6/18/2005 0:00,0049,361896477,62656297,,CHARLESTON BV / STATE HY 304,T
P050091560,BIPD,6/18/2005 0:00,0100,373590403,72068878,,NE HIGH SCHOOL RD / STATE HY 305 NE,T
P050091640,BIPD,6/18/2005 0:00,0732,372839951,65640362,9340,NE SOUTH BEACH RD,ALRA
P050091641,BIPD,6/18/2005 0:00,0736,373993075,72245836,,NE BYRON DR / FERNCLIFF AV NE,T
P050091645,BIPD,6/18/2005 0:00,0806,374298706,71242779,1240,WING POINT WY NE,DOAA
P050091662,BIPD,6/18/2005 0:00,0917,372538152,72099692,771,HIGH SCHOOL RD NW,DV3
P050091760,BIPD,6/18/2005 0:00,1251,373698391,70849225,625,WINSLOW WY E,DV3
P050091836,BIPD,6/18/2005 0:00,1546,370566818,75373879,,NE KOURA RD / MILLER RD NE,TRAFF3
P050091958,BIPD,6/18/2005 0:00,1940,372850375,73469073,9343,SPORTSMAN CLUB RD NE,RECKL4
P050092149,BIPD,6/19/2005 0:00,0056,369256152,69511078,5382,CRYSTAL SPRINGS DR NE,FIREW3
P050092236,BIPD,6/19/2005 0:00,0622,370532029,71139414,7030,ISLAND CENTER RD NE,RUNAW4
P050092349,BIPD,6/19/2005 0:00,1312,370095885,68806772,4544,ISLAND AV NE,WC911
P050088262,BIPD,6/12/2005 0:00,1406,373680319,70849352,,STATE HY 305 NE / WINSLOW WY E,TRAFF3
P050088498,BIPD,6/12/2005 0:00,2215,373253508,75299130,,N MADISON AV NE / NE VALLEY RD,T
P050092692,BIPD,6/20/2005 0:00,0322,369081422,67692933,3566,CRYSTAL SPRINGS DR NE,SUSPI3
P050092876,BIPD,6/20/2005 0:00,1156,373680319,70849352,,STATE HY 305 NE / WINSLOW WY E,T
P050092908,BIPD,6/20/2005 0:00,1255,372554898,78110259,13203,NE CAMBRIDGE CREST WY,THEFT4
P050092929,BIPD,6/20/2005 0:00,1336,372573166,78381861,13409,NE CAMBRIDGE CREST WY,FU
P050092992,BIPD,6/20/2005 0:00,1533,372805543,75317290,,NE KOURA RD / STATE HY 305 NE,MVCA
P050093056,BIPD,6/20/2005 0:00,1726,373512416,70852218,465,WINSLOW WY E,WC911
P050088732,BIPD,6/13/2005 0:00,1125,370315856,78709534,14533,HENDERSON RD NE,MALIC5
P050093260,BIPD,6/20/2005 0:00,2358,373663366,75592205,11505,KALLGREN RD NE,ANIMA3
P050089195,BIPD,6/14/2005 0:00,0642,368414310,80112734,16281,STATE HY 305 NE,TRANS
P050093446,BIPD,6/21/2005 0:00,1037,373899718,78101162,10197,NE TORVANGER RD,FI
P050089291,BIPD,6/14/2005 0:00,1038,371161970,68898815,,NE BAKER HILL RD / LYNWOOD CENTER RD NE,MVC4
P050093615,BIPD,6/21/2005 0:00,1528,372762778,70793705,185,LOVELL AV SW,WC911
P050093692,BIPD,6/21/2005 0:00,1743,373530804,70609368,,BI WATERFRONT PARK,FI
P050093822,BIPD,6/21/2005 0:00,2214,373294106,72037530,253,HIGH SCHOOL RD NE,T
P050093934,BIPD,6/22/2005 0:00,0304,373493292,72094710,406,HIGH SCHOOL RD NE,FI
P050093996,BIPD,6/22/2005 0:00,0815,373530804,70609368,,"WATERFRONT PARK, BI",FI
P050094072,BIPD,6/22/2005 0:00,1032,373169414,71264069,,J C GROCERY,T
P050094089,BIPD,6/22/2005 0:00,1055,373479606,71670428,901,HILDEBRAND LN NE,PC4
P050089470,BIPD,6/14/2005 0:00,1700,372982689,72129645,9330,NE HIGH SCHOOL RD,FU
P050094283,BIPD,6/22/2005 0:00,1654,371322091,80167039,7571,NE DOLPHIN DR,FU
P050094395,BIPD,6/22/2005 0:00,2049,373367076,71259232,,HOMESTEAD LN / WYATT WY NE,TRAFF3
P050089474,BIPD,6/14/2005 0:00,1710,370102380,80615577,16370,STATE HY 305 NE,TRAFF3
P050090180,BIPD,6/15/2005 0:00,2131,372499729,71293154,,COSGROVE ST NW / WYATT WY NW,T
P050090382,BIPD,6/16/2005 0:00,0921,373611587,71266285,,STATE HY 305 NE / VINEYARD LN,T
P050094739,BIPD,6/23/2005 0:00,1328,373168191,71192145,403,MADISON AV N,SUSPI3
P050094723,BIPD,6/23/2005 0:00,1245,373905264,70637166,499,OLYMPIC DR SE,HAZMA
P050094776,BIPD,6/23/2005 0:00,1501,374061079,75326363,11272,SUNRISE DR NE,FU
P050090391,BIPD,6/16/2005 0:00,0944,373698391,70849225,625,WINSLOW WY E,MALIC4
P050094905,BIPD,6/23/2005 0:00,1837,373530804,70609368,,"WATERFRONT PARK, BI",FI
P050090402,BIPD,6/16/2005 0:00,1004,373698391,70849225,625,WINSLOW WY E,MVC5
P050095005,BIPD,6/23/2005 0:00,2130,368816775,74908655,10710,BATTLE POINT DR NE,FI
P050087290,BIPD,6/10/2005 0:00,1938,373153195,70599464,403,MADISON AV S,THEFT4
P050095272,BIPD,6/24/2005 0:00,1102,373058406,74099172,,N MADISON AV NE / STATE HY 305 NE,T
P050095344,BIPD,6/24/2005 0:00,1340,371161970,68898815,,NE BAKER HILL RD / LYNWOOD CENTER RD NE,T
P050095383,BIPD,6/24/2005 0:00,1455,373937455,72056364,,HIGH SCHOOL RD NE / STONECRESS LN NE,T
P050095392,BIPD,6/24/2005 0:00,1508,371972129,71718727,,FINCH RD NE / SPORTSMAN CLUB RD NE,T
P050095508,BIPD,6/24/2005 0:00,1855,373058406,74099172,,SPORTSMAN CLUB RD NE / STATE HY 305 NE,TRAFF3
P050095542,BIPD,6/24/2005 0:00,1945,373405799,70855388,343,WINSLOW WY E,FOUND4
P050095837,BIPD,6/25/2005 0:00,0859,370237512,75381774,,NE KOURA RD / OLYMPIC TERRACE AV NE,T
P050087459,BIPD,6/11/2005 0:00,0019,373027175,70603356,231,PARFITT WY SW,SUSPI4
P050087610,BIPD,6/11/2005 0:00,0909,372832589,73423475,9300,SPORTSMAN CLUB RD NE,T
P050095997,BIPD,6/25/2005 0:00,1608,372850375,73469073,9343,SPORTSMAN CLUB RD NE,ASSIS3
P050096169,BIPD,6/25/2005 0:00,2133,374775313,74880864,10861,NE MANITOU PARK BV,ALRA
P050096352,BIPD,6/26/2005 0:00,0845,370342525,83270435,6505,NE MAPLE ST,T
P050087725,BIPD,6/11/2005 0:00,1256,373698391,70849225,625,WINSLOW WY E,LOSTP4
P050096576,BIPD,6/26/2005 0:00,1630,373698391,70849225,625,WINSLOW WY E,TRANS
P050087751,BIPD,6/11/2005 0:00,1355,373058406,74099172,,N MADISON AV NE / STATE HY 305 NE,MVC4
P050087814,BIPD,6/11/2005 0:00,1621,372982689,72129645,9330,NE HIGH SCHOOL RD,PC3
P050091131,BIPD,6/17/2005 0:00,1558,372619615,71289852,,NICHOLSON PL NW / WYATT WY NW,T
P050091340,BIPD,6/17/2005 0:00,2033,357309847,53497734,,SW LAKE FLORA RD / SUNNYSLOPE RD SW,T
P050096882,BIPD,6/27/2005 0:00,0843,369152603,69232445,4763,NE BAKER HILL RD,RUNAW4
P050096962,BIPD,6/27/2005 0:00,1129,373479612,71697058,920,HILDEBRAND LN NE,MISC3
P050091476,BIPD,6/17/2005 0:00,2317,372664190,69675591,5484,EAGLE HARBOR DR NE,MENTA3
P050092543,BIPD,6/19/2005 0:00,2057,369365128,68288605,4166,SORREL WY NE,DV2
P050092628,BIPD,6/19/2005 0:00,2343,373680319,70849352,,OLYMPIC DR SE / WINSLOW WY E,T
P050097250,BIPD,6/27/2005 0:00,1936,372982689,72129645,9330,NE HIGH SCHOOL RD,MVC3
P050093201,BIPD,6/20/2005 0:00,2204,371121462,68658053,,LYNWOOD CENTER RD NE / PLEASANT BEACH DR NE,PC4
P050097382,BIPD,6/27/2005 0:00,2334,373698391,70849225,625,WINSLOW WY E,T
P050093361,BIPD,6/21/2005 0:00,0812,373493965,72070207,,HIGH SCHOOL RD NE / HILDEBRAND LN NE,FOUND4
P050097481,BIPD,6/28/2005 0:00,0658,373698391,70849225,,MADRONE / WINSLOW WAY,FI
P050097500,BIPD,6/28/2005 0:00,0750,370613513,79372249,,NE SEABOLD RD / STATE HY 305 NE,MVCB
P050093506,BIPD,6/21/2005 0:00,1217,374192486,77388930,10441,NE BRACKENWOOD LN,FRAUD4
P050097529,BIPD,6/28/2005 0:00,0911,373276036,71868496,,CAMELIA LP NE / IHLAND WY NE,FOUND5
P050097552,BIPD,6/28/2005 0:00,1012,372731463,73257346,9125,SPORTSMAN CLUB RD NE,FOUND4
P050097604,BIPD,6/28/2005 0:00,1152,371121462,68658053,,LYNWOOD CENTER RD NE / POINT WHITE DR NE,T
P050094185,BIPD,6/22/2005 0:00,1340,374278369,68183770,,ROCKAWAY BLUFF RD NE / NE WACKY NUT WY,RECOV3
P050094421,BIPD,6/22/2005 0:00,2141,373958907,70848849,,FERNCLIFF AV NE / WINSLOW WY E,FI
P050097747,BIPD,6/28/2005 0:00,1602,373025244,70603404,233,PARFITT WY SW,WATERR
P050094411,BIPD,6/22/2005 0:00,2114,373034289,79447058,9276,NE MEIGS RD,FI
P050097957,BIPD,6/28/2005 0:00,2144,373680319,70849352,,STATE HY 305 NE / WINSLOW WY E,T
P050098003,BIPD,6/28/2005 0:00,2324,374297441,71039527,1239,HAWLEY WY NE,SUSPI3
P050098212,BIPD,6/29/2005 0:00,1119,373795854,72059997,,HIGH SCHOOL RD NE / POLLYS LN NE,PC3
P050098218,BIPD,6/29/2005 0:00,1126,372865584,71123271,350,GROW AV NW,FOUND4
P050094562,BIPD,6/23/2005 0:00,0355,372982689,72129645,9330,NE HIGH SCHOOL RD,SUSPI3
P050098405,BIPD,6/29/2005 0:00,1730,381763017,65947512,,INFO BREMERTON SUN,MEDIA
P050094861,BIPD,6/23/2005 0:00,1722,357046700,57852953,5995,SW NORTHVIEW DR,WRT2
P050098740,BIPD,6/30/2005 0:00,0727,373987741,72059515,,FERNCLIFF AV NE / NE HIGH SCHOOL RD,T
P050098781,BIPD,6/30/2005 0:00,0939,371367833,80998172,16780,AGATE POINT RD NE,BURGL4
P050094945,BIPD,6/23/2005 0:00,1944,369582341,80817307,15915,STATE HY 305 NE,FI
P050095234,BIPD,6/24/2005 0:00,0944,371168066,69332496,5200,LYNWOOD CENTER RD NE,T
P050099337,BIPD,7/1/2005 0:00,0039,370632090,82527218,18480,SUQUAMISH WY NE,INTOX3
P050099667,BIPD,7/1/2005 0:00,1525,373159661,70865764,100,WINSLOW WY E,PC3
P050090673,BIPD,6/16/2005 0:00,1944,372238217,70997996,290,EAKIN DR NW,FI
P050090769,BIPD,6/16/2005 0:00,2355,373184593,74094042,,N MADISON AV NE / MANITOU BEACH DR NE,ABAND3
P050090836,BIPD,6/17/2005 0:00,0616,373885148,75082414,10235,NE ALBERTSON RD,ANIMA4
P050099975,BIPD,7/1/2005 0:00,2218,373373386,67847956,,BLAKELY AV NE / THREE T RD NE,PC3
P050099967,BIPD,7/1/2005 0:00,2210,372701563,72904150,,NE NEW BROOKLYN RD / NORTH TOWN DR NE,T
P050100041,BIPD,7/1/2005 0:00,2330,373590403,72068878,,NE HIGH SCHOOL RD / STATE HY 305 NE,T
P050095932,BIPD,6/25/2005 0:00,1320,371966775,71465219,7300,FINCH RD NE,T
P050100420,BIPD,7/2/2005 0:00,1645,373457922,70853191,397,WINSLOW WY E,UNWAN3
