call_id,agency,actdate,acttime,streetnbr,street,geox,geoy,naturecode
P110001846,BIPD,1/4/2011 0:00,1148,6413,HALEY LOOP NE,121773850,23178600,ALRA
P110001595,BIPD,1/3/2011 0:00,2121,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,TRAFF3
P110001538,BIPD,1/3/2011 0:00,1848,,NE EAGLE HARBOR DR / ROSE AVE NE,122419804,22855713,MVCG
P110001527,BIPD,1/3/2011 0:00,1831,305,MADISON AVE N,122413500,23319400,CIVIL4
P110001513,BIPD,1/3/2011 0:00,1801,907,CARVER ST,118435000,20790500,MEDIA
P110001385,BIPD,1/3/2011 0:00,1354,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395136,24298387,T
P110001948,BIPD,1/4/2011 0:00,1442,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395136,24298387,RECKL3
P110001640,BIPD,1/3/2011 0:00,2350,,STATE HWY 305 NE / NE TOTTEN RD,120519593,26293053,T
P110001625,BIPD,1/3/2011 0:00,2310,,MADISON AVE N / STATE HWY 305 NE,122472543,23963078,T
P110001279,BIPD,1/3/2011 0:00,1101,5486,TAYLOR AVE NE,122702150,22818650,KEEP4
P110001423,BIPD,1/3/2011 0:00,1524,15920,EUCLID AVE NE,122384850,26178350,HARAS4
P110003659,BIPD,1/7/2011 0:00,2219,253,HIGH SCHOOL RD NE,122470100,23646300,T
P110003603,BIPD,1/7/2011 0:00,1935,842,LOVELL AVE NW,122302200,23499510,FU
P110002080,BIPD,1/4/2011 0:00,1952,1125,WING POINT WAY NE,122784202,23373250,PROWL4
P110001814,BIPD,1/4/2011 0:00,1054,12781,NORTH MADISON AVE NE,122441400,25215900,MISSI3
P110001786,BIPD,1/4/2011 0:00,1014,,NE BATTLE POINT DR / MILLER RD NE,121350327,24126968,T
P110001735,BIPD,1/4/2011 0:00,0816,9330,NE HIGH SCHOOL RD,122363800,23666100,PC3
P110000878,BIPD,1/2/2011 0:00,1412,,NE HIDDEN COVE RD / PHELPS RD NE,122357064,25761218,ANIMA3
P110001924,BIPD,1/4/2011 0:00,1354,700,WINSLOW WAY E,122622565,23244722,FOUND4
P110001894,BIPD,1/4/2011 0:00,1312,350,HIGH SCHOOL RD NE,122521100,23645300,NARCO4
P110001331,BIPD,1/3/2011 0:00,1226,911,HILDEBRAND LN NE,122517900,23536900,WC3
P110001257,BIPD,1/3/2011 0:00,1018,,HILDEBRAND LN NE / TORMEY LN NE,122534254,23589670,PC4
P110003453,BIPD,1/7/2011 0:00,1328,1100,WING POINT WAY NE,122775267,23373491,PC3
P110003395,BIPD,1/7/2011 0:00,1157,1220,HILDEBRAND LN NE,122550200,23631100,ASSIS4
P110003363,BIPD,1/7/2011 0:00,1053,625,WINSLOW WAY E,122607400,23236100,WRT4
P110002287,BIPD,1/5/2011 0:00,0952,15390,BROOM ST NE,122237262,26083526,ALRP
P110002157,BIPD,1/5/2011 0:00,0003,1220,HILDEBRAND LN NE,122550200,23631100,DUI3
P110003752,BIPD,1/8/2011 0:00,0136,835,MADISON AVE N,122415100,23498500,ALS
P110003811,BIPD,1/8/2011 0:00,0453,8478,HANSEN RD NE,121056200,23841600,PROWL3
P110001715,BIPD,1/4/2011 0:00,0657,7869,NE DAY RD W,121857150,25192000,ALRA
P110003816,BIPD,1/8/2011 0:00,0539,,MADISON AVE N / STATE HWY 305 NE,122472543,23963078,T
P110000040,BIPD,1/1/2011 0:00,0031,200,HIGH SCHOOL,122489569,23669401,FI
P110003928,BIPD,1/8/2011 0:00,1214,,ERICKSEN AVE NE / KNECHTEL WAY NE,122530633,23445968,RECKL3
P110004667,BIPD,1/9/2011 0:00,2235,,STATE HWY 305 NE / NE WEST PORT MADISON RD,121590699,26041540,T
P110004668,BIPD,1/9/2011 0:00,2237,,NE ADAS WILL LN / STATE HWY 305 NE,121518898,26215422,T
P110002908,BIPD,1/6/2011 0:00,1324,842,LOVELL AVE NW,122302200,23499510,THEFT4
P110002667,BIPD,1/5/2011 0:00,2349,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,T
P110002589,BIPD,1/5/2011 0:00,2036,625,WINSLOW WAY E,122607400,23236100,WRT3
P110002504,BIPD,1/5/2011 0:00,1729,,MADISON AVE N / STATE HWY 305 NE,122472543,23963078,DUI3
P110001256,BIPD,1/3/2011 0:00,1012,15920,EUCLID AVE NE,122384850,26178350,CIVIL4
P110001180,BIPD,1/3/2011 0:00,0642,,NE DAY RD W / MILLER RD NE,121978357,25249210,T
P110005380,BIPD,1/11/2011 0:00,0802,,COMMODORE LN NW / NE HIGH SCHOOL RD,122275860,23653645,FOUND4
