call_id,agency,actdate,acttime,streetnbr,street,geox,geoy,naturecode
P210002600,BIPD,1/7/2021 0:00,1120,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,RECKL3
P210002570,BIPD,1/7/2021 0:00,1018,798,JOHN NELSON LN NE,122589194,23462279,PC4
P210002327,BIPD,1/6/2021 0:00,1811,25700-BL,MILLER BAY RD NE,122058711,29461639,T
P210002083,BIPD,1/6/2021 0:00,1016,10255,NE VALLEY RD,122674600,24698700,MVC4
P210002031,BIPD,1/6/2021 0:00,0749,,BJUNE DR SE / BRIEN DR SE,122482895,23202928,SUSPI3
P210001790,BIPD,1/5/2021 0:00,1538,7305,NE HIDDEN COVE RD,121796062,25528639,CELL
P210001301,BIPD,1/4/2021 0:00,1241,211,HIGH SCHOOL RD NE,122446189,23646918,PC4
P210001295,BIPD,1/4/2021 0:00,1220,,MADISON AVE N / WYATT WAY NE,122430882,23382078,T
P210000532,BIPD,1/2/2021 0:00,1135,8731,NE MCREDMOND LN,122154144,24300099,UNWAN3
P210000480,BIPD,1/2/2021 0:00,0904,,"XY(122617721,24847628)",122617721,24847628,CELL
P210000411,BIPD,1/2/2021 0:00,0110,224,GROW AVE NW,122331473,23297163,SUSPI4
P210000382,BIPD,1/1/2021 0:00,2259,253,NE HIGH SCHOOL RD,122470095,23627397,PC4
P210000188,BIPD,1/1/2021 0:00,1209,1315,WINTERGREEN LN NE,122603642,23680795,WC911
P210000101,BIPD,1/1/2021 0:00,0755,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,T
P210000084,BIPD,1/1/2021 0:00,0600,15798,STATE HWY 305 NE,121419100,26448500,PC3
P210000062,BIPD,1/1/2021 0:00,0318,130,KNECHTEL WAY NE,122438795,23454697,BURGL1
P210000035,BIPD,1/1/2021 0:00,0125,360,KNECHTEL WAY NE,122505395,23463297,LOUDP4
P210000031,BIPD,1/1/2021 0:00,0117,,VINEYARD LN / WINSLOW WAY E,122604664,23256788,CELL
P210002278,BIPD,1/6/2021 0:00,1617,10660,NE MANOR LN,122826446,25603901,DV4
P210002081,BIPD,1/6/2021 0:00,1013,,ARROW POINT DR NE / MILLER RD NE,121550887,24644466,T
P210001846,BIPD,1/5/2021 0:00,1750,5340,NE FLETCHER LNDG,121038087,23918282,ALRA
P210001383,BIPD,1/4/2021 0:00,1623,13675,STATE HWY 305 NE,121817695,25549145,PC4
P210001378,BIPD,1/4/2021 0:00,1611,984,SW SPRUCE RD,118751501,15644463,CELL
P210002719,BIPD,1/7/2021 0:00,1459,200,HIGH SCHOOL RD NE,122477200,23673300,SUICI3
P210000826,BIPD,1/2/2021 0:00,2327,101,WINSLOW WAY E,122431495,23241646,WC3
P210000692,BIPD,1/2/2021 0:00,1702,,NE AVALON LN / BLAKELY AVE NE,122002573,22667486,TRAFF3
P210000667,BIPD,1/2/2021 0:00,1607,6682,NE BAYVIEW BLVD,121506443,25036900,WIRESU
P210000648,BIPD,1/2/2021 0:00,1527,141,PARFITT WAY SW,122411045,23143096,ADRIFT
P210000577,BIPD,1/2/2021 0:00,1314,8731,NE MCREDMOND LN,122154144,24300099,FU
