call_id,agency,actdate,acttime,streetnbr,street,geox,geoy,naturecode
P120001054,BIPD,1/2/2012 0:00,2357,,BLAKELY AVE NE / NE ODD FELLOWS RD,122237383,22290522,T
P120001052,BIPD,1/2/2012 0:00,2325,,FINCH RD NE / SPORTSMAN CLUB RD NE,122059296,23665375,CELL
P120000989,BIPD,1/2/2012 0:00,2030,,HENDERSON RD NE / MANZANITA RD NE,121491223,25653561,WIRESU
P120000977,BIPD,1/2/2012 0:00,2003,271,MADISON AVE S,122426553,23203333,OPEN4
P120002506,BIPD,1/5/2012 0:00,1345,,NE BAKER HILL RD / BLAKELY AVE NE,122016317,22599490,MVC4
P120002558,BIPD,1/5/2012 0:00,1501,625,WINSLOW WAY E,122607400,23236100,MISC4
P120000627,BIPD,1/2/2012 0:00,0843,,FIR ACRES DR NW / GROW AVE NW,122334019,23475175,T
P120000578,BIPD,1/2/2012 0:00,0233,,NE COUNTRY CLUB RD / FORT WARD HILL RD NE,122444940,22146864,T
P120000562,BIPD,1/2/2012 0:00,0048,,FINCH RD NE / SPORTSMAN CLUB RD NE,122065485,23658671,CELL
P120000506,BIPD,1/1/2012 0:00,2214,,NE DAY RD E / NE YETI LN,122025071,25272959,CELL
P120000486,BIPD,1/1/2012 0:00,2101,,,120874335,24518746,CELL
P120000473,BIPD,1/1/2012 0:00,2027,,"XY(121282990,24791158)",121282990,24791158,CELL
P120000459,BIPD,1/1/2012 0:00,1956,,HIGH SCHOOL RD NE / HILDEBRAND LN NE,122535496,23644973,T
P120000312,BIPD,1/1/2012 0:00,1338,,AGATEWOOD RD NE / NE DOLPHIN DR,121570277,26306220,T
P120000299,BIPD,1/1/2012 0:00,1309,781,HIGH SCHOOL RD NW,122223040,23655592,NARCO3
P120001446,BIPD,1/3/2012 0:00,1558,8903,NE KOURA RD,122231850,24668300,ASSIS4
P120001306,BIPD,1/3/2012 0:00,1217,,"XY(122307290,23080514)",122307290,23080514,CELL
P120001304,BIPD,1/3/2012 0:00,1215,330,MADISON AVE S,122434250,23159800,SUSPI3
P120001302,BIPD,1/3/2012 0:00,1210,,HIGH SCHOOL RD NE / HILDEBRAND LN NE,122535496,23644973,T
P120001202,BIPD,1/3/2012 0:00,0927,,LOVELL AVE SW / WINSLOW WAY W,122298739,23254567,INFOP4
P120001050,BIPD,1/2/2012 0:00,2307,3949,CRYSTAL SPRINGS DR NE,121040400,22361700,T
P120001028,BIPD,1/2/2012 0:00,2157,7777,FLETCHER BAY RD NE,121505600,23577700,FU
P120001012,BIPD,1/2/2012 0:00,2124,,KINNEAR RD NE / NE NORTH ST,121842023,26633188,WIRESU
P120001011,BIPD,1/2/2012 0:00,2119,8973,FERNCLIFF AVE NE,122680000,23964300,PC3
P120000995,BIPD,1/2/2012 0:00,2048,5690,NE WILD CHERRY LN,121215992,23808716,TRAFF3
P120000542,BIPD,1/1/2012 0:00,2346,,HARBORVIEW DR SE / OLYMPIC DR SE,122618573,23213755,T
P120003102,BIPD,1/6/2012 0:00,1310,781,HIGH SCHOOL RD NW,122223040,23655592,ASSAU4
P120001762,BIPD,1/4/2012 0:00,0837,6639,NE BAYVIEW BLVD,121473850,25023800,RUNAW4
P120001880,BIPD,1/4/2012 0:00,1226,9330,NE HIGH SCHOOL RD,122363800,23666100,MISC3
P120001486,BIPD,1/3/2012 0:00,1655,403,MADISON AVE N,122430200,23357500,PC3
P120001487,BIPD,1/3/2012 0:00,1656,282,KNECHTEL WAY NE,122487800,23447100,SUSPI4
P120001470,BIPD,1/3/2012 0:00,1624,,FINCH RD NE / SPORTSMAN CLUB RD NE,122038267,23529659,MVC4
P120000249,BIPD,1/1/2012 0:00,1013,625,WINSLOW WAY E,122607400,23236100,MISC3
P120001898,BIPD,1/4/2012 0:00,1251,245,HIGH SCHOOL RD NW,122243500,23654700,FU
P120001565,BIPD,1/3/2012 0:00,1957,9971,NE YAQUINA AVE,122565550,23989350,MVCG
P120001530,BIPD,1/3/2012 0:00,1828,907,CARVER ST,118435000,20790500,MEDIA
P120001457,BIPD,1/3/2012 0:00,1615,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,DUI3
P120002622,BIPD,1/5/2012 0:00,1631,,MADISON AVE N / STATE HWY 305 NE,122472543,23963078,DUI3
P120002430,BIPD,1/5/2012 0:00,1139,9330,NE HIGH SCHOOL RD,122363800,23666100,T
P120001843,BIPD,1/4/2012 0:00,1124,225,HIGH SCHOOL RD NW,122240895,23654772,WC3
P120002629,BIPD,1/5/2012 0:00,1637,,NE HIGH SCHOOL RD / MADISON AVE N,122439864,23649989,T
P120001544,BIPD,1/3/2012 0:00,1907,403,MADISON AVE N,122430200,23357500,FU
P120001308,BIPD,1/3/2012 0:00,1218,330,MADISON AVE S,122434250,23159800,WC911
P120001189,BIPD,1/3/2012 0:00,0905,380,WINSLOW WAY E,122507500,23253200,WC911
P120000976,BIPD,1/2/2012 0:00,2000,301,HIGH SCHOOL RD NE,122491536,23645882,WRT3
P120000997,BIPD,1/2/2012 0:00,2049,,COMMODORE LN NW / WHITED PL NW,122278885,23754915,TRAFF3
P120000622,BIPD,1/2/2012 0:00,0825,5400,NE TOLO RD,121047100,24359650,FI
P120000193,BIPD,1/1/2012 0:00,0439,,NE EAGLE HARBOR DR / NEW SWEDEN AVE NE,122551758,22852957,DV4
P120000551,BIPD,1/2/2012 0:00,0009,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741136,25661125,T
P120002686,BIPD,1/5/2012 0:00,1852,625,WINSLOW WAY E,122607400,23236100,ASSIS4
P120000435,BIPD,1/1/2012 0:00,1857,,NE BERGANIO RD / FLETCHER BAY RD NE,121410482,23829137,T
P120000340,BIPD,1/1/2012 0:00,1450,,NORTH MADISON AVE NE / NE VALLEY RD,122457917,24703521,T
P120000331,BIPD,1/1/2012 0:00,1429,114,JACOLET LN NW,122424648,23409284,FU
P120001585,BIPD,1/3/2012 0:00,2116,3973,PLEASANT BEACH DR NE,121781450,22321000,GASLO
P120003715,BIPD,1/7/2012 0:00,1413,10111,NE KITSAP ST,122468300,21911250,FU
P120001886,BIPD,1/4/2012 0:00,1231,14290,NORTH MADISON AVE NE,122455713,25706994,ALSP
P120001793,BIPD,1/4/2012 0:00,0942,,BJUNE DR SE / WINSLOW WAY E,122533107,23245903,THREA4
P120001768,BIPD,1/4/2012 0:00,0845,901,HILDEBRAND LN NE,122517400,23521500,MVC3
P120001694,BIPD,1/4/2012 0:00,0233,,NE DAY RD W / MILLER RD NE,121978357,25249210,T
P120001547,BIPD,1/3/2012 0:00,1914,9723,COPPERTOP LOOP NE,122371460,24101160,FU
P120001379,BIPD,1/3/2012 0:00,1425,330,MADISON AVE S,122434250,23159800,UNWAN3
P120002100,BIPD,1/4/2012 0:00,1830,,NE DAY RD E / PHELPS RD NE,122035020,25246770,SUSPI3
P120003784,BIPD,1/7/2012 0:00,1702,,BATTLE POINT DR NE / MILLER RD NE,121350327,24126968,DUI3
P120002069,BIPD,1/4/2012 0:00,1727,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,MVCG
P120002216,BIPD,1/4/2012 0:00,2249,253,HIGH SCHOOL RD NE,122470100,23646300,T
P120002525,BIPD,1/5/2012 0:00,1413,,"XY(122485332,23257939)",122485332,23257939,UNKNO3
P120003121,BIPD,1/6/2012 0:00,1332,8832,FERNCLIFF AVE NE,122763100,23922350,ALRA
P120002713,BIPD,1/5/2012 0:00,1941,907,CARVER ST,118435000,20790500,MEDIA
P120002190,BIPD,1/4/2012 0:00,2200,,STATE HWY 305 NE / SUQUAMISH WAY NE,121272953,26526622,RECKL3
P120002134,BIPD,1/4/2012 0:00,1953,907,CARVER ST,118435000,20790500,MEDIA
P120001919,BIPD,1/4/2012 0:00,1322,14290,NORTH MADISON AVE NE,122455713,25706994,FU
P120001570,BIPD,1/3/2012 0:00,2022,403,MADISON AVE N,122430200,23357500,FU
P120001451,BIPD,1/3/2012 0:00,1606,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571082,23644469,T
P120003252,BIPD,1/6/2012 0:00,1649,10770,NORTH MADISON AVE NE,122478100,24546950,SUICIG
P120001095,BIPD,1/3/2012 0:00,0246,10320,NE ROBERTS RD,122688850,24839300,PROWL3
P120003370,BIPD,1/6/2012 0:00,2053,,HALL BROTHERS LOOP NW / WINSLOW WAY W,122372507,23252087,T
P120001018,BIPD,1/2/2012 0:00,2136,8263,NE CARMELLA LN,121977900,23520850,WRT4
P120001001,BIPD,1/2/2012 0:00,2055,,NE BOLERO DR / FORT WARD HILL RD NE,122411368,22050598,TRAFF3
P120003799,BIPD,1/7/2012 0:00,1738,253,WINSLOW WAY W,122369700,23242800,ALRA
P120001339,BIPD,1/3/2012 0:00,1321,132,MADRONA WAY NE,122434932,23356762,PC3
P120005577,BIPD,1/10/2012 0:00,1945,907,CARVER ST,118435000,20790500,MEDIA
P120003143,BIPD,1/6/2012 0:00,1402,5796,NE TOLO RD,121184917,24338251,SUSPI4
P120000671,BIPD,1/2/2012 0:00,1035,15576,WASHINGTON AVE NE,122424400,26166250,MALIC4
P120003964,BIPD,1/7/2012 0:00,2328,,NE BAY HILL RD / MILLER RD NE,121657490,24861833,T
P120003976,BIPD,1/7/2012 0:00,2345,,NE HIDDEN COVE RD / RUNNING SPRINGS LN NE,121910674,25635983,FI
P120003187,BIPD,1/6/2012 0:00,1501,,HENSHAW WAY NE / MADISON AVE N,122428700,23292510,WC3
P120000878,BIPD,1/2/2012 0:00,1639,15843,AGATE PASS BRG,121391000,26467600,TRAFF3
P120004477,BIPD,1/8/2012 0:00,2305,,"XY(123036988,22996013)",123036988,22996013,CELL
P120003314,BIPD,1/6/2012 0:00,1843,907,CARVER ST,118435000,20790500,MEDIA
P120003402,BIPD,1/6/2012 0:00,2201,180,HARBOR SQUARE LOOP NE,122649332,23272671,REPOS
P120002647,BIPD,1/5/2012 0:00,1715,,"XY(122071795,25257694)",122071795,25257694,CELL
P120005381,BIPD,1/10/2012 0:00,1333,403,MADISON AVE N,122430200,23357500,ALRA
P120002997,BIPD,1/6/2012 0:00,1025,9343,SPORTSMAN CLUB RD NE,122337100,24132500,MISC4
P120004795,BIPD,1/9/2012 0:00,1312,7305,NE HIDDEN COVE RD,121696700,25648700,WRT3
P120001971,BIPD,1/4/2012 0:00,1447,,"XY(122186429,23599811)",122186429,23599811,CELL
P120001990,BIPD,1/4/2012 0:00,1521,625,WINSLOW WAY E,122607400,23236100,PARKI4
P120003647,BIPD,1/7/2012 0:00,1120,316,WINSLOW WAY E,122497400,23247300,FU
P120001336,BIPD,1/3/2012 0:00,1317,,GROW AVE NW / MADISON AVE N,122426361,23658381,CELL
P120003879,BIPD,1/7/2012 0:00,2038,,FINCH RD NE / NE HIGH SCHOOL RD,122040602,23661844,T
P120003887,BIPD,1/7/2012 0:00,2056,,FERNCLIFF AVE NE / NE RUDDY DUCK LN,122701189,23691876,PC3
P120003093,BIPD,1/6/2012 0:00,1246,11085,STATE HWY 305 NE,122334900,24620000,TRESP3
P120003070,BIPD,1/6/2012 0:00,1200,287,WINSLOW WAY W,122359058,23252555,MVC3
P120004167,BIPD,1/8/2012 0:00,1045,625,WINSLOW WAY E,122607400,23236100,FU
P120002731,BIPD,1/5/2012 0:00,2012,14615,MISTY VALE PL NE,122635250,25939450,SUSPI4
P120002080,BIPD,1/4/2012 0:00,1743,820,FAWN PL,122677229,23573486,SUSPI4
P120004274,BIPD,1/8/2012 0:00,1454,,"XY(122552272,23583747)",122552272,23583747,CELL
P120004373,BIPD,1/8/2012 0:00,1833,8200,FLETCHER BAY RD NE,121479411,23726245,ASSIS4
P120004909,BIPD,1/9/2012 0:00,1604,781,HIGH SCHOOL RD NW,122223040,23655592,KEEP4
P120000778,BIPD,1/2/2012 0:00,1406,,FERNCLIFF AVE NE / HIGH SCHOOL RD NE,122700327,23641703,SUSPI3
P120004109,BIPD,1/8/2012 0:00,0500,7627,FLETCHER BAY RD NE,121430600,23503000,ASSIS3
P120000507,BIPD,1/1/2012 0:00,2214,9519,NE LOVGREEN RD E,122404300,24958850,DV2
P120000456,BIPD,1/1/2012 0:00,1955,235,SHANNON DR SE,122465236,23184075,FU
P120000371,BIPD,1/1/2012 0:00,1552,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,DUI3
P120000334,BIPD,1/1/2012 0:00,1438,159,WYATT WAY NE,122451800,23373750,FU
P120003687,BIPD,1/7/2012 0:00,1300,316,WINSLOW WAY E,122497400,23247300,FU
P120003746,BIPD,1/7/2012 0:00,1520,,STATE HWY 305 NE / NE WEST PORT MADISON RD,121590699,26041540,T
P120001949,BIPD,1/4/2012 0:00,1418,403,MADISON AVE N,122430200,23357500,LOSTP4
P120003783,BIPD,1/7/2012 0:00,1702,6584,NE NEW BROOKLYN RD,121437657,23935801,SUSPI3
P120003981,BIPD,1/7/2012 0:00,2353,15900,STATE HWY 305 NE,121341200,26500900,FI
P120002167,BIPD,1/4/2012 0:00,2106,,WEAVER RD NW / WYATT WAY NW,122167956,23391345,T
P120004960,BIPD,1/9/2012 0:00,1804,907,CARVER ST,118435000,20790500,MEDIA
P120005123,BIPD,1/10/2012 0:00,0207,12985,PHELPS RD NE,122013600,25315000,T
P120005180,BIPD,1/10/2012 0:00,0826,,GILMORE WAY NE / WINSLOW WAY E,122615981,23254352,CELL
P120002318,BIPD,1/5/2012 0:00,0826,9330,NE HIGH SCHOOL RD,122363800,23666100,T
P120002321,BIPD,1/5/2012 0:00,0829,10784,NE VALLEY RD,122834950,24700600,MVC4
P120004936,BIPD,1/9/2012 0:00,1714,4738,LYNWOOD CENTER RD NE,121775200,22508600,ALRA
P120005239,BIPD,1/10/2012 0:00,1001,350,HIGH SCHOOL RD NE,122521100,23645300,FOUND4
P120005581,BIPD,1/10/2012 0:00,1947,499,OLYMPIC DR SE,122674000,23182900,PC3
P120007144,BIPD,1/13/2012 0:00,1446,343,WINSLOW WAY W,122353350,23247500,SHOPL4
P120002831,BIPD,1/6/2012 0:00,0013,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,FI
P120002955,BIPD,1/6/2012 0:00,0906,625,WINSLOW WAY E,122607400,23236100,FOUND4
P120000261,BIPD,1/1/2012 0:00,1048,,,120874335,24518746,CELL
P120004526,BIPD,1/9/2012 0:00,0215,234,WOOD AVE SW,122365500,23199500,SUSPI3
P120002531,BIPD,1/5/2012 0:00,1424,4550,BLAKELY CT E,121987450,22511350,FU
P120002124,BIPD,1/4/2012 0:00,1927,,NE HIGH SCHOOL RD / KIMIKO LN,122446602,23663775,CELL
P120004645,BIPD,1/9/2012 0:00,0954,7873,NE DAY RD W,121902639,25251576,WC911
P120002081,BIPD,1/4/2012 0:00,1747,635,HIGH SCHOOL RD NE,122615700,23616500,WIRESU
P120003115,BIPD,1/6/2012 0:00,1321,,HIGH SCHOOL RD NE / POLLYS LN NE,122632397,23643334,PC3
P120000782,BIPD,1/2/2012 0:00,1415,625,WINSLOW WAY E,122607400,23236100,FU
P120004095,BIPD,1/8/2012 0:00,0345,9330,NE HIGH SCHOOL RD,122363800,23666100,FI
P120004155,BIPD,1/8/2012 0:00,0955,9561,GREEN SPOT PL NE,122620395,24128185,FUA
P120000598,BIPD,1/2/2012 0:00,0625,301,HIGH SCHOOL RD NE,122491536,23645882,MALIC4
P120004362,BIPD,1/8/2012 0:00,1803,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,DUI3
P120005374,BIPD,1/10/2012 0:00,1316,5359,RUBY PL NE,121702600,22867500,WC911
P120000890,BIPD,1/2/2012 0:00,1710,370,BRIEN DR SE,122509300,23185900,MISSI3
P120000763,BIPD,1/2/2012 0:00,1331,835,MADISON AVE N,122415100,23498500,FU
P120000739,BIPD,1/2/2012 0:00,1254,12412,MILLER RD NE,121833816,25128572,UNWAN3
P120000614,BIPD,1/2/2012 0:00,0812,14400,NORTH MADISON AVE NE,122452311,25736210,FI
P120000587,BIPD,1/2/2012 0:00,0322,781,HIGH SCHOOL RD NW,122223040,23655592,FU
P120002038,BIPD,1/4/2012 0:00,1629,7588,NE MEADOWMEER LN,121730650,24664500,HARAS4
P120002040,BIPD,1/4/2012 0:00,1632,,FERNCLIFF AVE NE / NE LOFGREN RD,122631170,24104765,TRAFF3
P120005486,BIPD,1/10/2012 0:00,1603,403,MADISON AVE N,122430200,23357500,MVC4
P120002696,BIPD,1/5/2012 0:00,1917,,"XY(121185009,24456970)",121185009,24456970,CELL
P120002924,BIPD,1/6/2012 0:00,0742,295,WINSLOW WAY E,122493059,23247476,FOUND5
P120003060,BIPD,1/6/2012 0:00,1145,225,NE HIGH SCHOOL RD,122373600,23636900,THREA3
P120003262,BIPD,1/6/2012 0:00,1705,8120,HIGH SCHOOL LOOP NE,121951750,23683750,PROWL4
P120003357,BIPD,1/6/2012 0:00,2020,,"XY(122481666,23259478)",122481666,23259478,CELL
P120004966,BIPD,1/9/2012 0:00,1807,,"XY(122671987,23298007)",122671987,23298007,CELL
P120005008,BIPD,1/9/2012 0:00,1945,7754,NE BERGMAN RD,121856600,25096250,WC911
P120003365,BIPD,1/6/2012 0:00,2041,253,HIGH SCHOOL RD NE,122470100,23646300,FU
P120002922,BIPD,1/6/2012 0:00,0729,,BATTLE POINT DR NE / MILLER RD NE,121350327,24126968,T
P120003764,BIPD,1/7/2012 0:00,1617,311,FIR ACRES DR NW,122367040,23454397,SUICI3
P120003901,BIPD,1/7/2012 0:00,2125,,NE EAGLE HARBOR DR / WYATT WAY NW,121975030,23400247,T
P120004016,BIPD,1/8/2012 0:00,0045,,"XY(122506368,23106793)",122506368,23106793,CELL
P120004286,BIPD,1/8/2012 0:00,1517,,SUNRISE DR NE / NE WILD SWAN LN,122677848,25821569,CELL
P120004479,BIPD,1/8/2012 0:00,2310,,JOHN ST NE / SUNRISE DR NE,122764314,25617190,CELL
P120004138,BIPD,1/8/2012 0:00,0840,,"XY(122549819,23181732)",122549819,23181732,CELL
P120004219,BIPD,1/8/2012 0:00,1233,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395136,24298387,T
P120002958,BIPD,1/6/2012 0:00,0912,,IHLAND WAY NE / MADISON AVE N,122435017,23579543,T
P120002981,BIPD,1/6/2012 0:00,0953,301,HIGH SCHOOL RD NE,122491536,23645882,T
P120004266,BIPD,1/8/2012 0:00,1442,,NE DAY RD W / MILLER RD NE,121978357,25249210,T
P120004419,BIPD,1/8/2012 0:00,2036,1643,JEANETTE PL NW,122261800,23762050,PROWL3
P120003630,BIPD,1/7/2012 0:00,1046,9330,NE HIGH SCHOOL RD,122363800,23666100,T
P120003640,BIPD,1/7/2012 0:00,1106,,"XY(122552272,23583747)",122552272,23583747,CELL
P120000922,BIPD,1/2/2012 0:00,1810,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,122322118,24094785,T
P120000899,BIPD,1/2/2012 0:00,1726,5515,NE TOLO RD,121110200,24306750,UNKNO3
P120000767,BIPD,1/2/2012 0:00,1344,7936,NE BECK RD,121823850,22347250,MISC3
P120000755,BIPD,1/2/2012 0:00,1320,8542,BATTLE POINT DR NE,121226850,24190950,ALRA
P120004548,BIPD,1/9/2012 0:00,0341,13365,STONEBRIDGE LN NE,122654073,25430341,ALRA
P120004550,BIPD,1/9/2012 0:00,0415,,HIGH SCHOOL RD NE / HILDEBRAND LN NE,122535496,23644973,PC3
P120006180,BIPD,1/11/2012 0:00,2051,907,CARVER ST,118435000,20790500,MEDIA
P120006682,BIPD,1/12/2012 0:00,1810,,PLEASANT BEACH DR NE / POINT WHITE DR NE,121758992,22525846,SUSPI3
P120006996,BIPD,1/13/2012 0:00,0942,,HIGH SCHOOL RD NE / HILDEBRAND LN NE,122535496,23644973,PC3
P120007035,BIPD,1/13/2012 0:00,1101,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395136,24298387,T
P120003325,BIPD,1/6/2012 0:00,1900,5863,NE TOLO RD,121205426,24337879,WC911
P120003404,BIPD,1/6/2012 0:00,2204,,FINCH RD NE / NE HIGH SCHOOL RD,122040602,23661844,T
P120003562,BIPD,1/7/2012 0:00,0436,,MADISON AVE N / WINSLOW WAY E,122427660,23249390,FI
P120003959,BIPD,1/7/2012 0:00,2313,12305,MILLER RD NE,121760450,25074500,T
P120006469,BIPD,1/12/2012 0:00,1125,,"XY(122485332,23257939)",122485332,23257939,CELL
P120000947,BIPD,1/2/2012 0:00,1911,,AGATE POINT RD NE / NE NORTH ST,121842023,26633188,WIRESU
P120004427,BIPD,1/8/2012 0:00,2059,14490,NORTH MADISON AVE NE,122463650,25749150,ALRA
P120000833,BIPD,1/2/2012 0:00,1518,,BJUNE DR SE / BJUNE DR SE,122494009,23194629,CELL
P120000772,BIPD,1/2/2012 0:00,1351,635,HIGH SCHOOL RD NE,122615700,23616500,SHOPL3
P120000730,BIPD,1/2/2012 0:00,1232,11232,FIELDSTONE LN NE,121871050,24749850,SUSPI3
P120000706,BIPD,1/2/2012 0:00,1148,625,WINSLOW WAY E,122607400,23236100,FI
P120003432,BIPD,1/6/2012 0:00,2314,316,WINSLOW WAY E,122497400,23247300,SUSPI3
P120002760,BIPD,1/5/2012 0:00,2104,,ERICKSEN AVE NE / MADRONE LN N,122485657,23251364,CELL
P120002803,BIPD,1/5/2012 0:00,2242,,MADISON AVE N / STATE HWY 305 NE,122472543,23963078,DUI3
P120002944,BIPD,1/6/2012 0:00,0836,,NE DAY RD E / NORTH MADISON AVE NE,122468811,25230896,T
P120005634,BIPD,1/10/2012 0:00,2157,8287,NE CARMELLA LN,122004850,23526700,FU
P120002935,BIPD,1/6/2012 0:00,0810,10795,BILL POINT VW NE,122886100,22759000,FRAUD4
P120000902,BIPD,1/2/2012 0:00,1731,15843,AGATE PASS BRG,121391000,26467600,PC3
P120000881,BIPD,1/2/2012 0:00,1645,,WINSLOW WAY E / WINSLOW WAY W,122427660,23249390,ASSIS3
P120000873,BIPD,1/2/2012 0:00,1627,1078,AARON AVE,122869350,23565950,SFR
P120000792,BIPD,1/2/2012 0:00,1426,12579,VISTA DR NE,122340900,25188550,DV2
P120004143,BIPD,1/8/2012 0:00,0924,,NE DAY RD E / NE YETI LN,122025071,25272959,CELL
P120000642,BIPD,1/2/2012 0:00,0929,395,WINSLOW WAY E,122523540,23246035,PC4
P120004523,BIPD,1/9/2012 0:00,0202,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,RECKL3
P120004648,BIPD,1/9/2012 0:00,0958,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741136,25661125,TRAFF3
P120003486,BIPD,1/7/2012 0:00,0047,115,SADIE LN NW,122419100,23455850,LOUDP4
P120000138,BIPD,1/1/2012 0:00,0223,4720,NE EAGLE HARBOR DR,122533950,22867550,FU
P120000109,BIPD,1/1/2012 0:00,0143,15843,AGATE PASS BRG,121391000,26467600,WC3
P120000047,BIPD,1/1/2012 0:00,0040,,"XY(121282990,24791158)",121282990,24791158,CELL
P120002174,BIPD,1/4/2012 0:00,2120,625,WINSLOW WAY E,122607400,23236100,TRANS
P120005999,BIPD,1/11/2012 0:00,1441,7451,NE NORTH ST,121805100,26609900,BLS
P120006189,BIPD,1/11/2012 0:00,2111,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741136,25661125,T
P120003439,BIPD,1/6/2012 0:00,2333,7305,NE HIDDEN COVE RD,121696700,25648700,FU
P120003456,BIPD,1/7/2012 0:00,0000,,NE HIGH SCHOOL RD / SPORTSMAN CLUB RD NE,122100813,23659652,T
P120006467,BIPD,1/12/2012 0:00,1121,,"XY(122485332,23257939)",122485332,23257939,CELL
P120004106,BIPD,1/8/2012 0:00,0448,299,SHANNON DR SE,122508700,23164500,FI
P120000196,BIPD,1/1/2012 0:00,0456,235,SHANNON DR SE,122465236,23184075,BURGL1
P120008261,BIPD,1/15/2012 0:00,1604,,NE GUNDERSON RD / MILLER BAY RD NE,121588123,28605473,MVCR
P120008282,BIPD,1/15/2012 0:00,1637,,"XY(122571771,22878059)",122571771,22878059,CELL
P120008283,BIPD,1/15/2012 0:00,1638,,NE DAY RD E / NE YETI LN,122025071,25272959,CELL
P120000056,BIPD,1/1/2012 0:00,0047,4720,NE EAGLE HARBOR DR,122533950,22867550,DVG
P120007191,BIPD,1/13/2012 0:00,1549,,"XY(121185009,24456970)",121185009,24456970,CELL
P120007305,BIPD,1/13/2012 0:00,1839,11698,KIRK AVE NE,121080349,24880750,FRAUD4
P120007570,BIPD,1/14/2012 0:00,0736,6954,NE CENTER ST,121652590,27163567,BURGL1
P120007651,BIPD,1/14/2012 0:00,1157,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,DUI3
P120007837,BIPD,1/14/2012 0:00,1801,907,CARVER ST,118435000,20790500,MEDIA
P120004156,BIPD,1/8/2012 0:00,1013,,MORAN RD NE / NORTH MADISON AVE NE,122402679,24301817,T
P120005033,BIPD,1/9/2012 0:00,2104,,TAYLOR AVE NE / NE WIGGINS RD,122672832,22651184,FOUND4
P120005331,BIPD,1/10/2012 0:00,1206,285,MADISON AVE S,122426500,23199000,SUSPI4
P120005472,BIPD,1/10/2012 0:00,1545,190,MADISON AVE N,122440300,23277800,ASSIS4
P120005569,BIPD,1/10/2012 0:00,1929,299,SHANNON DR SE,122508700,23164500,DV3
P120005820,BIPD,1/11/2012 0:00,0952,380,WINSLOW WAY E,122507500,23253200,WC911
