Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,269 ASH ST,Marlborough,,,Marlborough PD,,07:04,,,09/05/2023,Call_Log_September_5_2023_to_September_11_2023.pdf,1
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,58 FRAMINGHAM RD,Marlborough,,,Marlborough PD,,07:07,,,09/05/2023,Call_Log_September_5_2023_to_September_11_2023.pdf,1
,,Medical,,Services Rendered- FD,No,,58 FRAMINGHAM RD,Marlborough,,,Marlborough PD,,07:16,,,09/05/2023,Call_Log_September_5_2023_to_September_11_2023.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,265 LAKESIDE AVE,Marlborough,,,Marlborough PD,,07:21,,,09/05/2023,Call_Log_September_5_2023_to_September_11_2023.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,OAKCREST AVE,Marlborough,,,Marlborough PD,,07:58,,,09/05/2023,Call_Log_September_5_2023_to_September_11_2023.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,344 FARM RD,Marlborough,,,Marlborough PD,,08:25,,,09/05/2023,Call_Log_September_5_2023_to_September_11_2023.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,444 HOSMER ST,Marlborough,,,Marlborough PD,,08:30,,,09/05/2023,Call_Log_September_5_2023_to_September_11_2023.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,228 FRAMINGHAM RD,Marlborough,,,Marlborough PD,,09:10,,,09/05/2023,Call_Log_September_5_2023_to_September_11_2023.pdf,1
,,Medical,,Medical Assistance Rendered,No,,228 FRAMINGHAM RD,Marlborough,,,Marlborough PD,,09:10,,,09/05/2023,Call_Log_September_5_2023_to_September_11_2023.pdf,1
,,Eratic Operator,,Unfounded,No,,60 ASH ST @ 346 MECHANIC ST,Marlborough,,,Marlborough PD,,09:36,,,09/05/2023,Call_Log_September_5_2023_to_September_11_2023.pdf,1
,,Sex Offender Registration,,Report,Yes,,355 BOLTON ST,Marlborough,,,Marlborough PD,,09:55,,,09/05/2023,Call_Log_September_5_2023_to_September_11_2023.pdf,1
