Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Ambulance Only,,Services Rendered- FD,No,,[HUD] 253 WASHINGTON ST,Marlborough,,,Marlborough PD,,07:57,,,10/29/2021,Call_Log_October_29_2021_to_November_1_2021.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,654 SUDBURY ST,Marlborough,,,Marlborough PD,,08:16,,,10/29/2021,Call_Log_October_29_2021_to_November_1_2021.pdf,1
,,Eratic Operator,,Unfounded,No,,BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,09:04,,,10/29/2021,Call_Log_October_29_2021_to_November_1_2021.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,180 FARM RD @ 9 BOIVIN DR,Marlborough,,,Marlborough PD,,09:15,,,10/29/2021,Call_Log_October_29_2021_to_November_1_2021.pdf,1
,,911 Hangup/Call,,Services Rendered- PD,No,,2 FARMHOUSE LN Apt. #7,Marlborough,,,Marlborough PD,,09:32,,,10/29/2021,Call_Log_October_29_2021_to_November_1_2021.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,EAST DUDLEY ST,Marlborough,,,Marlborough PD,,10:01,,,10/29/2021,Call_Log_October_29_2021_to_November_1_2021.pdf,1
,,Medical,,Services Rendered- FD,No,,59 HEATHERWOOD DR,Marlborough,,,Marlborough PD,,10:09,,,10/29/2021,Call_Log_October_29_2021_to_November_1_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,59 HEATHERWOOD DR,Marlborough,,,Marlborough PD,,10:11,,,10/29/2021,Call_Log_October_29_2021_to_November_1_2021.pdf,1
,,Medical,,Transported to Hospital,No,,400 BOLTON ST Apt. #210,Marlborough,,,Marlborough PD,,10:38,,,10/29/2021,Call_Log_October_29_2021_to_November_1_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 BOLTON ST Apt. #210,Marlborough,,,Marlborough PD,,10:39,,,10/29/2021,Call_Log_October_29_2021_to_November_1_2021.pdf,1
,,SERVE SUMMONS,,No Action Required,No,,169 APEX DR,Marlborough,,,Marlborough PD,,10:40,,,10/29/2021,Call_Log_October_29_2021_to_November_1_2021.pdf,1
,,SERVE SUMMONS,,Services Rendered- PD,No,,51 MOUNT PLEASANT ST,Marlborough,,,Marlborough PD,,10:47,,,10/29/2021,Call_Log_October_29_2021_to_November_1_2021.pdf,1
,,SERVE SUMMONS,,No Action Required,No,,181 BOSTON POST ROAD EAST Apt. #76,Marlborough,,,Marlborough PD,,10:57,,,10/29/2021,Call_Log_October_29_2021_to_November_1_2021.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,1015 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,11:13,,,10/29/2021,Call_Log_October_29_2021_to_November_1_2021.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,282 EAST MAIN ST @ 1 HOSMER ST,Marlborough,,,Marlborough PD,,11:31,,,10/29/2021,Call_Log_October_29_2021_to_November_1_2021.pdf,1
