Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Private Tow,,Services Rendered- PD,No,,10 AMES PL,Marlborough,,,Marlborough PD,,07:09,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,1
,,Private Tow,,Services Rendered- PD,No,,319 EAST MAIN ST Apt. #A,Marlborough,,,Marlborough PD,,07:10,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,1
,,Medical,,Transported to Hospital,No,,110 CAMPUS DR,Marlborough,,,Marlborough PD,,07:34,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,110 CAMPUS DR,Marlborough,,,Marlborough PD,,07:34,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,99 PLEASANT ST Apt. #306,Marlborough,,,Marlborough PD,,08:18,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,1
,,Medical,,Transported to Hospital,No,,99 PLEASANT ST Apt. #306,Marlborough,,,Marlborough PD,,08:18,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,1
,,Threats,,Report,Yes,,276 MAIN ST Apt. #36,Marlborough,,,Marlborough PD,,08:28,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,1
,,Medical,,Services Rendered- FD,No,,300 VALUE WAY,Marlborough,,,Marlborough PD,,09:14,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,133 WEST MAIN ST,Marlborough,,,Marlborough PD,,09:17,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,1
,,Medical,,Transported to Hospital,No,,169A BROADMEADOW RD Apt. #6,Marlborough,,,Marlborough PD,,09:18,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,169A BROADMEADOW RD Apt. #6,Marlborough,,,Marlborough PD,,09:21,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,RUSSELL ST,Marlborough,,,Marlborough PD,,09:23,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,537 BOLTON ST @ 9 RESERVOIR ST,Marlborough,,,Marlborough PD,,09:51,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,2 BROADMEADOW RD @ 680 FARM RD,Marlborough,,,Marlborough PD,,10:05,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,1
,,Medical,,Transported to Hospital,No,,73 CONRAD RD,Marlborough,,,Marlborough PD,,10:07,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,73 CONRAD RD,Marlborough,,,Marlborough PD,,10:08,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,89 PHELPS ST Apt. #1,Marlborough,,,Marlborough PD,,10:21,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,CONRAD RD,Marlborough,,,Marlborough PD,,10:24,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,2
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,277 BOSTON POST ROAD WEST @ 175 AMES ST,Marlborough,,,Marlborough PD,,10:32,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,2
,,911 Hangup/Call,,Unfounded,No,,158 WATERFORD DR,Marlborough,,,Marlborough PD,,10:34,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,2
,,Medical,,Transported to Hospital,No,,5 STONE HILL RD,Marlborough,,,Marlborough PD,,11:01,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,5 STONE HILL RD,Marlborough,,,Marlborough PD,,11:01,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,2
,,Fraud / Forgery,,Report,Yes,,72 BERLIN RD,Marlborough,,,Marlborough PD,,11:22,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,2
,,Medical,,Transported to Hospital,No,,400 HEMENWAY ST Apt. #6130,Marlborough,,,Marlborough PD,,11:35,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #6130,Marlborough,,,Marlborough PD,,11:38,,,08/08/2023,Call_Log_August_8_2023_to_August_14_2023.pdf,2
