Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,335 SOUTH ST,Marlborough,,,Marlborough PD,,07:00,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,1
,,Parking Violation,,Services Rendered- PD,No,,417 SOUTH ST Apt. #4,Marlborough,,,Marlborough PD,,07:08,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,1
,,Parking Violation,,Services Rendered- PD,No,,CITY GARAGE - NEWTON ST,Marlborough,,,Marlborough PD,,07:16,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,734 FOREST ST Apt. #300,Marlborough,,,Marlborough PD,,07:18,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,1
,,Parking Violation,,Services Rendered- PD,No,,CITY CARAGE - WEED ST,Marlborough,,,Marlborough PD,,07:31,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,1
,,Parking Violation,,Services Rendered- PD,No,,45 LIBERTY ST,Marlborough,,,Marlborough PD,,07:36,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,1
,,Directed Patrol,,Services Rendered- PD,No,,DARTMOUTH ST,Marlborough,,,Marlborough PD,,07:50,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,1
,,Medical,,Transported to Hospital,No,,99 PLEASANT ST,Marlborough,,,Marlborough PD,,08:13,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,99 PLEASANT ST Apt. #318,Marlborough,,,Marlborough PD,,08:15,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,444 HOSMER ST,Marlborough,,,Marlborough PD,,08:33,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,,Marlborough,,,Marlborough PD,,09:12,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,1
,,FOUND/LOST PROPERTY,,Services Rendered- PD,No,,719 HOSMER ST @ 1 CAUSEWAY ST,Marlborough,,,Marlborough PD,,09:15,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,1
,,Medical,,Transported to Hospital,No,,67 WHITELOCK DR,Marlborough,,,Marlborough PD,,09:30,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,67 WHITELOCK DR,Marlborough,,,Marlborough PD,,09:32,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,09:38,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,20 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,09:59,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,1
,,Medical,,Services Rendered- FD,No,,65 SAINT IVES WAY Apt. #12,Marlborough,,,Marlborough PD,,10:17,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,65 SAINT IVES WAY Apt. #12,Marlborough,,,Marlborough PD,,10:19,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,Medical,,Transported to Hospital,No,,240 MAIN ST Apt. #205,Marlborough,,,Marlborough PD,,10:24,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,240 MAIN ST Apt. #205,Marlborough,,,Marlborough PD,,10:27,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,280 WEST MAIN ST @ 11 GRANGER BLVD,Marlborough,,,Marlborough PD,,10:43,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,WILLIAMS ST,Marlborough,,,Marlborough PD,,11:03,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,FOUND/LOST PROPERTY,,Report,Yes,,431 BOLTON ST,Marlborough,,,Marlborough PD,,11:18,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,Medical,,Transported to Hospital,No,,23 SHAWMUT AVE Apt. #2,Marlborough,,,Marlborough PD,,11:35,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,23 SHAWMUT AVE Apt. #2,Marlborough,,,Marlborough PD,,11:37,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,FOUND/LOST PROPERTY,,Services Rendered- PD,No,,JOHN ST,Marlborough,,,Marlborough PD,,11:38,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,Medical,,Transported to Hospital,No,,184 WEST MAIN ST,Marlborough,,,Marlborough PD,,11:46,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,184 WEST MAIN ST,Marlborough,,,Marlborough PD,,11:48,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,Ambulance Only,,Transported to Hospital,No,,[HUD] 303 COX ST,Marlborough,,,Marlborough PD,,12:52,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,20 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,12:53,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,"BURGLARY, B & E PAST",,Unfounded,No,,137 HOWE ST Apt. #1,Marlborough,,,Marlborough PD,,13:28,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,264 EAST MAIN ST Apt. #A,Marlborough,,,Marlborough PD,,13:34,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,Medical,,Transported to Hospital,No,,23 HOUDE ST,Marlborough,,,Marlborough PD,,13:38,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,Ambulance Only,,Services Rendered- FD,No,,[HUD] 280 WASHINGTON ST,Marlborough,,,Marlborough PD,,14:09,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,Well being check,,Report,Yes,,165 FOREST ST,Marlborough,,,Marlborough PD,,14:13,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,Cell Check,,Services Rendered- PD,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,14:14,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,2
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,72 GRANT ST Apt. #APT1,Marlborough,,,Marlborough PD,,14:16,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,3
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,444 HOSMER ST,Marlborough,,,Marlborough PD,,14:30,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,3
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,87 HOWLAND ST,Marlborough,,,Marlborough PD,,14:36,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,3
,,Well being check,,Report,Yes,,198 WEST MAIN ST,Marlborough,,,Marlborough PD,,14:55,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,3
,,Medical,,Transported to Hospital,No,,121 NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,15:08,,,02/25/2021,Call_Log_February_25_2021_to_March_1_2021.pdf,3
