Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,SERVE SUMMONS,,Services Rendered- PD,No,,44 HARRISON PL Apt. #1,Marlborough,,,Marlborough PD,,07:04,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,80 GRANGER BLVD @ 29 SOUTH BOLTON ST,Marlborough,,,Marlborough PD,,07:10,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,07:17,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,280 SOUTH ST,Marlborough,,,Marlborough PD,,07:40,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,135 MAPLE ST,Marlborough,,,Marlborough PD,,07:43,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,280 SOUTH ST,Marlborough,,,Marlborough PD,,07:54,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,500 CONCORD RD,Marlborough,,,Marlborough PD,,08:16,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,811 PLEASANT ST,Marlborough,,,Marlborough PD,,09:07,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,431 LINCOLN ST,Marlborough,,,Marlborough PD,,09:09,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,LARCENY,,Report,Yes,,601 DONALD J. LYNCH BLVD Apt. #S214A,Marlborough,,,Marlborough PD,,09:22,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,711 PLEASANT ST,Marlborough,,,Marlborough PD,,09:27,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,Harassment,,Report,Yes,,40 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,10:33,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,Fraud / Forgery,,Report,Yes,,100 CROWLEY DR,Marlborough,,,Marlborough PD,,10:34,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,30 MCENELLY ST,Marlborough,,,Marlborough PD,,10:47,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,410 MAPLE ST,Marlborough,,,Marlborough PD,,11:03,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,SUSPICIOUS ACTIVITY,,Report,Yes,,431 BOLTON ST,Marlborough,,,Marlborough PD,,11:43,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,Ambulance Assist,,Report,Yes,,28 MILL STREET CENTRAL,Marlborough,,,Marlborough PD,,12:08,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,Well being check,,Services Rendered- PD,No,,5000 TIMBERVIEW WAY Apt. #5232,Marlborough,,,Marlborough PD,,12:17,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,451 BOLTON ST,Marlborough,,,Marlborough PD,,12:35,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,FOUND/LOST PROPERTY,,Report,Yes,,14 HOWLAND ST @ 373 LINCOLN ST,Marlborough,,,Marlborough PD,,12:40,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,Ambulance Assist,,No Action Required,No,,400 BOLTON ST,Marlborough,,,Marlborough PD,,13:03,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,240 MAIN ST Apt. #218,Marlborough,,,Marlborough PD,,13:29,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,25 WASHINGTON CT Apt. #A,Marlborough,,,Marlborough PD,,13:58,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,2
,,SUSPICIOUS ACTIVITY,,Report,Yes,,215 FITCHBURG ST,Marlborough,,,Marlborough PD,,14:04,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,2
,,SUSPICIOUS ACTIVITY,,Report,Yes,,ROBIN HILL ST @ DONAHUE DR,Marlborough,,,Marlborough PD,,14:13,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,2
,,"Smoke Investigation, Inside",,Services Rendered- FD,No,,181 MORRISSEY RD,Marlborough,,,Marlborough PD,,14:29,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,2
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,181 MORRISSEY RD,Marlborough,,,Marlborough PD,,14:29,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,103 MAIN ST,Marlborough,,,Marlborough PD,,14:55,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,2
,,Directed Patrol,,No Action Required,No,,105 BRIGHAM ST @ 9 DESIMONE DR,Marlborough,,,Marlborough PD,,15:03,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,240 MAIN ST Apt. #222,Marlborough,,,Marlborough PD,,15:15,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,2
,,Eratic Operator,,Unfounded,No,,719 HOSMER ST @ 1 CAUSEWAY ST,Marlborough,,,Marlborough PD,,15:44,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,2
,,Fraud / Forgery,,Report,Yes,,17 ROBIN HOOD RD,Marlborough,,,Marlborough PD,,16:10,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,2
,,ASSIST CITIZEN,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,16:25,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,2
,,Parking Violation,,Citation/Warning Issued,No,,45 LIBERTY ST,Marlborough,,,Marlborough PD,,16:30,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,20 CRESTWOOD LN,Marlborough,,,Marlborough PD,,17:06,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,2
,,DISABLED MV,,Services Rendered- PD,No,,511 ELM ST @ 24 BIGELOW ST,Marlborough,,,Marlborough PD,,17:20,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,2
,,SOLICITING,,Unfounded,No,,101 FARMINGTON CIR,Marlborough,,,Marlborough PD,,17:49,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,65 SETTLERS LN,Marlborough,,,Marlborough PD,,18:23,,,04/11/2018,Call_Log_April_11_2018_to_April_12_2018.pdf,2
