Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,13 PRISCILLA DR,Marlborough,,,Marlborough PD,,07:23,,,08/08/2018,Call_Log_August_8_2018_to_August_9_2018.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,91 MAIN ST Apt. #201,Marlborough,,,Marlborough PD,,07:47,,,08/08/2018,Call_Log_August_8_2018_to_August_9_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,29 SUMNER ST Apt. #1,Marlborough,,,Marlborough PD,,08:21,,,08/08/2018,Call_Log_August_8_2018_to_August_9_2018.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,08:29,,,08/08/2018,Call_Log_August_8_2018_to_August_9_2018.pdf,1
,,Ambulance Assist,,No Action Required,No,,99 PLEASANT ST Apt. #210,Marlborough,,,Marlborough PD,,08:31,,,08/08/2018,Call_Log_August_8_2018_to_August_9_2018.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,1 ELIZABETH RD,Marlborough,,,Marlborough PD,,08:32,,,08/08/2018,Call_Log_August_8_2018_to_August_9_2018.pdf,1
,,DISTURBANCE,,Report,Yes,,496 LINCOLN ST Apt. #17,Marlborough,,,Marlborough PD,,08:37,,,08/08/2018,Call_Log_August_8_2018_to_August_9_2018.pdf,1
,,Eratic Operator,,Services Rendered- PD,No,,91 MAIN ST,Marlborough,,,Marlborough PD,,09:49,,,08/08/2018,Call_Log_August_8_2018_to_August_9_2018.pdf,1
,,Well being check,,Unfounded,No,,33 BELLEVIEW AVE,Marlborough,,,Marlborough PD,,09:50,,,08/08/2018,Call_Log_August_8_2018_to_August_9_2018.pdf,1
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,10:03,,,08/08/2018,Call_Log_August_8_2018_to_August_9_2018.pdf,1
