Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Parking Violation,,Unfounded,No,,59 ELM ST @ 7 PRESTON ST,Marlborough,,,Marlborough PD,,07:35,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,358 MAPLE ST @ 14 RIVER ST,Marlborough,,,Marlborough PD,,08:23,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,B&E into M/V,,Report,Yes,,115 UNION ST,Marlborough,,,Marlborough PD,,08:27,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,236 BOLTON ST @ 51 UNION ST,Marlborough,,,Marlborough PD,,08:28,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,08:29,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,TRAFFIC CONTROL,,Unfounded,No,,257 SIMARANO DR @ 350 VALUE WAY,Marlborough,,,Marlborough PD,,08:35,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #225,Marlborough,,,Marlborough PD,,08:45,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,B&E into M/V,,Services Rendered- PD,No,,154 PROSPECT ST,Marlborough,,,Marlborough PD,,09:02,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,ASSAULT,,Report,Yes,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,09:04,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,MOTOR VEHICLE STOP,,Services Rendered- PD,No,,BEACH ST,Marlborough,,,Marlborough PD,,09:28,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,DISTURBANCE,,Services Rendered- PD,No,,27 BRIARWOOD LN Apt. #10,Marlborough,,,Marlborough PD,,09:51,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,95 LINCOLN ST,Marlborough,,,Marlborough PD,,10:09,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,Fraud / Forgery,,Report,Yes,,81 GRANGER BLVD,Marlborough,,,Marlborough PD,,10:38,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,123 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,10:51,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,25 SHANES LN,Marlborough,,,Marlborough PD,,10:57,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,2 AVALON DR Apt. #3,Marlborough,,,Marlborough PD,,11:02,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,41 FREMONT ST,Marlborough,,,Marlborough PD,,12:49,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,205 MAIN ST,Marlborough,,,Marlborough PD,,13:06,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,388 LINCOLN ST @ 55 WINTHROP ST,Marlborough,,,Marlborough PD,,13:20,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #155,Marlborough,,,Marlborough PD,,13:28,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,169 APEX DR,Marlborough,,,Marlborough PD,,13:33,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,103 SANDINI RD,Marlborough,,,Marlborough PD,,13:58,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,1
,,Well being check,,Services Rendered- PD,No,,319 EAST MAIN ST Apt. #M9,Marlborough,,,Marlborough PD,,14:04,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,Directed Patrol,,Services Rendered- PD,No,,169 LAKESIDE AVE @ 643 LINCOLN ST,Marlborough,,,Marlborough PD,,14:23,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,920 CONCORD RD @ 9 GOODALE ST,Marlborough,,,Marlborough PD,,14:27,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,SERVE SUMMONS,,Services Rendered- PD,No,,178 BOSTON POST ROAD EAST Apt. #6,Marlborough,,,Marlborough PD,,14:32,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,136 FARM RD,Marlborough,,,Marlborough PD,,14:36,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,28 EVELINA DR,Marlborough,,,Marlborough PD,,14:48,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,853 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,14:55,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,40 FELTON ST @ 1 LANDRY DR,Marlborough,,,Marlborough PD,,15:06,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,29 SOUTH BOLTON ST,Marlborough,,,Marlborough PD,,16:21,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,21 PARK ST,Marlborough,,,Marlborough PD,,16:29,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,B&E into M/V,,Report,Yes,,58 MILDON AVE,Marlborough,,,Marlborough PD,,16:47,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,SUSPICIOUS ACTIVITY,,Report,Yes,,23 KIRBY ST,Marlborough,,,Marlborough PD,,17:17,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,159 PROSPECT ST,Marlborough,,,Marlborough PD,,17:27,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,DISABLED MV,,Services Rendered- PD,No,,169 LAKESIDE AVE @ 643 LINCOLN ST,Marlborough,,,Marlborough PD,,17:54,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,DISTURBANCE,,Report,Yes,,269 EAST MAIN ST,Marlborough,,,Marlborough PD,,18:20,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,DISABLED MV,,Services Rendered- PD,No,,176 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,18:29,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,80 CONCORD RD,Marlborough,,,Marlborough PD,,18:42,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,116 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,20:07,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,153 MAIN ST Apt. #1,Marlborough,,,Marlborough PD,,20:26,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,"ALARM, HOLD-UP",,Building Checked/Secured,No,,157 UNION ST,Marlborough,,,Marlborough PD,,20:32,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,911 Hangup/Call,,Building Checked/Secured,No,,605 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,21:00,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,19 BRIARWOOD LN,Marlborough,,,Marlborough PD,,21:03,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,75 SOUTH BOLTON ST,Marlborough,,,Marlborough PD,,22:14,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,865 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,22:31,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,2
,,Private Tow,,Services Rendered- PD,No,,28 BRIARWOOD LN Apt. #12,Marlborough,,,Marlborough PD,,23:00,,,02/26/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,3
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,191 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,00:00,,,02/27/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,3
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,80 FOLEY RD,Marlborough,,,Marlborough PD,,00:55,,,02/27/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,3
,,BUILDING CHECK,,Building Checked/Secured,No,,,Marlborough,,,Marlborough PD,,01:46,,,02/27/2019,Call_Log_February_26_2019_to_February_27_2019.pdf,3
