Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,ASSIST OTHER AGENCY,,Report,Yes,,200 BOSTON SCIENTIFIC WAY,Marlborough,,,Marlborough PD,,07:19,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,1
,,Ambulance Only,,Transported to Hospital,No,,44 CROSBY RD,Marlborough,,,Marlborough PD,,07:56,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,1
,,"ALARM, BURGLAR",,No Action Required,No,,190 EAST MAIN ST,Marlborough,,,Marlborough PD,,08:17,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,269 EAST MAIN ST,Marlborough,,,Marlborough PD,,08:47,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,444 HOSMER ST,Marlborough,,,Marlborough PD,,08:49,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,1
,,TRAFFIC CONTROL,,Citation/Warning Issued,No,,13 PRESTON ST,Marlborough,,,Marlborough PD,,08:50,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,1
,,Medical,,Services Rendered- FD,No,,226 RESERVOIR ST,Marlborough,,,Marlborough PD,,08:55,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,1
,,Police Assist,,Report,Yes,,215 FITCHBURG ST,Marlborough,,,Marlborough PD,,09:07,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,1
,,Police Assist,,Services Rendered- PD,No,,460 BOSTON POST ROAD EAST Apt. #B701,Marlborough,,,Marlborough PD,,09:29,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,No Action Required,No,,377 SIMARANO DR,Marlborough,,,Marlborough PD,,09:35,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,1
,,Medical,,Medical Assistance Rendered,No,,431 BOLTON ST,Marlborough,,,Marlborough PD,,11:08,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,431 BOLTON ST,Marlborough,,,Marlborough PD,,11:10,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,1
,,"ALARM, BURGLAR",,Services Rendered- PD,No,,152 VEGA RD,Marlborough,,,Marlborough PD,,11:16,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,1
,,Medical,,Transported to Hospital,No,,484 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,11:25,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,121 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,12:22,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,1
,,Medical,,Medical Assistance Rendered,No,,121 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,12:23,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,1
,,Medical,,Medical Assistance Rendered,No,,121 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,13:33,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,121 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,13:34,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,Police Assist,,Report,Yes,,215 FITCHBURG ST,Marlborough,,,Marlborough PD,,13:41,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,Police Assist,,Services Rendered- PD,No,,146 MAPLE ST,Marlborough,,,Marlborough PD,,13:50,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,Ambulance Only,,Transported to Hospital,No,,121 NORTHBORO ROAD EAST Apt. #114,Marlborough,,,Marlborough PD,,14:24,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,14:24,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,Harassment,,Report,Yes,,249 LAKESIDE AVE,Marlborough,,,Marlborough PD,,14:38,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,444 HOSMER ST,Marlborough,,,Marlborough PD,,15:16,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,Police Assist,,Services Rendered- PD,No,,280 ELM ST Apt. #1,Marlborough,,,Marlborough PD,,15:24,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,Medical,,Medical Assistance Rendered,No,,400 HEMENWAY ST Apt. #117,Marlborough,,,Marlborough PD,,15:28,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,417 BIGELOW ST,Marlborough,,,Marlborough PD,,15:28,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,DISABLED MV,,Services Rendered- PD,No,,32 BOSTON POST ROAD WEST @ 1 LANDRY DR,Marlborough,,,Marlborough PD,,16:55,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,[MAR 7341] 38 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,17:04,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,911 Hangup/Call,,Services Rendered- PD,No,,169 APEX DR Apt. #224,Marlborough,,,Marlborough PD,,17:13,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,520 FARM RD,Marlborough,,,Marlborough PD,,17:17,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,237 CONCORD RD,Marlborough,,,Marlborough PD,,17:17,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,ASSIST CITIZEN,,Services Rendered- PD,No,,52 SHAWMUT AVE Apt. #2,Marlborough,,,Marlborough PD,,17:28,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,521 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,17:51,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,Medical,,Medical Assistance Rendered,No,,121 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,18:05,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,DISTURBANCE,,Services Rendered- PD,No,,388 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,18:07,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,2
,,Medical,,Medical Assistance Rendered,No,,5208 TIMBERVIEW WAY,Marlborough,,,Marlborough PD,,18:21,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,Medical,,Medical Assistance Rendered,No,,19 NORTHBORO ROAD EAST Apt. #144,Marlborough,,,Marlborough PD,,18:32,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,MISSING PERSON,,Report,Yes,,44 HARRISON PL Apt. #1,Marlborough,,,Marlborough PD,,18:42,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,ASSIST CITIZEN,,Services Rendered- PD,No,,216 MAPLE ST,Marlborough,,,Marlborough PD,,18:51,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,Medical,,Medical Assistance Rendered,No,,121 NORTHBORO ROAD EAST Apt. #317,Marlborough,,,Marlborough PD,,19:16,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,Private Tow,,Private tow,No,,111 BROADMEADOW RD Apt. #6,Marlborough,,,Marlborough PD,,19:31,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,17 EAST MAIN ST,Marlborough,,,Marlborough PD,,19:50,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,ASSIST CITIZEN,,Services Rendered- PD,No,,240 MAIN ST Apt. #515,Marlborough,,,Marlborough PD,,19:59,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,51 EAST MAIN ST @ 9 FRONT ST,Marlborough,,,Marlborough PD,,20:22,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,Medical,,Services Rendered- FD,No,,135 BROADMEADOW RD Apt. #11,Marlborough,,,Marlborough PD,,20:31,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,FAMILY RESIDENTIAL - 66 DEVENS ST,Marlborough,,,Marlborough PD,,20:35,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,GENESIS MGMT GROUP - 400 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,21:58,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,SUSPICIOUS ACTIVITY,,Report,Yes,,22 RAWLINS AVE @ 34 CENTRAL ST,Marlborough,,,Marlborough PD,,21:58,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,ASSIST CITIZEN,,Services Rendered- PD,No,,SOUTH ST,Marlborough,,,Marlborough PD,,22:13,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,ASSIST CITIZEN,,Services Rendered- PD,No,,175 MAPLE ST Apt. #211,Marlborough,,,Marlborough PD,,22:33,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,Medical,,Medical Assistance Rendered,No,,400 BOLTON ST Apt. #131,Marlborough,,,Marlborough PD,,22:39,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,362 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,22:42,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,410 LAKESIDE AVE,Marlborough,,,Marlborough PD,,22:43,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,ASSIST CITIZEN,,Report,Yes,,32 MAIN ST Apt. #7,Marlborough,,,Marlborough PD,,22:50,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,3
,,Medical,,Medical Assistance Rendered,No,,32 MAIN ST,Marlborough,,,Marlborough PD,,23:08,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,4
,,MOTOR VEHICLE STOP,,Services Rendered- PD,No,,CALLAHAN STATE PARK - BROADMEADOW RD,Marlborough,,,Marlborough PD,,23:08,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,4
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,155 PLEASANT ST,Marlborough,,,Marlborough PD,,23:13,,,10/27/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,4
,,Medical,,Medical Assistance Rendered,No,,400 HEMENWAY ST,Marlborough,,,Marlborough PD,,00:33,,,10/28/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,4
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST,Marlborough,,,Marlborough PD,,00:33,,,10/28/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,4
,,DISTURBANCE,,Services Rendered- PD,No,,181 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,00:46,,,10/28/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,4
,,DISTURBANCE,,Services Rendered- PD,No,,11 CURTIS AVE,Marlborough,,,Marlborough PD,,00:48,,,10/28/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,4
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,SIMARANO DR,Marlborough,,,Marlborough PD,,01:05,,,10/28/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,4
,,DISABLED MV,,Services Rendered- PD,No,,123 WEST MAIN ST @ 5 PLEASANT ST,Marlborough,,,Marlborough PD,,01:24,,,10/28/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,4
,,Medical,,Services Rendered- FD,No,,111 PHEASANT HILL RD,Marlborough,,,Marlborough PD,,01:26,,,10/28/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,4
,,Medical,,Services Rendered- FD,No,,99 PLEASANT ST Apt. #106,Marlborough,,,Marlborough PD,,01:29,,,10/28/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,4
,,Ambulance Assist,,Services Rendered- PD,No,,111 PHEASANT HILL RD,Marlborough,,,Marlborough PD,,01:30,,,10/28/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,4
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,643 LINCOLN ST @ 169 LAKESIDE AVE,Marlborough,,,Marlborough PD,,01:55,,,10/28/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,4
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,47 WILSON ST,Marlborough,,,Marlborough PD,,02:24,,,10/28/2023,Call_Log_October_27_2023_to_October_30_2023.pdf,4
