Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,8 ROYAL CREST DR Apt. #1,Marlborough,,,Marlborough PD,,07:16,,,04/03/2023,Call_Log_April_3_2023_to_April_6_2023.pdf,1
,,Medical,,Services Rendered- FD,No,,99 PLEASANT ST Apt. #210,Marlborough,,,Marlborough PD,,07:51,,,04/03/2023,Call_Log_April_3_2023_to_April_6_2023.pdf,1
,,Well being check,,Report,Yes,,240 MAIN ST Apt. #418,Marlborough,,,Marlborough PD,,09:09,,,04/03/2023,Call_Log_April_3_2023_to_April_6_2023.pdf,1
,,Fraud / Forgery,,Report,Yes,,129 LODI RD,Marlborough,,,Marlborough PD,,09:34,,,04/03/2023,Call_Log_April_3_2023_to_April_6_2023.pdf,1
,,Fraud / Forgery,,Report,Yes,,21 GULBANKIAN DR,Marlborough,,,Marlborough PD,,09:39,,,04/03/2023,Call_Log_April_3_2023_to_April_6_2023.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,09:41,,,04/03/2023,Call_Log_April_3_2023_to_April_6_2023.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,09:46,,,04/03/2023,Call_Log_April_3_2023_to_April_6_2023.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,257 SIMARANO DR,Marlborough,,,Marlborough PD,,10:02,,,04/03/2023,Call_Log_April_3_2023_to_April_6_2023.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,1 EAST MAIN ST,Marlborough,,,Marlborough PD,,10:11,,,04/03/2023,Call_Log_April_3_2023_to_April_6_2023.pdf,1
,,Police Assist,,Services Rendered- PD,No,,2300 MAYFLOWER CIR,Marlborough,,,Marlborough PD,,10:29,,,04/03/2023,Call_Log_April_3_2023_to_April_6_2023.pdf,1
,,SERVE SUMMONS,,Services Rendered- PD,No,,213 ELM ST,Marlborough,,,Marlborough PD,,10:53,,,04/03/2023,Call_Log_April_3_2023_to_April_6_2023.pdf,1
,,Fraud / Forgery,,Report,Yes,,50 WEST MAIN ST,Marlborough,,,Marlborough PD,,10:59,,,04/03/2023,Call_Log_April_3_2023_to_April_6_2023.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,410 LAKESIDE AVE,Marlborough,,,Marlborough PD,,11:05,,,04/03/2023,Call_Log_April_3_2023_to_April_6_2023.pdf,1
,,SERVE SUMMONS,,Services Rendered- PD,No,,520 LINCOLN ST,Marlborough,,,Marlborough PD,,11:22,,,04/03/2023,Call_Log_April_3_2023_to_April_6_2023.pdf,1
