Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Parking Violation,,Citation/Warning Issued,No,,94 PROSPECT ST,Marlborough,,,Marlborough PD,,07:04,,,08/22/2023,Call_Log_August_22_2023_to_August_24_2023.pdf,1
,,DISTURBANCE,,Report,Yes,,153 BOLTON ST,Marlborough,,,Marlborough PD,,07:52,,,08/22/2023,Call_Log_August_22_2023_to_August_24_2023.pdf,1
,,Sex Offender Registration,,Report,Yes,,355 BOLTON ST,Marlborough,,,Marlborough PD,,08:19,,,08/22/2023,Call_Log_August_22_2023_to_August_24_2023.pdf,1
,,"ALARM, BURGLAR",,Services Rendered- PD,No,,293 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,09:00,,,08/22/2023,Call_Log_August_22_2023_to_August_24_2023.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,93 CHESTNUT ST @ 110 PLEASANT ST,Marlborough,,,Marlborough PD,,09:26,,,08/22/2023,Call_Log_August_22_2023_to_August_24_2023.pdf,1
,,Medical,,Medical Assistance Rendered,No,,355 HOSMER ST,Marlborough,,,Marlborough PD,,10:01,,,08/22/2023,Call_Log_August_22_2023_to_August_24_2023.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,355 HOSMER ST,Marlborough,,,Marlborough PD,,10:01,,,08/22/2023,Call_Log_August_22_2023_to_August_24_2023.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,301 APPLEBRIAR LN,Marlborough,,,Marlborough PD,,10:17,,,08/22/2023,Call_Log_August_22_2023_to_August_24_2023.pdf,1
,,Medical,,Medical Assistance Rendered,No,,377 SIMARANO DR,Marlborough,,,Marlborough PD,,10:22,,,08/22/2023,Call_Log_August_22_2023_to_August_24_2023.pdf,1
,,Medical,,Medical Assistance Rendered,No,,400 BOLTON ST Apt. #204A,Marlborough,,,Marlborough PD,,10:39,,,08/22/2023,Call_Log_August_22_2023_to_August_24_2023.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 BOLTON ST Apt. #204A,Marlborough,,,Marlborough PD,,10:40,,,08/22/2023,Call_Log_August_22_2023_to_August_24_2023.pdf,1
