Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Ambulance Assist,,Services Rendered- PD,No,,275 WEST MAIN ST Apt. #10,Marlborough,,,Marlborough PD,,08:36,,,11/12/2021,Call_Log_November_12_2021_to_November_15_2021.pdf,1
,,Medical,,Transported to Hospital,No,,275 WEST MAIN ST Apt. #10,Marlborough,,,Marlborough PD,,08:36,,,11/12/2021,Call_Log_November_12_2021_to_November_15_2021.pdf,1
,,SERVED HARASSMENT ORDER,,Services Rendered- PD,No,,451 BERLIN RD,Marlborough,,,Marlborough PD,,09:01,,,11/12/2021,Call_Log_November_12_2021_to_November_15_2021.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,15 WEST MAIN ST @ 2 HAYDEN ST,Marlborough,,,Marlborough PD,,09:36,,,11/12/2021,Call_Log_November_12_2021_to_November_15_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #111,Marlborough,,,Marlborough PD,,09:58,,,11/12/2021,Call_Log_November_12_2021_to_November_15_2021.pdf,1
,,Medical,,Transported to Hospital,No,,400 HEMENWAY ST Apt. #111,Marlborough,,,Marlborough PD,,10:02,,,11/12/2021,Call_Log_November_12_2021_to_November_15_2021.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,148 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,10:50,,,11/12/2021,Call_Log_November_12_2021_to_November_15_2021.pdf,1
,,Motor vehicle accident I,,Services Rendered- FD,No,,148 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,10:58,,,11/12/2021,Call_Log_November_12_2021_to_November_15_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,41 ELM HEIGHTS TER,Marlborough,,,Marlborough PD,,11:19,,,11/12/2021,Call_Log_November_12_2021_to_November_15_2021.pdf,1
,,Medical,,Transported to Hospital,No,,41 ELM HEIGHTS TER,Marlborough,,,Marlborough PD,,11:19,,,11/12/2021,Call_Log_November_12_2021_to_November_15_2021.pdf,1
