Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Ambulance Assist,,Transported to Hospital,No,,149 MAIN ST Apt. #1,Marlborough,,,Marlborough PD,,07:03,,,01/26/2026,Call_Log_01-26-26_-_01-28-26.pdf,1
,,911 Hangup/Call,,Unfounded,No,,2 RINGOLD ST,Marlborough,,,Marlborough PD,,07:12,,,01/26/2026,Call_Log_01-26-26_-_01-28-26.pdf,1
,,COMPLAINT,,Services Rendered- PD,No,,11 EWALD AVE,Marlborough,,,Marlborough PD,,07:21,,,01/26/2026,Call_Log_01-26-26_-_01-28-26.pdf,1
,,Well being check,,Services Rendered- PD,No,,8 UPLAND RD,Marlborough,,,Marlborough PD,,08:17,,,01/26/2026,Call_Log_01-26-26_-_01-28-26.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,20 SETTLERS LN,Marlborough,,,Marlborough PD,,08:40,,,01/26/2026,Call_Log_01-26-26_-_01-28-26.pdf,1
,,Ambulance Assist,,Transported to Hospital,No,,57 MECHANIC ST,Marlborough,,,Marlborough PD,,08:52,,,01/26/2026,Call_Log_01-26-26_-_01-28-26.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,235 PLEASANT ST,Marlborough,,,Marlborough PD,,09:08,,,01/26/2026,Call_Log_01-26-26_-_01-28-26.pdf,1
,,BUILDING CHECK,,Building Checked/Secured,No,,431 BOLTON ST,Marlborough,,,Marlborough PD,,10:01,,,01/26/2026,Call_Log_01-26-26_-_01-28-26.pdf,1
,,Ambulance Assist,,Transported to Hospital,No,,421 BOLTON ST Apt. #206,Marlborough,,,Marlborough PD,,10:20,,,01/26/2026,Call_Log_01-26-26_-_01-28-26.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,111 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,10:32,,,01/26/2026,Call_Log_01-26-26_-_01-28-26.pdf,1
