Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,FAMILY RESIDENTIAL - 191 BROAD ST Apt. #2,Marlborough,,,Marlborough PD,,07:11,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,293 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,08:05,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,Medical,,Transported to Hospital,No,,165 AMES ST Apt. #3404,Marlborough,,,Marlborough PD,,08:31,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,165 AMES ST Apt. #3404,Marlborough,,,Marlborough PD,,08:33,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,Parking Violation,,Unfounded,No,,WEED ST,Marlborough,,,Marlborough PD,,08:48,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,381 PLEASANT ST @ 1 HUNTER AVE,Marlborough,,,Marlborough PD,,09:08,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,Directed Patrol,,Citation/Warning Issued,No,,455 BOSTON POST ROAD WEST @ 475 NORTHBORO ROAD WEST,Marlborough,,,Marlborough PD,,09:56,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,10:01,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,ASSAULT,,CRIMINAL COMPLAINT,Yes,,157 UNION ST,Marlborough,,,Marlborough PD,,10:15,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,Medical,,Transported to Hospital,No,,121 NORTHBORO ROAD EAST Apt. #318B,Marlborough,,,Marlborough PD,,11:11,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST Apt. #318,Marlborough,,,Marlborough PD,,11:12,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,DISTURBANCE,,Report,Yes,,14 FREMONT ST,Marlborough,,,Marlborough PD,,11:19,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,SUSPICIOUS ACTIVITY,,Report,Yes,,42 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,11:22,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,Medical,,Transported to Hospital,No,,14 FREMONT ST,Marlborough,,,Marlborough PD,,11:30,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,Fraud / Forgery,,Report,Yes,,11 MANNING ST,Marlborough,,,Marlborough PD,,11:36,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,Parking Violation,,Citation/Warning Issued,No,,20 FLORENCE ST @ 100 GRANGER BLVD,Marlborough,,,Marlborough PD,,11:51,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,SUSPICIOUS ACTIVITY,,Report,Yes,,19 O'BRIEN RD,Marlborough,,,Marlborough PD,,12:16,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,FOUND/LOST PROPERTY,,Report,Yes,,DOUCETTE DR,Marlborough,,,Marlborough PD,,12:29,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,277 MAIN ST,Marlborough,,,Marlborough PD,,12:36,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,627 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,12:45,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,Medical,,Transported to Hospital,No,,121 NORTHBORO ROAD EAST Apt. #130,Marlborough,,,Marlborough PD,,12:53,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,12:55,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,Motor vehicle accident I,,Services Rendered- FD,No,,601 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,12:58,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,Medical,,Transported to Hospital,No,,748 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,13:00,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,Police Assist,,Report,Yes,,16 FLAGG RD,Marlborough,,,Marlborough PD,,13:00,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,748 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,13:04,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,Well being check,,Arrest(s) Made,Yes,,401 CEDAR HILL ST Apt. #3,Marlborough,,,Marlborough PD,,13:19,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,B&E into M/V,,Report,Yes,,460 BOSTON POST ROAD EAST Apt. #B,Marlborough,,,Marlborough PD,,13:29,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,Medical,,Transported to Hospital,No,,21 BENJAMIN RD,Marlborough,,,Marlborough PD,,13:34,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,SIMARANO DR,Marlborough,,,Marlborough PD,,13:43,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,Fraud / Forgery,,Report,Yes,,133 EAST MAIN ST,Marlborough,,,Marlborough PD,,14:09,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,B&E into M/V,,Report,Yes,,601 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,14:22,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,FAMILY RES - 51 UNION ST,Marlborough,,,Marlborough PD,,15:16,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,DISTURBANCE,,Report,Yes,,460 BOSTON POST ROAD EAST Apt. #A405,Marlborough,,,Marlborough PD,,15:55,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,Well being check,,Services Rendered- PD,No,,38 HOSMER ST,Marlborough,,,Marlborough PD,,16:11,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Arrest(s) Made,Yes,21-456-AR,460 BOSTON POST ROAD EAST Apt. #B,Marlborough,,,Marlborough PD,,16:34,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,2
,,Well being check,,Services Rendered- PD,No,,240 MAIN ST Apt. #211,Marlborough,,,Marlborough PD,,16:51,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,3
,,Medical,,Medical Assistance Rendered,No,,35 PATRICIA RD,Marlborough,,,Marlborough PD,,17:08,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,3
,,Medical,,Medical Assistance Rendered,No,,70 COOK LN,Marlborough,,,Marlborough PD,,17:23,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,3
,,DISTURBANCE,,Report,Yes,,120 PROSPECT ST Apt. #5,Marlborough,,,Marlborough PD,,17:47,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,3
,,Medical,,Medical Assistance Rendered,No,,26 SONIA DR,Marlborough,,,Marlborough PD,,17:48,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,3
,,Medical,,Medical Assistance Rendered,No,,22 BROAD ST Apt. #203,Marlborough,,,Marlborough PD,,18:58,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,3
,,Medical,,Medical Assistance Rendered,No,,92 FRANCIS ST,Marlborough,,,Marlborough PD,,19:20,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,3
,,SUDDEN DEATH,,Report,Yes,,92 FRANCIS ST Apt. #1,Marlborough,,,Marlborough PD,,19:20,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,3
,,Motor Vehicle Accident I I,,Medical Assistance Rendered,No,,32 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,19:56,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,3
,,MVA WITH INJURIES,,Report,Yes,,32 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,19:57,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,3
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,80 GRANGER BLVD @ 29 SOUTH BOLTON ST,Marlborough,,,Marlborough PD,,20:53,,,12/28/2021,Call_Log_December_28_2021_to_December_31_2021.pdf,3
