Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Parking Violation,,Services Rendered- PD,No,,17 HIGHLAND ST,Marlborough,,,Marlborough PD,,08:13,,,05/14/2024,Call_Log_May_14_2024_to_May_17_2024.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,62 GREENWOOD ST @ 233 CHURCH ST,Marlborough,,,Marlborough PD,,08:25,,,05/14/2024,Call_Log_May_14_2024_to_May_17_2024.pdf,1
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,339 LINCOLN ST @ 66 MECHANIC ST,Marlborough,,,Marlborough PD,,08:29,,,05/14/2024,Call_Log_May_14_2024_to_May_17_2024.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,08:53,,,05/14/2024,Call_Log_May_14_2024_to_May_17_2024.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,114 KELBER DR,Marlborough,,,Marlborough PD,,10:29,,,05/14/2024,Call_Log_May_14_2024_to_May_17_2024.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,340 MAPLE ST Apt. #300,Marlborough,,,Marlborough PD,,11:14,,,05/14/2024,Call_Log_May_14_2024_to_May_17_2024.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,586 BOSTON POST ROAD EAST Apt. #1,Marlborough,,,Marlborough PD,,11:21,,,05/14/2024,Call_Log_May_14_2024_to_May_17_2024.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,45 NORWOOD ST,Marlborough,,,Marlborough PD,,11:55,,,05/14/2024,Call_Log_May_14_2024_to_May_17_2024.pdf,1
,,RECOVERED STOLEN MV,,Report,Yes,,355 BOLTON ST,Marlborough,,,Marlborough PD,,12:02,,,05/14/2024,Call_Log_May_14_2024_to_May_17_2024.pdf,1
,,Well being check,,Services Rendered- PD,No,,190 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,12:34,,,05/14/2024,Call_Log_May_14_2024_to_May_17_2024.pdf,1
