Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,MOTOR VEHICLE STOP,,Citation/Warning,No,,355 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,07:00,,,05/29/2020,Call_Log_May_29_2020_to_June_1_2020.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning,No,,1 COURT ST @ 19 WEED ST,Marlborough,,,Marlborough PD,,07:18,,,05/29/2020,Call_Log_May_29_2020_to_June_1_2020.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning,No,,300 LAKESIDE AVE,Marlborough,,,Marlborough PD,,07:32,,,05/29/2020,Call_Log_May_29_2020_to_June_1_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST,Marlborough,,,Marlborough PD,,07:46,,,05/29/2020,Call_Log_May_29_2020_to_June_1_2020.pdf,1
,,Medical,,Medical Assistance Rendered,No,,400 HEMENWAY ST,Marlborough,,,Marlborough PD,,07:47,,,05/29/2020,Call_Log_May_29_2020_to_June_1_2020.pdf,1
,,ASSIST OTHER AGENCY,,Unfounded,No,,385 PARMENTER ST @ 169 BROADMEADOW RD,Marlborough,,,Marlborough PD,,08:24,,,05/29/2020,Call_Log_May_29_2020_to_June_1_2020.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,384 FOREST ST @ 35 SIMARANO DR,Marlborough,,,Marlborough PD,,08:56,,,05/29/2020,Call_Log_May_29_2020_to_June_1_2020.pdf,1
,,Police Assist,,Services Rendered- PD,No,,626 STEVENS ST,Marlborough,,,Marlborough PD,,09:26,,,05/29/2020,Call_Log_May_29_2020_to_June_1_2020.pdf,1
,,Well being check,,Report,Yes,,120 PROSPECT ST Apt. #5,Marlborough,,,Marlborough PD,,10:40,,,05/29/2020,Call_Log_May_29_2020_to_June_1_2020.pdf,1
,,Sex Offender Registration,,Report,Yes,,355 BOLTON ST,Marlborough,,,Marlborough PD,,10:45,,,05/29/2020,Call_Log_May_29_2020_to_June_1_2020.pdf,1
,,Ambulance Only,,Medical Assistance Rendered,No,,120 PROSPECT ST,Marlborough,,,Marlborough PD,,11:03,,,05/29/2020,Call_Log_May_29_2020_to_June_1_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,121 HUDSON ST,Marlborough,,,Marlborough PD,,11:52,,,05/29/2020,Call_Log_May_29_2020_to_June_1_2020.pdf,1
,,Medical,,Medical Assistance Rendered,No,,121 HUDSON ST,Marlborough,,,Marlborough PD,,11:52,,,05/29/2020,Call_Log_May_29_2020_to_June_1_2020.pdf,1
,,Medical,,Medical Assistance Rendered,No,,400 BOLTON ST Apt. #217,Marlborough,,,Marlborough PD,,12:37,,,05/29/2020,Call_Log_May_29_2020_to_June_1_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 BOLTON ST,Marlborough,,,Marlborough PD,,12:40,,,05/29/2020,Call_Log_May_29_2020_to_June_1_2020.pdf,1
,,Fraud / Forgery,,Services Rendered- PD,No,,209 LAKESHORE DR,Marlborough,,,Marlborough PD,,12:49,,,05/29/2020,Call_Log_May_29_2020_to_June_1_2020.pdf,1
