Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,136 LINCOLN ST @ 85 BOLTON ST,Marlborough,,,Marlborough PD,,07:33,,,02/28/2019,Call_Log_February_28_2019_to_March_1_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,321 CHURCH ST,Marlborough,,,Marlborough PD,,07:36,,,02/28/2019,Call_Log_February_28_2019_to_March_1_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,420 HEMENWAY ST Apt. #157,Marlborough,,,Marlborough PD,,07:53,,,02/28/2019,Call_Log_February_28_2019_to_March_1_2019.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,30 EDINBORO ST,Marlborough,,,Marlborough PD,,08:10,,,02/28/2019,Call_Log_February_28_2019_to_March_1_2019.pdf,1
,,ABANDONED MV,,Services Rendered- PD,No,,35 HIGH ST @ 1 EXCHANGE ST,Marlborough,,,Marlborough PD,,08:11,,,02/28/2019,Call_Log_February_28_2019_to_March_1_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #267,Marlborough,,,Marlborough PD,,08:44,,,02/28/2019,Call_Log_February_28_2019_to_March_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,3 CHURCH ST @ 151 EAST MAIN ST,Marlborough,,,Marlborough PD,,08:59,,,02/28/2019,Call_Log_February_28_2019_to_March_1_2019.pdf,1
,,911 Hangup/Call,,Building Checked/Secured,No,,169 RAYMOND RD,Marlborough,,,Marlborough PD,,09:50,,,02/28/2019,Call_Log_February_28_2019_to_March_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,260 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,10:01,,,02/28/2019,Call_Log_February_28_2019_to_March_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,245 EAST MAIN ST @ 11 CURTIS AVE,Marlborough,,,Marlborough PD,,10:08,,,02/28/2019,Call_Log_February_28_2019_to_March_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,186 EAST MAIN ST @ 11 CLINTON ST,Marlborough,,,Marlborough PD,,10:20,,,02/28/2019,Call_Log_February_28_2019_to_March_1_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #103,Marlborough,,,Marlborough PD,,10:26,,,02/28/2019,Call_Log_February_28_2019_to_March_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,282 EAST MAIN ST @ 1 HOSMER ST,Marlborough,,,Marlborough PD,,10:27,,,02/28/2019,Call_Log_February_28_2019_to_March_1_2019.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,444 HOSMER ST,Marlborough,,,Marlborough PD,,10:34,,,02/28/2019,Call_Log_February_28_2019_to_March_1_2019.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,ROBIN HILL ST @ BOUNDARY ST,Marlborough,,,Marlborough PD,,10:38,,,02/28/2019,Call_Log_February_28_2019_to_March_1_2019.pdf,1
