Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,MVA WITH INJURIES,,Report,Yes,,MAPLE ST @ MILL STREET SOUTH,Marlborough,,,Marlborough PD,,07:05,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,FOUND/LOST PROPERTY,,Report,Yes,,33 ROYCE RD,Marlborough,,,Marlborough PD,,07:38,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,555 MAPLE ST,Marlborough,,,Marlborough PD,,07:47,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,Parking Violation,,Unfounded,No,,MCENELLY ST,Marlborough,,,Marlborough PD,,07:48,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,Private Tow,,Private tow,No,,45 BRONTE WAY,Marlborough,,,Marlborough PD,,07:48,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,"ALARM, BURGLAR",,No Action Required,No,,225 CEDAR HILL ST,Marlborough,,,Marlborough PD,,08:01,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,08:30,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,250 MAPLE ST,Marlborough,,,Marlborough PD,,08:45,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,29 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,08:59,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,Private Tow,,Private tow,No,,319 EAST MAIN ST,Marlborough,,,Marlborough PD,,09:17,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,Directed Patrol,,Report,Yes,,441 STEVENS ST @ 12 ANDREWS RD,Marlborough,,,Marlborough PD,,09:19,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,80 GRANGER BLVD @ 29 SOUTH BOLTON ST,Marlborough,,,Marlborough PD,,09:21,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,Fraud / Forgery,,Report,Yes,,66 RICE ST,Marlborough,,,Marlborough PD,,09:31,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,911 Hangup/Call,,Report,Yes,,447 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,09:47,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,SIMARANO DR @ CEDAR HILL ST,Marlborough,,,Marlborough PD,,09:53,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,305 FARM RD,Marlborough,,,Marlborough PD,,10:15,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,40 PLEASANT ST,Marlborough,,,Marlborough PD,,10:25,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,Police Assist,,Report,Yes,,36 KEVORK AVE,Marlborough,,,Marlborough PD,,10:39,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,TRAFFIC CONTROL,,CRIMINAL COMPLAINT,Yes,,458 FARM RD @ 197 PHELPS ST,Marlborough,,,Marlborough PD,,11:09,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,Ambulance Assist,,No Action Required,No,,246 MAPLE ST,Marlborough,,,Marlborough PD,,11:21,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,103 MECHANIC ST,Marlborough,,,Marlborough PD,,11:32,,,01/18/2018,Call_Log_January_18_2018_to_January_19_2018.pdf,1
