Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Medical,,Medical Assistance Rendered,No,,421 BOLTON ST,Marlborough,,,Marlborough PD,,07:09,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,421 BOLTON ST,Marlborough,,,Marlborough PD,,07:09,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,1
,,Directed Patrol,,Citation/Warning Issued,No,,BERLIN RD,Marlborough,,,Marlborough PD,,07:37,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,1
,,Medical,,Medical Assistance Rendered,No,,101 CULLINANE DR,Marlborough,,,Marlborough PD,,08:17,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,1
,,DISTURBANCE,,Services Rendered- PD,No,,358 MAPLE ST,Marlborough,,,Marlborough PD,,08:17,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,101 CULLINANE DR,Marlborough,,,Marlborough PD,,08:21,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,1
,,MOTOR VEHICLE STOP,,Report,Yes,,110 PLEASANT ST,Marlborough,,,Marlborough PD,,09:13,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,90 MAPLE ST,Marlborough,,,Marlborough PD,,09:20,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,1
,,SUSPICIOUS ACTIVITY,,Report,Yes,,505 BOSTON POST ROAD WEST Apt. #M / N,Marlborough,,,Marlborough PD,,09:24,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,09:41,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,1
,,Medical,,Medical Assistance Rendered,No,,319 EAST MAIN ST,Marlborough,,,Marlborough PD,,10:10,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,319 EAST MAIN ST Apt. #M,Marlborough,,,Marlborough PD,,10:11,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,1
,,SERVE SUMMONS,,No Action Required,No,,342 LINCOLN ST Apt. #205,Marlborough,,,Marlborough PD,,10:33,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,340 MAPLE ST,Marlborough,,,Marlborough PD,,10:39,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,1
,,SERVE SUMMONS,,Services Rendered- PD,No,,18 CROSS ST Apt. #2,Marlborough,,,Marlborough PD,,10:47,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,1
,,Medical,,Medical Assistance Rendered,No,,240 MAIN ST Apt. #411,Marlborough,,,Marlborough PD,,10:55,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,240 MAIN ST Apt. #411,Marlborough,,,Marlborough PD,,10:58,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,1
,,RECOVERED STOLEN MV,,Report,Yes,,181 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,11:14,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,Private Tow,,Services Rendered- PD,No,,71 CHRISTIE WAY Apt. #40A,Marlborough,,,Marlborough PD,,11:31,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,Threats,,Report,Yes,,165A BROADMEADOW RD Apt. #5,Marlborough,,,Marlborough PD,,11:46,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,Well being check,,Services Rendered- PD,No,,157 UNION ST,Marlborough,,,Marlborough PD,,11:57,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,19 BARTLETT ST @ 669 FOREST ST,Marlborough,,,Marlborough PD,,12:31,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,627 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,13:31,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,Animal Complaint,,Report,Yes,,315 HOSMER ST,Marlborough,,,Marlborough PD,,13:48,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,Parking Violation,,Citation/Warning Issued,No,,200 MAIN ST,Marlborough,,,Marlborough PD,,14:39,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,3 OLD CHARTER RD @ 131 STEVENS ST,Marlborough,,,Marlborough PD,,15:15,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,287 BOLTON ST,Marlborough,,,Marlborough PD,,15:32,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,FOUND/LOST PROPERTY,,Report,Yes,,181 BOSTON POST ROAD EAST Apt. #61,Marlborough,,,Marlborough PD,,16:25,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,Well being check,,Services Rendered- PD,No,,517 LINCOLN ST,Marlborough,,,Marlborough PD,,16:34,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,Trespassing,,Services Rendered- PD,No,,340 MAPLE ST,Marlborough,,,Marlborough PD,,16:58,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,Medical,,Medical Assistance Rendered,No,,184 MECHANIC ST Apt. #5,Marlborough,,,Marlborough PD,,17:30,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,413 LAKESIDE AVE @ 75 FELTON ST,Marlborough,,,Marlborough PD,,17:56,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,Medical,,Medical Assistance Rendered,No,,1 EAST MAIN ST,Marlborough,,,Marlborough PD,,18:16,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,Ambulance Assist,,Report,Yes,,1 EAST MAIN ST,Marlborough,,,Marlborough PD,,18:17,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,Medical,,Medical Assistance Rendered,No,,601 DONALD J. LYNCH BLVD Apt. #N117A,Marlborough,,,Marlborough PD,,18:43,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,601 DONALD J. LYNCH BLVD Apt. #N117A,Marlborough,,,Marlborough PD,,18:44,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,2
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,49 FAIRMOUNT ST,Marlborough,,,Marlborough PD,,18:47,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,FOUND/LOST PROPERTY,,Report,Yes,,329 MAPLE ST,Marlborough,,,Marlborough PD,,18:58,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,FOUND/LOST PROPERTY,,Services Rendered- PD,No,,197 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,19:06,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,FOUND/LOST PROPERTY,,Report,Yes,,40 SAINT IVES WAY,Marlborough,,,Marlborough PD,,19:27,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,Medical,,Medical Assistance Rendered,No,,99 PLEASANT ST Apt. #110,Marlborough,,,Marlborough PD,,19:34,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,Ambulance Assist,,Services Rendered- PD,No,,22 BROAD ST Apt. #B5,Marlborough,,,Marlborough PD,,19:35,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,Medical,,Medical Assistance Rendered,No,,22 BROAD ST Apt. #B5,Marlborough,,,Marlborough PD,,19:36,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,521 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,19:53,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,Ambulance Only,,Medical Assistance Rendered,No,,[HUD] 3 CRESTVIEW DR,Marlborough,,,Marlborough PD,,20:02,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,Ambulance Assist,,Services Rendered- PD,No,,58 APEX DR Apt. #A,Marlborough,,,Marlborough PD,,20:07,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,Medical,,Medical Assistance Rendered,No,,58 APEX DR Apt. #A,Marlborough,,,Marlborough PD,,20:08,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,157 UNION ST,Marlborough,,,Marlborough PD,,21:01,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,ASSIST CITIZEN,,Services Rendered- PD,No,,50 MAIN ST,Marlborough,,,Marlborough PD,,21:14,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,DISTURBANCE,,Report,Yes,,139A BROADMEADOW RD Apt. #9,Marlborough,,,Marlborough PD,,21:38,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,Suspicious M/V,,Unfounded,No,,303 MECHANIC ST,Marlborough,,,Marlborough PD,,22:05,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,HUNTS MOBIL - 270 WEST MAIN ST,Marlborough,,,Marlborough PD,,22:37,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,176 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,22:45,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,Trespassing,,Services Rendered- PD,No,,423 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,22:54,,,04/22/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,3
,,DISTURBANCE,,Report,Yes,,139A BROADMEADOW RD Apt. #9,Marlborough,,,Marlborough PD,,00:01,,,04/23/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,4
,,DISTURBANCE,,Services Rendered- PD,No,,26 ROYAL CREST DR Apt. #12,Marlborough,,,Marlborough PD,,00:40,,,04/23/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,4
,,MOTOR VEHICLE STOP,,CRIMINAL COMPLAINT,Yes,,413 LAKESIDE AVE,Marlborough,,,Marlborough PD,,01:15,,,04/23/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,4
,,Medical,,Medical Assistance Rendered,No,,19 ALERT - 400 HEMENWAY ST Apt. #173,Marlborough,,,Marlborough PD,,02:02,,,04/23/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,4
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #117,Marlborough,,,Marlborough PD,,02:02,,,04/23/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,4
,,Parking Violation,,Citation/Warning Issued,No,,50 MAIN ST,Marlborough,,,Marlborough PD,,03:12,,,04/23/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,4
,,BUILDING CHECK,,Building Checked/Secured,No,,304 ROBERT RD,Marlborough,,,Marlborough PD,,04:21,,,04/23/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,4
,,Private Tow,,Services Rendered- PD,No,,1 FARMHOUSE LN Apt. #2,Marlborough,,,Marlborough PD,,06:03,,,04/23/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,4
,,Private Tow,,Services Rendered- PD,No,,19 - 39 BRIARWOOD LN,Marlborough,,,Marlborough PD,,06:05,,,04/23/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,4
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,734 FOREST ST Apt. #300,Marlborough,,,Marlborough PD,,06:52,,,04/23/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,4
,,Trespassing,,Report,Yes,,413 LAKESIDE AVE,Marlborough,,,Marlborough PD,,06:54,,,04/23/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,4
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,TUCKER AVE,Marlborough,,,Marlborough PD,,08:38,,,04/23/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,4
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,1 LANDRY DR,Marlborough,,,Marlborough PD,,09:22,,,04/23/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,4
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,694 FARM RD,Marlborough,,,Marlborough PD,,09:31,,,04/23/2021,Call_Log_April_22_2021_to_April_26_2021.pdf,4
