Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,SOUTH BOLTON ST @ HOWE ST,Marlborough,,,Marlborough PD,,07:32,,,05/17/2019,Call_Log_May_17_2019_to_May_20_2019.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,900 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,07:39,,,05/17/2019,Call_Log_May_17_2019_to_May_20_2019.pdf,1
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,223 EAST MAIN ST,Marlborough,,,Marlborough PD,,08:07,,,05/17/2019,Call_Log_May_17_2019_to_May_20_2019.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,22 TAVITIAN BLVD,Marlborough,,,Marlborough PD,,08:18,,,05/17/2019,Call_Log_May_17_2019_to_May_20_2019.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,08:23,,,05/17/2019,Call_Log_May_17_2019_to_May_20_2019.pdf,1
,,B&E into M/V,,Report,Yes,,27 BRIARWOOD LN,Marlborough,,,Marlborough PD,,08:31,,,05/17/2019,Call_Log_May_17_2019_to_May_20_2019.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Unfounded,No,,547 FARM RD,Marlborough,,,Marlborough PD,,08:45,,,05/17/2019,Call_Log_May_17_2019_to_May_20_2019.pdf,1
,,LARCENY,,No Action Required,No,,26 BRIARWOOD LN Apt. #1,Marlborough,,,Marlborough PD,,08:56,,,05/17/2019,Call_Log_May_17_2019_to_May_20_2019.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,14 MAGNOLIA LN,Marlborough,,,Marlborough PD,,10:02,,,05/17/2019,Call_Log_May_17_2019_to_May_20_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,256 HUDSON ST @ 3 WINDMILL DR,Marlborough,,,Marlborough PD,,10:15,,,05/17/2019,Call_Log_May_17_2019_to_May_20_2019.pdf,1
