Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,3 MILES STANDISH DR @ 671 HOSMER ST,Marlborough,,,Marlborough PD,,07:01,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,176 MAPLE ST E @ 2 EDINBORO ST,Marlborough,,,Marlborough PD,,07:17,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,80 GRANGER BLVD @ 29 SOUTH BOLTON ST,Marlborough,,,Marlborough PD,,07:19,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,B&E into M/V,,Report,Yes,,41 LINCOLN ST,Marlborough,,,Marlborough PD,,07:28,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,Directed Patrol,,Services Rendered- PD,No,,300 WEST HILL RD,Marlborough,,,Marlborough PD,,08:16,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,19 SILVER ST,Marlborough,,,Marlborough PD,,08:26,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,08:43,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,38 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,09:14,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,Trespassing,,Report,Yes,,220 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,10:00,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,Directed Patrol,,Citation/Warning Issued,No,,169 LAKESIDE AVE @ 643 LINCOLN ST,Marlborough,,,Marlborough PD,,10:02,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,SERVE SUMMONS,,Services Rendered- PD,No,,48 BRIARWOOD LN Apt. #3,Marlborough,,,Marlborough PD,,10:22,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,17 CROSS ST,Marlborough,,,Marlborough PD,,10:30,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,Ambulance Assist,,Report,Yes,,340 MAPLE ST Apt. #400,Marlborough,,,Marlborough PD,,10:43,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,93 SANDINI RD,Marlborough,,,Marlborough PD,,10:47,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,10:52,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,Directed Patrol,,Citation/Warning Issued,No,,214 WEST MAIN ST BROAD @ 9 BROAD ST,Marlborough,,,Marlborough PD,,10:52,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,79 SECOND RD,Marlborough,,,Marlborough PD,,11:19,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,Parking Violation,,Citation/Warning Issued,No,,8 CROSS ST @ 509 LINCOLN ST,Marlborough,,,Marlborough PD,,11:22,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,ASSAULT,,Report,Yes,,460 BOSTON POST ROAD EAST Apt. #B705,Marlborough,,,Marlborough PD,,11:25,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,220 HILDRETH ST,Marlborough,,,Marlborough PD,,11:29,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,376 MAPLE ST @ 492 SOUTH ST,Marlborough,,,Marlborough PD,,11:31,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,201 FOREST ST,Marlborough,,,Marlborough PD,,11:50,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,1
,,AUTO THEFT,,Report,Yes,,181 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,12:22,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,Directed Patrol,,Citation/Warning Issued,No,,2 BOSTON POST ROAD EAST @ 44 CONCORD RD,Marlborough,,,Marlborough PD,,12:27,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,Well being check,,Services Rendered- PD,No,,147 WOODLAND DR,Marlborough,,,Marlborough PD,,13:02,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,13:36,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,13:36,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,505 BOSTON POST ROAD WEST Apt. #A & B,Marlborough,,,Marlborough PD,,13:44,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,Parking Violation,,Services Rendered- PD,No,,85 SAWIN ST,Marlborough,,,Marlborough PD,,14:00,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,Well being check,,Report,Yes,,29 PLEASANT ST Apt. #A4,Marlborough,,,Marlborough PD,,14:24,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,B&E into M/V,,Report,Yes,,11 CLINTON ST,Marlborough,,,Marlborough PD,,14:55,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,Private Tow,,Private tow,No,,265 LAKESIDE AVE,Marlborough,,,Marlborough PD,,15:01,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,Fraud / Forgery,,Report,Yes,,50 BRIARWOOD LN Apt. #4,Marlborough,,,Marlborough PD,,15:20,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,AMES ST,Marlborough,,,Marlborough PD,,15:28,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,ASSIST CITIZEN,,Report,Yes,,222 EAST MAIN ST Apt. #C,Marlborough,,,Marlborough PD,,15:51,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,"ALARM, HOLD-UP",,Building Checked/Secured,No,,75 FELTON ST,Marlborough,,,Marlborough PD,,16:06,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,Parking Violation,,Services Rendered- PD,No,,SILVER ST,Marlborough,,,Marlborough PD,,16:36,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,Eratic Operator,,Unfounded,No,,MAPLE ST,Marlborough,,,Marlborough PD,,16:59,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,256 HUDSON ST @ 3 WINDMILL DR,Marlborough,,,Marlborough PD,,17:22,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,SUDDEN DEATH,,Report,Yes,,46 ARNOLD ST Apt. #2,Marlborough,,,Marlborough PD,,18:06,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #106,Marlborough,,,Marlborough PD,,18:11,,,03/08/2019,Call_Log_March_8_2019_to_March_11_2019.pdf,2
