Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Ambulance Assist,,Services Rendered- PD,No,,99 PLEASANT ST Apt. #116,Marlborough,,,Marlborough PD,,07:30,,,09/29/2021,Call_Log_September_29_2021_to_October_1_2021.pdf,1
,,Medical,,Transported to Hospital,No,,99 PLEASANT ST Apt. #116,Marlborough,,,Marlborough PD,,07:31,,,09/29/2021,Call_Log_September_29_2021_to_October_1_2021.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,ROUTE 290 CONNECTOR,Marlborough,,,Marlborough PD,,07:36,,,09/29/2021,Call_Log_September_29_2021_to_October_1_2021.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,481 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,07:47,,,09/29/2021,Call_Log_September_29_2021_to_October_1_2021.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,444 HOSMER ST,Marlborough,,,Marlborough PD,,08:37,,,09/29/2021,Call_Log_September_29_2021_to_October_1_2021.pdf,1
,,B&E into M/V,,Report,Yes,,5344 TIMBERVIEW WAY,Marlborough,,,Marlborough PD,,09:42,,,09/29/2021,Call_Log_September_29_2021_to_October_1_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,280 ELM ST Apt. #3,Marlborough,,,Marlborough PD,,09:50,,,09/29/2021,Call_Log_September_29_2021_to_October_1_2021.pdf,1
,,Suspicious M/V,,Report,Yes,,319 EAST MAIN ST Apt. #K,Marlborough,,,Marlborough PD,,09:50,,,09/29/2021,Call_Log_September_29_2021_to_October_1_2021.pdf,1
,,Medical,,Transported to Hospital,No,,280 ELM ST Apt. #3,Marlborough,,,Marlborough PD,,09:51,,,09/29/2021,Call_Log_September_29_2021_to_October_1_2021.pdf,1
,,"ALARM, BURGLAR",,No Action Required,No,,910 BOSTON POST ROAD EAST Apt. #100,Marlborough,,,Marlborough PD,,10:22,,,09/29/2021,Call_Log_September_29_2021_to_October_1_2021.pdf,1
,,Medical,,Transported to Hospital,No,,420 MAPLE ST Apt. #25,Marlborough,,,Marlborough PD,,11:10,,,09/29/2021,Call_Log_September_29_2021_to_October_1_2021.pdf,1
,,911 Hangup/Call,,Unfounded,No,,19 NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,11:12,,,09/29/2021,Call_Log_September_29_2021_to_October_1_2021.pdf,1
,,Medical,,Transported to Hospital,No,,99 PLEASANT ST,Marlborough,,,Marlborough PD,,11:28,,,09/29/2021,Call_Log_September_29_2021_to_October_1_2021.pdf,1
