Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,181A MILL STREET SOUTH,Marlborough,,,Marlborough PD,,07:19,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,1
,,Medical,,Services Rendered- PD,No,,43 WHITE TER,Marlborough,,,Marlborough PD,,07:21,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,43 WHITE TER,Marlborough,,,Marlborough PD,,07:23,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,186 STEVENS ST @ 6 UNION ST,Marlborough,,,Marlborough PD,,07:39,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,BURGER BAR - 139 LAKESIDE AVE,Marlborough,,,Marlborough PD,,08:04,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,09:14,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST Apt. #209,Marlborough,,,Marlborough PD,,09:42,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,1
,,Medical,,Transported to Hospital,No,,121 NORTHBORO ROAD EAST Apt. #209,Marlborough,,,Marlborough PD,,09:42,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,1
,,SERVE WARRANT,,Services Rendered- PD,No,,6 MARIEN LN,Marlborough,,,Marlborough PD,,10:09,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,23 SHELLY LN,Marlborough,,,Marlborough PD,,10:49,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,1
,,Medical,,Transported to Hospital,No,,23 SHELLY LN,Marlborough,,,Marlborough PD,,10:54,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,1
,,Medical,,Transported to Hospital,No,,90 ONAMOG ST,Marlborough,,,Marlborough PD,,11:40,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,1
,,911 Hangup/Call,,Building Checked/Secured,No,,400 VALUE WAY,Marlborough,,,Marlborough PD,,11:43,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,1
,,FOUND/LOST PROPERTY,,Report,Yes,,555 MAPLE ST,Marlborough,,,Marlborough PD,,12:04,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,1
,,Medical,,Transported to Hospital,No,,70 OAKCREST AVE,Marlborough,,,Marlborough PD,,12:14,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,1
,,FOUND/LOST PROPERTY,,Report,Yes,,14 COTTING AVE,Marlborough,,,Marlborough PD,,12:32,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,1
,,DISTURBANCE,,Report,Yes,,56 NEWTON ST Apt. #2,Marlborough,,,Marlborough PD,,12:37,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,1
,,Medical,,Transported to Hospital,No,,402 HEMENWAY ST,Marlborough,,,Marlborough PD,,12:54,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,402 HEMENWAY ST,Marlborough,,,Marlborough PD,,12:54,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,2
,,"ALARM, HOLD-UP",,Building Checked/Secured,No,,157 UNION ST,Marlborough,,,Marlborough PD,,13:16,,,11/29/2021,Call_Log_November_29_2021_to_December_2_2021.pdf,2
