Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,650 BRIGHAM ST,Marlborough,,,Marlborough PD,,07:02,,,05/29/2024,Call_Log_May_29_2024_to_June_3_2024.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #226,Marlborough,,,Marlborough PD,,08:11,,,05/29/2024,Call_Log_May_29_2024_to_June_3_2024.pdf,1
,,ESCORT/TRANSPORT,,Taken/Referred to Other Agency,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,08:41,,,05/29/2024,Call_Log_May_29_2024_to_June_3_2024.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,16 BOWSTRING WAY,Marlborough,,,Marlborough PD,,09:06,,,05/29/2024,Call_Log_May_29_2024_to_June_3_2024.pdf,1
,,"ALARM, BURGLAR",,Services Rendered- PD,No,,184 HELEN DR,Marlborough,,,Marlborough PD,,09:43,,,05/29/2024,Call_Log_May_29_2024_to_June_3_2024.pdf,1
,,911 Hangup/Call,,Services Rendered- PD,No,,1 EAST MAIN ST,Marlborough,,,Marlborough PD,,09:49,,,05/29/2024,Call_Log_May_29_2024_to_June_3_2024.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,LAKESIDE AVE,Marlborough,,,Marlborough PD,,10:22,,,05/29/2024,Call_Log_May_29_2024_to_June_3_2024.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,688 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,11:16,,,05/29/2024,Call_Log_May_29_2024_to_June_3_2024.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,11:17,,,05/29/2024,Call_Log_May_29_2024_to_June_3_2024.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,237 CONCORD RD,Marlborough,,,Marlborough PD,,11:28,,,05/29/2024,Call_Log_May_29_2024_to_June_3_2024.pdf,1
