Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,149 ELM ST,Marlborough,,,Marlborough PD,,07:17,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,223 EAST MAIN ST,Marlborough,,,Marlborough PD,,08:47,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,31 MAIN ST,Marlborough,,,Marlborough PD,,09:30,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,406 HEMENWAY ST Apt. #6015,Marlborough,,,Marlborough PD,,09:38,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,174 WEST MAIN ST @ 9 MOUNT PLEASANT ST,Marlborough,,,Marlborough PD,,10:11,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Services Rendered- PD,No,,820 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,10:12,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,151 EAST MAIN ST @ 3 CHURCH ST,Marlborough,,,Marlborough PD,,10:13,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,SERVE SUMMONS,,Services Rendered- PD,No,,94 CRYSTAL BROOK WAY Apt. #F,Marlborough,,,Marlborough PD,,10:16,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,ROUTE 495 S @ ROUTE 20,Marlborough,,,Marlborough PD,,10:27,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,280 FARM RD,Marlborough,,,Marlborough PD,,10:37,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,Ambulance Assist,,Report,Yes,,57 ORCHARD ST,Marlborough,,,Marlborough PD,,10:47,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,No Action Required,No,,ROUTE 495 S @ ROUTE 20,Marlborough,,,Marlborough PD,,10:48,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,146 MAPLE ST @ 73 HARVARD ST,Marlborough,,,Marlborough PD,,11:17,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Arrest(s) Made,Yes,19-45-AR,999 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,11:29,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,33 HOWLAND ST,Marlborough,,,Marlborough PD,,11:33,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,SUDDEN DEATH,,Report,Yes,,15 DICKENSON WAY Apt. #81M,Marlborough,,,Marlborough PD,,11:48,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,Ambulance Assist,,Report,Yes,,57 ORCHARD ST,Marlborough,,,Marlborough PD,,11:50,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,Harassment,,Report,Yes,,69 MCNEIL CIR,Marlborough,,,Marlborough PD,,12:07,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,240 MAIN ST Apt. #506,Marlborough,,,Marlborough PD,,12:45,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,439 ELM ST @ 10 LOCKE DR,Marlborough,,,Marlborough PD,,12:46,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Services Rendered- PD,No,,260 BOLTON ST,Marlborough,,,Marlborough PD,,13:00,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,1
,,LARCENY,,Report,Yes,,601 DONALD J. LYNCH BLVD Apt. #N211A,Marlborough,,,Marlborough PD,,13:11,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,193 BOSTON POST ROAD WEST Apt. #C,Marlborough,,,Marlborough PD,,13:15,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,2
,,Directed Patrol,,Citation/Warning Issued,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,13:30,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,2
,,VANDALISM,,Report,Yes,,397 WILLIAMS ST,Marlborough,,,Marlborough PD,,13:46,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,2
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,14:03,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,2
,,Fraud / Forgery,,Report,Yes,,36 ROYAL CREST DR,Marlborough,,,Marlborough PD,,14:54,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,2
,,"ALARM, BURGLAR",,No Action Required,No,,849 BOSTON POST ROAD EAST Apt. #10H,Marlborough,,,Marlborough PD,,15:08,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,96 SOUTH BOLTON ST,Marlborough,,,Marlborough PD,,15:14,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,2
,,"ALARM, BURGLAR",,No Action Required,No,,45 MATHESON DR,Marlborough,,,Marlborough PD,,15:30,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,2
,,Well being check,,Services Rendered- PD,No,,120 BOLTON ST,Marlborough,,,Marlborough PD,,15:36,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,2
,,Well being check,,Services Rendered- PD,No,,28 HAYDEN ST,Marlborough,,,Marlborough PD,,16:16,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,2
,,DISTURBANCE,,Report,Yes,,450 BOSTON POST ROAD EAST Apt. #A,Marlborough,,,Marlborough PD,,16:32,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,2
,,Directed Patrol,,No Action Required,No,,FARM RD,Marlborough,,,Marlborough PD,,16:41,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,73 HARVARD ST @ 146 MAPLE ST,Marlborough,,,Marlborough PD,,16:54,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,2
,,"ALARM, BURGLAR",,No Action Required,No,,47 O'MALLEY RD,Marlborough,,,Marlborough PD,,16:54,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,2
,,Directed Patrol,,Citation/Warning Issued,No,,413 LINCOLN ST @ 3 HOWE CT,Marlborough,,,Marlborough PD,,17:10,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,2
,,ASSIST CITIZEN,,Report,Yes,,33 LINCOLN ST,Marlborough,,,Marlborough PD,,17:28,,,01/31/2019,Call_Log_January_31_2019_to_February_1_2019.pdf,2
