Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,500 NICKERSON RD Apt. #201,Marlborough,,,Marlborough PD,,07:30,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,236 BOLTON ST @ 51 UNION ST,Marlborough,,,Marlborough PD,,07:31,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,Medical,,Transported to Hospital,No,,8 WHISPERING BROOK RD,Marlborough,,,Marlborough PD,,07:41,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,8 WHISPERING BROOK RD,Marlborough,,,Marlborough PD,,07:41,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,64 PLEASANT ST @ 424 LINCOLN ST,Marlborough,,,Marlborough PD,,08:27,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,ASSIST OTHER AGENCY,,Report,Yes,,199 FOREST ST,Marlborough,,,Marlborough PD,,08:30,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,Parking Violation,,Unfounded,No,,56 CENTRAL ST @ 47 MECHANIC ST,Marlborough,,,Marlborough PD,,08:34,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,09:31,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,Parking Violation,,Citation/Warning Issued,No,,40 NORWOOD ST,Marlborough,,,Marlborough PD,,09:33,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,Medical,,Services Rendered- FD,No,,6 PEMBROKE ST,Marlborough,,,Marlborough PD,,09:35,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,SUDDEN DEATH,,Report,Yes,,6 PEMBROKE ST,Marlborough,,,Marlborough PD,,09:37,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,Well being check,,Services Rendered- PD,No,,65 AMES ST Apt. #3304,Marlborough,,,Marlborough PD,,10:11,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,Parking Violation,,Citation/Warning Issued,No,,CITY HALL GARAGE - WEED ST,Marlborough,,,Marlborough PD,,11:17,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,Medical,,Transported to Hospital,No,,400 HEMENWAY ST Apt. #289,Marlborough,,,Marlborough PD,,11:40,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #289,Marlborough,,,Marlborough PD,,11:40,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,5 PLEASANT ST @ 123 WEST MAIN ST,Marlborough,,,Marlborough PD,,12:12,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,Medical,,Transported to Hospital,No,,28 MILL STREET CENTRAL,Marlborough,,,Marlborough PD,,12:13,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,28 MILL STREET CENTRAL,Marlborough,,,Marlborough PD,,12:13,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,1
,,Harassment,,Report,Yes,,127 PRENDEVILLE WAY,Marlborough,,,Marlborough PD,,12:16,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,Medical,,Transported to Hospital,No,,400 HEMENWAY ST Apt. #145,Marlborough,,,Marlborough PD,,12:23,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,Well being check,,Services Rendered- PD,No,,29 BRIARWOOD LN Apt. #2,Marlborough,,,Marlborough PD,,12:26,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,10 WEED ST,Marlborough,,,Marlborough PD,,12:32,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,681 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,13:33,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,11 CONVENIENCE STORE - 92 BROAD ST,Marlborough,,,Marlborough PD,,13:37,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,Medical,,Transported to Hospital,No,,28 MILL STREET CENTRAL,Marlborough,,,Marlborough PD,,14:16,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,SERVE SUMMONS,,Services Rendered- PD,No,,195 EAST MAIN ST Apt. #76,Marlborough,,,Marlborough PD,,14:19,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,Medical,,Medical Assistance Rendered,No,,400 HEMENWAY ST,Marlborough,,,Marlborough PD,,14:46,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST,Marlborough,,,Marlborough PD,,14:46,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,SERVE WARRANT,,Arrest(s) Made,Yes,22-60-AR,184 WEST MAIN ST,Marlborough,,,Marlborough PD,,15:15,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,DISTURBANCE,,Report,Yes,,196 VEGA RD,Marlborough,,,Marlborough PD,,15:45,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #290,Marlborough,,,Marlborough PD,,16:05,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,Medical,,Medical Assistance Rendered,No,,400 HEMENWAY ST Apt. #290,Marlborough,,,Marlborough PD,,16:06,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,911 Hangup/Call,,Services Rendered- PD,No,,197 BOSTON POST ROAD WEST Apt. #G2,Marlborough,,,Marlborough PD,,16:47,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,FOUND/LOST PROPERTY,,Report,Yes,,135A BROADMEADOW RD Apt. #3,Marlborough,,,Marlborough PD,,16:50,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,ASSIST CITIZEN,,Report,Yes,,78 O'MALLEY RD,Marlborough,,,Marlborough PD,,17:05,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,SERVE SUMMONS,,Services Rendered- PD,No,,106 APPLEBRIAR LN,Marlborough,,,Marlborough PD,,17:06,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,2
,,Fraud / Forgery,,Report,Yes,,76 WEST MAIN ST,Marlborough,,,Marlborough PD,,17:17,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,3
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,9 MILLHAM ST,Marlborough,,,Marlborough PD,,17:20,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,3
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,728 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,18:03,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,3
,,Harassment,,Report,Yes,,22 MAPLE ST,Marlborough,,,Marlborough PD,,18:15,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,3
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,95 MAPLE ST @ 27 JOHN ST,Marlborough,,,Marlborough PD,,18:39,,,02/28/2022,Call_Log_February_28_2022_to_March_2_2022.pdf,3
