Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Ambulance Assist,,Services Rendered- PD,No,,145 AMES ST,Marlborough,,,Marlborough PD,,07:17,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,500 NICKERSON RD Apt. #201,Marlborough,,,Marlborough PD,,07:39,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,Eratic Operator,,Unfounded,No,,ELM ST,Marlborough,,,Marlborough PD,,07:58,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,08:25,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,154 HIGHLAND ST,Marlborough,,,Marlborough PD,,08:28,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,189 LIBERTY ST,Marlborough,,,Marlborough PD,,08:45,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,Well being check,,Services Rendered- PD,No,,29 PLEASANT ST Apt. #C6,Marlborough,,,Marlborough PD,,09:01,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,Sex Offender Registration,,Report,Yes,,355 BOLTON ST,Marlborough,,,Marlborough PD,,09:09,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,77 CURTIS AVE,Marlborough,,,Marlborough PD,,09:11,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,601 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,09:17,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,120 PROSPECT ST Apt. #4,Marlborough,,,Marlborough PD,,11:13,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,51 MAIN ST @ 1 EXCHANGE ST,Marlborough,,,Marlborough PD,,11:20,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,MVA WITH INJURIES,,Report,Yes,,264 EAST MAIN ST,Marlborough,,,Marlborough PD,,11:23,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,181 CHESTNUT ST Apt. #1,Marlborough,,,Marlborough PD,,11:31,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,LARCENY,,Report,Yes,,116 PHEASANT HILL RD,Marlborough,,,Marlborough PD,,11:41,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,SHERIDAN RD,Marlborough,,,Marlborough PD,,11:51,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,147 CULLINANE DR,Marlborough,,,Marlborough PD,,12:15,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,VANDALISM,,Report,Yes,,39 AUSTEN WAY,Marlborough,,,Marlborough PD,,12:21,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,450 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,12:43,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,FAMILY APT. BUILDING - 566 LINCOLN ST,Marlborough,,,Marlborough PD,,12:45,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,882 PLEASANT ST,Marlborough,,,Marlborough PD,,13:45,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
,,MVA WITH INJURIES,,Report,Yes,,240 EAST MAIN ST,Marlborough,,,Marlborough PD,,14:09,,,06/11/2019,Call_Log_June_11_2019_to_June_12_2019.pdf,1
