Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Trespassing,,Services Rendered- PD,No,,3 SOUTH ST Apt. #2,Marlborough,,,Marlborough PD,,07:03,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
,,SERVE SUMMONS,,Services Rendered- PD,No,,273B WEST MAIN ST Apt. #1,Marlborough,,,Marlborough PD,,07:05,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
,,SERVED HARASSMENT ORDER,,Services Rendered- PD,No,,394 STEARNS RD,Marlborough,,,Marlborough PD,,07:20,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
,,MOTOR VEHICLE STOP,,Report,Yes,,200 FARM RD,Marlborough,,,Marlborough PD,,07:29,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,84 KOSMAS ST,Marlborough,,,Marlborough PD,,07:38,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
,,MVA WITH INJURIES,,Report,Yes,,84 D'ANGELO DR,Marlborough,,,Marlborough PD,,07:40,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,200 FARM RD,Marlborough,,,Marlborough PD,,07:43,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,260 CEDAR HILL ST,Marlborough,,,Marlborough PD,,07:50,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
,,Parking Violation,,Services Rendered- PD,No,,FRANCIS ST,Marlborough,,,Marlborough PD,,08:14,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,200 FARM RD,Marlborough,,,Marlborough PD,,08:45,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,250 COOK LN,Marlborough,,,Marlborough PD,,08:54,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
,,Sex Offender Registration,,Report,Yes,,355 BOLTON ST,Marlborough,,,Marlborough PD,,09:31,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST Apt. #209C,Marlborough,,,Marlborough PD,,09:38,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
,,LARCENY,,Report,Yes,,12 ORCHARD ST,Marlborough,,,Marlborough PD,,09:41,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,400 HUDSON ST @ 290 BOLTON ST,Marlborough,,,Marlborough PD,,09:41,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,554 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,09:49,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,36 WOODRIDGE RD,Marlborough,,,Marlborough PD,,09:59,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
,,DISTURBANCE,,Report,Yes,,312 MAPLE ST,Marlborough,,,Marlborough PD,,10:03,,,03/30/2018,Call_Log_March_30_2018_to_April_2_2018.pdf,1
