Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,MOTOR VEHICLE STOP,,Citation/Warning,No,,430 LAKESIDE AVE @ 14 GLEN ST,Marlborough,,,Marlborough PD,,08:50,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,[MAR 626] 121 NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,09:27,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,1
,,Medical,,Medical Assistance Rendered,No,,[MAR 626] 121 NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,09:27,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,10 BARRACUDA DR,Marlborough,,,Marlborough PD,,09:48,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,1
,,Medical,,Medical Assistance Rendered,No,,10 BARRACUDA DR,Marlborough,,,Marlborough PD,,09:48,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,1
,,VANDALISM,,Report,Yes,,56 BROADMEADOW RD,Marlborough,,,Marlborough PD,,09:56,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,22 BROAD ST Apt. #222,Marlborough,,,Marlborough PD,,10:28,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,1
,,Medical,,Medical Assistance Rendered,No,,22 BROAD ST Apt. #222,Marlborough,,,Marlborough PD,,10:28,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,1
,,Fraud / Forgery,,Report,Yes,,58 EAST DUDLEY ST,Marlborough,,,Marlborough PD,,10:35,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,1
,,Parking Violation,,Citation/Warning Issued,No,,RUSSELL ST,Marlborough,,,Marlborough PD,,10:59,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,1
,,LARCENY,,Report,Yes,,1000 BAY DR,Marlborough,,,Marlborough PD,,11:42,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,1
,,Eratic Operator,,Citation/Warning Issued,No,,529 BOSTON POST ROAD EAST @ 815 FARM RD,Marlborough,,,Marlborough PD,,12:01,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,1
,,Motor Vehicle Accident I I Medical,,,No,,283 BOLTON ST,Marlborough,,,Marlborough PD,,12:33,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,1
,,MVA WITH INJURIES,,Report,Yes,,283 BOLTON ST,Marlborough,,,Marlborough PD,,12:35,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,1
,,ASSIST OTHER AGENCY,,Services,No,,264 FRAMINGHAM RD,Marlborough,,,Marlborough PD,,13:07,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,1
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,DEAN RD,Marlborough,,,Marlborough PD,,13:17,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,1
,,SHOPLIFTING,,Report,Yes,,605 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,13:20,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,1
,,Well being check,,Services Rendered- PD,No,,360 CEDAR HILL ST,Marlborough,,,Marlborough PD,,13:29,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,2
,,VANDALISM,,Report,Yes,,39 AUSTEN WAY,Marlborough,,,Marlborough PD,,13:52,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,2
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,4 FARM RD,Marlborough,,,Marlborough PD,,13:53,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,2
,,MOTOR VEHICLE STOP,,Report,Yes,,605 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,13:56,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,2
,,Private Tow,,Private tow,No,,145 PLEASANT ST,Marlborough,,,Marlborough PD,,14:03,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,99 PLEASANT ST Apt. #205,Marlborough,,,Marlborough PD,,14:23,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,2
,,Medical,,Medical Assistance Rendered,No,,99 PLEASANT ST Apt. #205,Marlborough,,,Marlborough PD,,14:23,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,2
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,239 CONCORD RD,Marlborough,,,Marlborough PD,,14:25,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,2
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,A- CAR - 364 MAPLE ST,Marlborough,,,Marlborough PD,,15:10,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,2
,,Medical,,Transported to Hospital,No,,18 HIGH ST Apt. #B,Marlborough,,,Marlborough PD,,15:16,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,18 HIGH ST Apt. #B,Marlborough,,,Marlborough PD,,15:18,,,04/22/2020,Call_Log_April_22_2020_to_April_23_2020.pdf,2
