Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,MOTOR VEHICLE STOP,,Citation/Warning,No,,418 MAPLE ST @ 6 WALKER ST,Marlborough,,,Marlborough PD,,07:08,,,06/16/2020,Call_Log_June_16_2020_to_June_18_2020.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning,No,,4 FARM RD @ 264 FRAMINGHAM RD,Marlborough,,,Marlborough PD,,07:08,,,06/16/2020,Call_Log_June_16_2020_to_June_18_2020.pdf,1
,,LARCENY,,Report,Yes,,451 BOLTON ST,Marlborough,,,Marlborough PD,,07:46,,,06/16/2020,Call_Log_June_16_2020_to_June_18_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,540 ELM ST,Marlborough,,,Marlborough PD,,07:49,,,06/16/2020,Call_Log_June_16_2020_to_June_18_2020.pdf,1
,,Medical,,Transported to Hospital,No,,540 ELM ST,Marlborough,,,Marlborough PD,,07:50,,,06/16/2020,Call_Log_June_16_2020_to_June_18_2020.pdf,1
,,Parking Violation,,Citation/Warning Issued,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,08:01,,,06/16/2020,Call_Log_June_16_2020_to_June_18_2020.pdf,1
,,Medical,,Services Rendered- FD,No,,240 MAIN ST Apt. #206,Marlborough,,,Marlborough PD,,08:06,,,06/16/2020,Call_Log_June_16_2020_to_June_18_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,240 MAIN ST Apt. #206,Marlborough,,,Marlborough PD,,08:07,,,06/16/2020,Call_Log_June_16_2020_to_June_18_2020.pdf,1
,,FOUND/LOST PROPERTY,,Report,Yes,,[MAR 6989] 17 RYAN CT,Marlborough,,,Marlborough PD,,09:11,,,06/16/2020,Call_Log_June_16_2020_to_June_18_2020.pdf,1
,,SERVE WARRANT,,Services Rendered- PD,No,,319 EAST MAIN ST Apt. #J4,Marlborough,,,Marlborough PD,,10:57,,,06/16/2020,Call_Log_June_16_2020_to_June_18_2020.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,11:08,,,06/16/2020,Call_Log_June_16_2020_to_June_18_2020.pdf,1
,,Medical,,Transported to Hospital,No,,38 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,11:39,,,06/16/2020,Call_Log_June_16_2020_to_June_18_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,38 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,11:39,,,06/16/2020,Call_Log_June_16_2020_to_June_18_2020.pdf,1
,,Medical,,Transported to Hospital,No,,420 HEMENWAY ST Apt. #470,Marlborough,,,Marlborough PD,,11:46,,,06/16/2020,Call_Log_June_16_2020_to_June_18_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,420 HEMENWAY ST Apt. #470,Marlborough,,,Marlborough PD,,11:46,,,06/16/2020,Call_Log_June_16_2020_to_June_18_2020.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,176 BOSTON POST ROAD WEST @ 23 APEX DR,Marlborough,,,Marlborough PD,,12:12,,,06/16/2020,Call_Log_June_16_2020_to_June_18_2020.pdf,1
