Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Private Tow,,Services Rendered- PD,No,,100 PHELPS ST Apt. #2,Marlborough,,,Marlborough PD,,07:09,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,"ALARM, BURGLAR",,Unfounded,No,,274 CEDAR HILL ST,Marlborough,,,Marlborough PD,,08:10,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,Medical,,Transported to Hospital,No,,421 BOLTON ST Apt. #202,Marlborough,,,Marlborough PD,,08:11,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,421 BOLTON ST Apt. #202,Marlborough,,,Marlborough PD,,08:11,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,157 UNION ST,Marlborough,,,Marlborough PD,,08:24,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,200 STEVENS ST,Marlborough,,,Marlborough PD,,08:38,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,444 HOSMER ST,Marlborough,,,Marlborough PD,,08:46,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,42 BOSTON POST ROAD EAST Apt. #7,Marlborough,,,Marlborough PD,,08:53,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,Medical,,Transported to Hospital,No,,42 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,08:54,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,53 HUNTER AVE,Marlborough,,,Marlborough PD,,08:55,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,Medical,,Transported to Hospital,No,,53 HUNTER AVE,Marlborough,,,Marlborough PD,,08:55,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,MOTOR VEHICLE STOP,,Report,Yes,,500 BOLTON ST,Marlborough,,,Marlborough PD,,09:12,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,100 PHELPS ST Apt. #19,Marlborough,,,Marlborough PD,,10:25,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,Medical,,Transported to Hospital,No,,100 PHELPS ST Apt. #19,Marlborough,,,Marlborough PD,,10:26,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,111 BROADMEADOW RD,Marlborough,,,Marlborough PD,,10:53,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,7 ROYAL CREST DR,Marlborough,,,Marlborough PD,,11:01,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,103 MECHANIC ST,Marlborough,,,Marlborough PD,,11:13,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,Motor vehicle accident I,,Services Rendered- FD,No,,200 EAST MAIN ST,Marlborough,,,Marlborough PD,,11:51,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,1
,,MVA WITH INJURIES,,Report,Yes,,200 EAST MAIN ST,Marlborough,,,Marlborough PD,,11:59,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,Medical,,Transported to Hospital,No,,87B BROADMEADOW RD Apt. #11,Marlborough,,,Marlborough PD,,12:01,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,Motor Vehicle Accident I I,,Transported to Hospital,No,,91 MAIN ST,Marlborough,,,Marlborough PD,,12:15,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,MVA WITH INJURIES,,Report,Yes,,91 MAIN ST,Marlborough,,,Marlborough PD,,12:16,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,Fraud / Forgery,,Report,Yes,,16 CLARKE DR,Marlborough,,,Marlborough PD,,13:29,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,Medical,,Transported to Hospital,No,,12 WILSHIRE WAY,Marlborough,,,Marlborough PD,,13:42,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,Directed Patrol,,Report,Yes,,355 BOLTON ST,Marlborough,,,Marlborough PD,,13:58,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,Well being check,,Services Rendered- PD,No,,93 BROADMEADOW RD Apt. #5,Marlborough,,,Marlborough PD,,14:19,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,ASSIST OTHER AGENCY,,Report,Yes,,111 SECOND RD,Marlborough,,,Marlborough PD,,14:25,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,269 ASH ST @ 494 PLEASANT ST,Marlborough,,,Marlborough PD,,14:28,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST Apt. #116,Marlborough,,,Marlborough PD,,14:39,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,Medical,,Services Rendered- FD,No,,121 NORTHBORO ROAD EAST Apt. #116,Marlborough,,,Marlborough PD,,14:40,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,Animal Complaint,,Services Rendered- PD,No,,"896 BOSTON POST ROAD EAST Apt. #I,J",Marlborough,,,Marlborough PD,,14:46,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,Sex Offender Registration,,Report,Yes,,355 BOLTON ST,Marlborough,,,Marlborough PD,,14:59,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,911 Hangup/Call,,Services Rendered- PD,No,,33 BRIARWOOD LN,Marlborough,,,Marlborough PD,,15:01,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,215 FITCHBURG ST,Marlborough,,,Marlborough PD,,15:03,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,MOTOR VEHICLE STOP,,Arrest(s) Made,Yes,,431 LINCOLN ST,Marlborough,,,Marlborough PD,,15:16,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,ASSAULT,,Report,Yes,,237 CONCORD RD,Marlborough,,,Marlborough PD,,15:39,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,Well being check,,Report,Yes,,509 LINCOLN ST,Marlborough,,,Marlborough PD,,15:46,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,Ambulance Only,,Medical Assistance Rendered,No,,509 LINCOLN ST,Marlborough,,,Marlborough PD,,16:07,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,Medical,,Services Rendered- FD,No,,8 COTTING AVE Apt. #37,Marlborough,,,Marlborough PD,,16:15,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,2
,,DISTURBANCE,,Report,Yes,,12 BRIARWOOD LN,Marlborough,,,Marlborough PD,,16:18,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,ASSIST CITIZEN,,Services Rendered- PD,No,,17 CHARLES ST,Marlborough,,,Marlborough PD,,16:19,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,Ambulance Assist,,Services Rendered- PD,No,,8 COTTING AVE Apt. #37,Marlborough,,,Marlborough PD,,16:25,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,Eratic Operator,,Unfounded,No,,FARM RD,Marlborough,,,Marlborough PD,,16:54,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,[MAR 5620] SOUTH BOLTON ST,Marlborough,,,Marlborough PD,,16:57,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,Well being check,,Services Rendered- PD,No,,2 MAIN ST @ 2 MAPLE ST,Marlborough,,,Marlborough PD,,17:00,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,Medical,,Services Rendered- FD,No,,207 MAIN ST,Marlborough,,,Marlborough PD,,17:57,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,Well being check,,Arrest(s) Made,Yes,,207 MAIN ST,Marlborough,,,Marlborough PD,,17:59,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,LARCENY,,Report,Yes,,39 AUSTEN WAY Apt. #13D,Marlborough,,,Marlborough PD,,18:03,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,Medical,,Medical Assistance Rendered,No,,228 FRAMINGHAM RD,Marlborough,,,Marlborough PD,,18:22,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,Ambulance Assist,,Services Rendered- PD,No,,228 FRAMINGHAM RD,Marlborough,,,Marlborough PD,,18:24,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,MOTOR VEHICLE STOP,,Services Rendered- PD,No,,310 LINCOLN ST,Marlborough,,,Marlborough PD,,19:35,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,Animal Complaint,,Unfounded,No,,864 CONCORD RD,Marlborough,,,Marlborough PD,,19:35,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,Eratic Operator,,Unfounded,No,,PLEASANT ST,Marlborough,,,Marlborough PD,,20:18,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,ASSIST OTHER AGENCY,,Unfounded,No,,25 SHANES LN,Marlborough,,,Marlborough PD,,21:35,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,39 NEWTON ST Apt. #7,Marlborough,,,Marlborough PD,,21:38,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,MVA PROPERTY DAMAGE ONLY,,Arrest(s) Made,Yes,22-165-AR,181 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,21:48,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,Medical,,Services Rendered- FD,No,,181 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,21:54,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,3
,,Medical,,Services Rendered- FD,No,,121 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,22:06,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,Ambulance Assist,,Services Rendered- PD,No,,121 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,22:11,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,146 MAPLE ST,Marlborough,,,Marlborough PD,,22:14,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,Medical,,Transported to Hospital,No,,19 NORTHBORO ROAD EAST Apt. #111,Marlborough,,,Marlborough PD,,23:22,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,Ambulance Assist,,Services Rendered- PD,No,,19 NORTHBORO ROAD EAST Apt. #111,Marlborough,,,Marlborough PD,,23:23,,,05/23/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,Medical,,Transported to Hospital,No,,447 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,00:06,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,ASSAULT,,Report,Yes,,447 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,00:09,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,DISTURBANCE,,Report,Yes,,36 BICKNELL ST,Marlborough,,,Marlborough PD,,02:14,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,Suspicious M/V,,No Action Required,No,,330 BOSTON POST ROAD EAST Apt. #B,Marlborough,,,Marlborough PD,,03:34,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,Medical,,Services Rendered- FD,No,,19 NORTHBORO ROAD EAST Apt. #318,Marlborough,,,Marlborough PD,,04:21,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,Ambulance Assist,,Services Rendered- PD,No,,19 NORTHBORO ROAD EAST Apt. #318,Marlborough,,,Marlborough PD,,04:21,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,257 CEDAR HILL ST,Marlborough,,,Marlborough PD,,04:48,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,SUSPICIOUS ACTIVITY,,Report,Yes,,FAMILY RESIDENTIAL - 29 COTTING AVE,Marlborough,,,Marlborough PD,,05:39,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,Ambulance Assist,,Services Rendered- PD,No,,116 BOSTON POST ROAD EAST Apt. #203,Marlborough,,,Marlborough PD,,06:04,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,Medical,,Transported to Hospital,No,,116 BOSTON POST ROAD EAST Apt. #203,Marlborough,,,Marlborough PD,,06:04,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,Medical,,Transported to Hospital,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,06:19,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,Harassment,,Report,Yes,,740 FARM RD Apt. #132,Marlborough,,,Marlborough PD,,07:04,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,07:12,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,4
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,[MAR 1003] 377 SIMARANO DR,Marlborough,,,Marlborough PD,,07:55,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,Fraud / Forgery,,Report,Yes,,43 BRIARWOOD LN,Marlborough,,,Marlborough PD,,08:09,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,Fraud / Forgery,,Report,Yes,,315 ELM ST,Marlborough,,,Marlborough PD,,08:31,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,LAKESIDE AVE,Marlborough,,,Marlborough PD,,08:40,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,Medical,,Medical Assistance Rendered,No,,750 FARM RD Apt. #16,Marlborough,,,Marlborough PD,,09:09,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,Ambulance Assist,,Report,Yes,,56 FRAMINGHAM RD,Marlborough,,,Marlborough PD,,09:59,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,Medical,,Medical Assistance Rendered,No,,420 MAPLE ST Apt. #25,Marlborough,,,Marlborough PD,,10:04,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,Ambulance Only,,Medical Assistance Rendered,No,,315 MAPLE ST,Marlborough,,,Marlborough PD,,10:06,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,Ambulance Assist,,Services Rendered- PD,No,,441 BOLTON ST,Marlborough,,,Marlborough PD,,10:13,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,Medical,,Medical Assistance Rendered,No,,441 BOLTON ST,Marlborough,,,Marlborough PD,,10:13,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,ASSIST OTHER AGENCY,,Unfounded,No,,39 NEWTON ST Apt. #7,Marlborough,,,Marlborough PD,,10:20,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,Medical,,Medical Assistance Rendered,No,,28 MILL STREET CENTRAL,Marlborough,,,Marlborough PD,,10:43,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,10:45,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,Medical,,Medical Assistance Rendered,No,,320 BOLTON ST,Marlborough,,,Marlborough PD,,11:25,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,Medical,,Medical Assistance Rendered,No,,83 GULBANKIAN DR,Marlborough,,,Marlborough PD,,11:35,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,Ambulance Assist,,Services Rendered- PD,No,,83 GULBANKIAN DR,Marlborough,,,Marlborough PD,,11:36,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,ASSIST CITIZEN,,Report,Yes,,169A BROADMEADOW RD Apt. #APT8,Marlborough,,,Marlborough PD,,12:09,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,SUSPICIOUS ACTIVITY,,Report,Yes,,355 BOLTON ST,Marlborough,,,Marlborough PD,,13:00,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,Medical,,Services Rendered- FD,No,,397 BOLTON ST Apt. #F4,Marlborough,,,Marlborough PD,,13:18,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,5
,,Fraud / Forgery,,Report,Yes,,40 ROBIN HILL ST,Marlborough,,,Marlborough PD,,13:35,,,05/24/2022,Call_Log_May_23_2022_to_June_1_2022.pdf,6
