Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,73 LINCOLN ST,Marlborough,,,Marlborough PD,,07:34,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,215 BRIGHAM ST,Marlborough,,,Marlborough PD,,07:44,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,279 EAST MAIN ST,Marlborough,,,Marlborough PD,,08:05,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,09:25,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,58 STEVENS ST @ 13 STATE ST,Marlborough,,,Marlborough PD,,10:26,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,189 CHESTNUT ST Apt. #B,Marlborough,,,Marlborough PD,,10:33,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,MOTOR VEHICLE STOP,,CRIMINAL COMPLAINT,Yes,,25 BOUNDARY ST @ 1124 ELM ST,Marlborough,,,Marlborough PD,,11:07,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,35 ROUNDTOP RD,Marlborough,,,Marlborough PD,,11:28,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,BOND ST,Marlborough,,,Marlborough PD,,11:53,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,397 WILLIAMS ST,Marlborough,,,Marlborough PD,,12:18,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,Well being check,,Services Rendered- PD,No,,157 APEX DR,Marlborough,,,Marlborough PD,,12:37,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,245 EAST MAIN ST Apt. #1,Marlborough,,,Marlborough PD,,12:40,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,5302 TIMBERVIEW WAY,Marlborough,,,Marlborough PD,,12:46,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #222,Marlborough,,,Marlborough PD,,12:49,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,520 LINCOLN ST Apt. #1,Marlborough,,,Marlborough PD,,13:19,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,Parking Violation,,Services Rendered- PD,No,,68 PROSPECT ST,Marlborough,,,Marlborough PD,,14:17,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,Eratic Operator,,Unfounded,No,,176 BOSTON POST ROAD WEST @ 23 APEX DR,Marlborough,,,Marlborough PD,,15:13,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,146 MAPLE ST,Marlborough,,,Marlborough PD,,15:58,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,1
,,RECOVERED PROPERTY,,Report,Yes,,423 LAKESIDE AVE,Marlborough,,,Marlborough PD,,16:14,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,ASSAULT,,Report,Yes,,80 CONCORD RD,Marlborough,,,Marlborough PD,,17:07,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,"ALARM, HOLD-UP",,Services Rendered- PD,No,,605 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,17:15,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,Harassment,,Report,Yes,,56 BRIGHAM ST,Marlborough,,,Marlborough PD,,17:23,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,853 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,17:51,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,POLICE INVESTIGATION,,Services Rendered- PD,No,,780 STEVENS ST @ 4 PAQUIN DR,Marlborough,,,Marlborough PD,,17:55,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,DISTURBANCE,,Report,Yes,,31 BRIARWOOD LN Apt. #12,Marlborough,,,Marlborough PD,,17:59,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,DISTURBANCE,,Services Rendered- PD,No,,113 ANDERSON RD,Marlborough,,,Marlborough PD,,18:01,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,MVA WITH INJURIES,,Report,Yes,,849 BOSTON POST ROAD EAST @ 325 DICENZO BLVD,Marlborough,,,Marlborough PD,,18:04,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,DISTURBANCE,,Services Rendered- PD,No,,50 NEIL ST,Marlborough,,,Marlborough PD,,18:10,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,Well being check,,Services Rendered- PD,No,,22 BROAD ST Apt. #315,Marlborough,,,Marlborough PD,,18:24,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,"ALARM, BURGLAR",,Services Rendered- PD,No,,662 STEVENS ST @ 3 ALGOSI RD,Marlborough,,,Marlborough PD,,18:26,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,COMPLAINT,,Services Rendered- PD,No,,100 FITCHBURG ST,Marlborough,,,Marlborough PD,,18:30,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,VANDALISM,,Report,Yes,,7 MUIR WAY,Marlborough,,,Marlborough PD,,19:18,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,DISTURBANCE,,Report,Yes,,15 MILL STREET NORTH,Marlborough,,,Marlborough PD,,19:22,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,240 MAIN ST Apt. #319,Marlborough,,,Marlborough PD,,20:03,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,Fraud / Forgery,,Report,Yes,,2 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,20:11,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,SERVE SUMMONS,,Services Rendered- PD,No,,38 LAKESHORE DR,Marlborough,,,Marlborough PD,,20:12,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,128 BARTLETT ST,Marlborough,,,Marlborough PD,,20:56,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,531 LINCOLN ST,Marlborough,,,Marlborough PD,,21:07,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,2
,,DISTURBANCE,,Services Rendered- PD,No,,21 APEX DR,Marlborough,,,Marlborough PD,,21:25,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,3
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,181 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,21:42,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,3
,,Ambulance Assist,,Services Rendered- PD,No,,36 CROSS ST Apt. #1,Marlborough,,,Marlborough PD,,21:54,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,3
,,ASSAULT,,Report,Yes,,65 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,22:01,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,3
,,Ambulance Assist,,Report,Yes,,32 PLEASANT ST Apt. #2,Marlborough,,,Marlborough PD,,22:05,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,3
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,150 LOCKE DR,Marlborough,,,Marlborough PD,,22:20,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,3
,,Private Tow,,Private tow,No,,33C EAST MAIN ST,Marlborough,,,Marlborough PD,,23:29,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,3
,,COMPLAINT,,Building Checked/Secured,No,,416 BOSTON POST ROAD EAST Apt. #3,Marlborough,,,Marlborough PD,,23:44,,,04/26/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,3
,,Private Tow,,Private tow,No,,336 EAST MAIN ST,Marlborough,,,Marlborough PD,,00:05,,,04/27/2024,Call_Log_April_26_2024_to_May_6_2024.pdf,3
