Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Well being check,,Report,Yes,,22 BROAD ST Apt. #B4,Marlborough,,,Marlborough PD,,07:14,,,03/30/2022,Call_Log_March_30_2022_to_April_4_2022.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,410 LAKESIDE AVE,Marlborough,,,Marlborough PD,,07:15,,,03/30/2022,Call_Log_March_30_2022_to_April_4_2022.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,236 BOLTON ST @ 51 UNION ST,Marlborough,,,Marlborough PD,,07:32,,,03/30/2022,Call_Log_March_30_2022_to_April_4_2022.pdf,1
,,Ambulance Only,,Medical Assistance Rendered,No,,22 BROAD ST,Marlborough,,,Marlborough PD,,07:34,,,03/30/2022,Call_Log_March_30_2022_to_April_4_2022.pdf,1
,,Private Tow,,Private tow,No,,1305 APPLEBRIAR LN,Marlborough,,,Marlborough PD,,07:45,,,03/30/2022,Call_Log_March_30_2022_to_April_4_2022.pdf,1
,,SERVED HARASSMENT ORDER,,Services Rendered- PD,No,,224 WEST MAIN ST Apt. #6,Marlborough,,,Marlborough PD,,08:33,,,03/30/2022,Call_Log_March_30_2022_to_April_4_2022.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,444 HOSMER ST,Marlborough,,,Marlborough PD,,08:42,,,03/30/2022,Call_Log_March_30_2022_to_April_4_2022.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,08:57,,,03/30/2022,Call_Log_March_30_2022_to_April_4_2022.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #213,Marlborough,,,Marlborough PD,,09:11,,,03/30/2022,Call_Log_March_30_2022_to_April_4_2022.pdf,1
,,Directed Patrol,,Citation/Warning Issued,No,,540 ELM ST @ 25 FERRECCHIA DR,Marlborough,,,Marlborough PD,,09:11,,,03/30/2022,Call_Log_March_30_2022_to_April_4_2022.pdf,1
,,Medical,,Medical Assistance Rendered,No,,400 HEMENWAY ST Apt. #213,Marlborough,,,Marlborough PD,,09:11,,,03/30/2022,Call_Log_March_30_2022_to_April_4_2022.pdf,1
