Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,DISABLED MV,,Services Rendered- PD,No,,141 HILDRETH ST @ 5 GROVE ST,Marlborough,,,Marlborough PD,,07:10,,,03/12/2018,Call_Log_March_12_2018_to_March_13_2018.pdf,1
,,911 Hangup/Call,,Services Rendered- PD,No,,297 EAST MAIN ST,Marlborough,,,Marlborough PD,,07:58,,,03/12/2018,Call_Log_March_12_2018_to_March_13_2018.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,257 SIMARANO DR,Marlborough,,,Marlborough PD,,08:23,,,03/12/2018,Call_Log_March_12_2018_to_March_13_2018.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Arrest(s) Made,Yes,18-82-AR,257 SIMARANO DR,Marlborough,,,Marlborough PD,,09:20,,,03/12/2018,Call_Log_March_12_2018_to_March_13_2018.pdf,1
,,911 Hangup/Call,,Services Rendered- PD,No,,57 ORCHARD ST,Marlborough,,,Marlborough PD,,09:46,,,03/12/2018,Call_Log_March_12_2018_to_March_13_2018.pdf,1
,,Parking Violation,,Citation/Warning Issued,No,,39 SILVER ST,Marlborough,,,Marlborough PD,,10:11,,,03/12/2018,Call_Log_March_12_2018_to_March_13_2018.pdf,1
,,MISSING PERSON,,Report,Yes,,33 BRIARWOOD LN Apt. #1,Marlborough,,,Marlborough PD,,10:32,,,03/12/2018,Call_Log_March_12_2018_to_March_13_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,350 FARM RD,Marlborough,,,Marlborough PD,,10:34,,,03/12/2018,Call_Log_March_12_2018_to_March_13_2018.pdf,1
,,Police Assist,,Report,Yes,,41 GLEASON ST,Marlborough,,,Marlborough PD,,10:40,,,03/12/2018,Call_Log_March_12_2018_to_March_13_2018.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,10:44,,,03/12/2018,Call_Log_March_12_2018_to_March_13_2018.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,164 LINCOLN ST Apt. #2,Marlborough,,,Marlborough PD,,10:59,,,03/12/2018,Call_Log_March_12_2018_to_March_13_2018.pdf,1
