Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,SERVE SUMMONS,,Services Rendered- PD,No,,52 HUNTINGTON AVE Apt. #1,Marlborough,,,Marlborough PD,,07:01,,,06/27/2018,Call_Log_June_27_2018_to_June_28_2018.pdf,1
,,AUTO THEFT,,Report,Yes,,97 WARREN AVE,Marlborough,,,Marlborough PD,,07:31,,,06/27/2018,Call_Log_June_27_2018_to_June_28_2018.pdf,1
,,DISTURBANCE,,Report,Yes,,19 NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,07:36,,,06/27/2018,Call_Log_June_27_2018_to_June_28_2018.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,28 PETERS AVE @ 61 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,07:40,,,06/27/2018,Call_Log_June_27_2018_to_June_28_2018.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,96 SOUTH BOLTON ST,Marlborough,,,Marlborough PD,,08:01,,,06/27/2018,Call_Log_June_27_2018_to_June_28_2018.pdf,1
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,25 MAIN ST,Marlborough,,,Marlborough PD,,08:09,,,06/27/2018,Call_Log_June_27_2018_to_June_28_2018.pdf,1
,,"ALARM, HOLD-UP",,Services Rendered- PD,No,,75 FELTON ST,Marlborough,,,Marlborough PD,,08:13,,,06/27/2018,Call_Log_June_27_2018_to_June_28_2018.pdf,1
,,Ambulance Assist,,Unfounded,No,,120 WEST MAIN ST @ 3 SOUTH ST,Marlborough,,,Marlborough PD,,08:37,,,06/27/2018,Call_Log_June_27_2018_to_June_28_2018.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,4 MEADOW ST,Marlborough,,,Marlborough PD,,08:49,,,06/27/2018,Call_Log_June_27_2018_to_June_28_2018.pdf,1
,,Threats,,Report,Yes,,26 WILSHIRE WAY,Marlborough,,,Marlborough PD,,09:01,,,06/27/2018,Call_Log_June_27_2018_to_June_28_2018.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,405 MAPLE ST,Marlborough,,,Marlborough PD,,09:27,,,06/27/2018,Call_Log_June_27_2018_to_June_28_2018.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,1 ELIZABETH RD,Marlborough,,,Marlborough PD,,09:37,,,06/27/2018,Call_Log_June_27_2018_to_June_28_2018.pdf,1
,,B&E into M/V,,Report,Yes,,31 ESSEX ST,Marlborough,,,Marlborough PD,,09:57,,,06/27/2018,Call_Log_June_27_2018_to_June_28_2018.pdf,1
