Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,"BURGLARY, B & E PAST",,Report,Yes,,24 SHAWMUT AVE,Marlborough,,,Marlborough PD,,07:44,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,1 COURT ST @ 96 GRANGER BLVD,Marlborough,,,Marlborough PD,,07:48,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST,Marlborough,,,Marlborough PD,,08:22,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,ABANDONED MV,,Report,Yes,,98 ARNOLD STREET EXT,Marlborough,,,Marlborough PD,,08:29,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,93 EAST MAIN ST,Marlborough,,,Marlborough PD,,10:00,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,Private Tow,,Private tow,No,,3 FARMHOUSE LN,Marlborough,,,Marlborough PD,,10:03,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,Private Tow,,Private tow,No,,3 FARMHOUSE LN,Marlborough,,,Marlborough PD,,10:04,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,Private Tow,,Private tow,No,,3 FARMHOUSE LN,Marlborough,,,Marlborough PD,,10:14,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,Private Tow,,Private tow,No,,3 FARMHOUSE LN,Marlborough,,,Marlborough PD,,10:18,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,Harassment,,Report,Yes,,166 MAIN ST,Marlborough,,,Marlborough PD,,10:21,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,Fraud / Forgery,,Report,Yes,,5 MOUNT ROYAL AVE Apt. #280,Marlborough,,,Marlborough PD,,10:58,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,SUSPICIOUS ACTIVITY,,Report,Yes,,9 FARMHOUSE LN Apt. #14,Marlborough,,,Marlborough PD,,10:59,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,Private Tow,,Private tow,No,,3 FARMHOUSE LN,Marlborough,,,Marlborough PD,,11:43,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,Private Tow,,Private tow,No,,3 FARMHOUSE LN,Marlborough,,,Marlborough PD,,11:46,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,Private Tow,,Private tow,No,,3 FARMHOUSE LN,Marlborough,,,Marlborough PD,,11:48,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,601 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,11:59,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,Harassment,,Unfounded,No,,222 EAST MAIN ST Apt. #A,Marlborough,,,Marlborough PD,,12:54,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,Private Tow,,Private tow,No,,19 ROYAL CREST DR,Marlborough,,,Marlborough PD,,13:21,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,COMPLAINT,,Services Rendered- PD,No,,10 CHARLES ST,Marlborough,,,Marlborough PD,,14:07,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,911 Hangup/Call,,Services Rendered- PD,No,,22 BROAD ST,Marlborough,,,Marlborough PD,,14:18,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,DISTURBANCE,,Services Rendered- PD,No,,133 WILSON ST,Marlborough,,,Marlborough PD,,15:13,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,445 SIMARANO DR @ 72 CEDAR HILL ST,Marlborough,,,Marlborough PD,,15:34,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,2
,,DPW Called Out,,Services Rendered- PD,No,,72 CEDAR HILL ST @ 445 SIMARANO DR,Marlborough,,,Marlborough PD,,15:52,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,2
,,ASSIST CITIZEN,,Services Rendered- PD,No,,19 PEMBROKE ST,Marlborough,,,Marlborough PD,,15:54,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST Apt. #104B,Marlborough,,,Marlborough PD,,16:06,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,2
,,ASSIST CITIZEN,,Services Rendered- PD,No,,230 EAST MAIN ST,Marlborough,,,Marlborough PD,,16:28,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,2
,,SOLICITING,,Services Rendered- PD,No,,20 MATHESON DR,Marlborough,,,Marlborough PD,,17:11,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,2
,,Animal Complaint,,Services Rendered- PD,No,,[MAR 912] RT85 CONNECTOR,Marlborough,,,Marlborough PD,,17:15,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,175 AMES ST Apt. #4409,Marlborough,,,Marlborough PD,,17:36,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,2
,,SOLICITING,,Services Rendered- PD,No,,39 CULLINANE DR,Marlborough,,,Marlborough PD,,18:11,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,2
,,SOLICITING,,Services Rendered- PD,No,,209 LAKESHORE DR,Marlborough,,,Marlborough PD,,18:35,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST Apt. #110,Marlborough,,,Marlborough PD,,18:46,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,2
,,ASSIST CITIZEN,,Report,Yes,,153 MAIN ST Apt. #1,Marlborough,,,Marlborough PD,,19:34,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,2
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,200 EAST MAIN ST,Marlborough,,,Marlborough PD,,19:42,,,06/25/2024,Call_Log_June_25_2024_to_June_27_2024.pdf,2
