Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,POLICE INVESTIGATION,,Services Rendered- PD,No,,195 EAST MAIN ST,Marlborough,,,Marlborough PD,,07:37,,,05/08/2026,Call_Log_05-08-26_-_05-12-26.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,28 LORD RD Apt. #130,Marlborough,,,Marlborough PD,,07:48,,,05/08/2026,Call_Log_05-08-26_-_05-12-26.pdf,1
,,BUILDING CHECK,,Services Rendered- PD,No,,152 BIGELOW ST @ 9 SHEA DR,Marlborough,,,Marlborough PD,,08:14,,,05/08/2026,Call_Log_05-08-26_-_05-12-26.pdf,1
,,BUILDING CHECK,,Services Rendered- PD,No,,135 STOW RD,Marlborough,,,Marlborough PD,,08:15,,,05/08/2026,Call_Log_05-08-26_-_05-12-26.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #282,Marlborough,,,Marlborough PD,,08:16,,,05/08/2026,Call_Log_05-08-26_-_05-12-26.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,175 STOW RD,Marlborough,,,Marlborough PD,,08:43,,,05/08/2026,Call_Log_05-08-26_-_05-12-26.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,5 PLEASANT ST @ 123 WEST MAIN ST,Marlborough,,,Marlborough PD,,08:52,,,05/08/2026,Call_Log_05-08-26_-_05-12-26.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,397 BOLTON ST Apt. #A2,Marlborough,,,Marlborough PD,,09:02,,,05/08/2026,Call_Log_05-08-26_-_05-12-26.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,09:08,,,05/08/2026,Call_Log_05-08-26_-_05-12-26.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,25 LAKESIDE AVE,Marlborough,,,Marlborough PD,,09:09,,,05/08/2026,Call_Log_05-08-26_-_05-12-26.pdf,1
