Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,22 BROAD ST,Marlborough,,,Marlborough PD,,07:05,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,1
,,VANDALISM,,Report,Yes,,382 LINCOLN ST,Marlborough,,,Marlborough PD,,07:06,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,1
,,Suspicious M/V,,Report,Yes,,SOUTH BOLTON ST,Marlborough,,,Marlborough PD,,08:16,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,165 FOREST ST,Marlborough,,,Marlborough PD,,08:34,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,08:59,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,1
,,FOUND/LOST PROPERTY,,Report,Yes,,121 BOLTON ST,Marlborough,,,Marlborough PD,,09:33,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,1
,,"ALARM, BURGLAR",,Services Rendered- PD,No,,910 BOSTON POST ROAD EAST Apt. #100,Marlborough,,,Marlborough PD,,10:01,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,1
,,DISTURBANCE,,Report,Yes,,146 MAPLE ST,Marlborough,,,Marlborough PD,,10:34,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,1
,,Well being check,,Arrest(s) Made,Yes,22-252-AR; 22-253-AR,123 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,10:45,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,1
,,DISTURBANCE,,Report,Yes,,240 EAST MAIN ST,Marlborough,,,Marlborough PD,,11:04,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,1
,,Medical,,Transported to Hospital,No,,400 BOLTON ST Apt. #203,Marlborough,,,Marlborough PD,,11:12,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,223 EAST MAIN ST,Marlborough,,,Marlborough PD,,11:36,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,1
,,911 Hangup/Call,,Services Rendered- PD,No,,50 BRIARWOOD LN Apt. #5,Marlborough,,,Marlborough PD,,11:38,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,20 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,12:08,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,1
,,911 Hangup/Call,,Unfounded,No,,65 WASHINGTON ST,Marlborough,,,Marlborough PD,,13:28,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,Medical,,Transported to Hospital,No,,402 MAPLE ST,Marlborough,,,Marlborough PD,,13:43,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,SERVE WARRANT,,Report,Yes,,4 MEADOW ST,Marlborough,,,Marlborough PD,,13:45,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,402 MAPLE ST,Marlborough,,,Marlborough PD,,13:45,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,Medical,,Transported to Hospital,No,,273 WEST MAIN ST Apt. #C6,Marlborough,,,Marlborough PD,,13:58,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,273 WEST MAIN ST Apt. #C6,Marlborough,,,Marlborough PD,,14:01,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,38 MAIN ST,Marlborough,,,Marlborough PD,,14:40,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,880 PLEASANT ST,Marlborough,,,Marlborough PD,,14:43,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,14:59,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,Medical,,Services Rendered- FD,No,,340 MAPLE ST,Marlborough,,,Marlborough PD,,15:01,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,Well being check,,Services Rendered- PD,No,,FAMILY RESIDENTIAL - 22 BOND ST Apt. #2,Marlborough,,,Marlborough PD,,15:12,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,Medical,,Services Rendered- FD,No,,400 BOLTON ST Apt. #228,Marlborough,,,Marlborough PD,,15:13,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,Medical,,Services Rendered- FD,No,,121 NORTHBORO ROAD EAST Apt. #303,Marlborough,,,Marlborough PD,,15:36,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,LARCENY,,Report,Yes,,615 WILLIAMS ST,Marlborough,,,Marlborough PD,,16:09,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,35 BRIARWOOD LN Apt. #8,Marlborough,,,Marlborough PD,,16:19,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,Well being check,,Services Rendered- PD,No,,276 MAIN ST Apt. #5,Marlborough,,,Marlborough PD,,16:32,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,ASSIST CITIZEN,,Services Rendered- PD,No,,319 EAST MAIN ST Apt. #K10,Marlborough,,,Marlborough PD,,16:58,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,100 PHELPS ST,Marlborough,,,Marlborough PD,,17:56,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,Medical,,Services Rendered- FD,No,,449 BOSTON POST ROAD EAST Apt. #4,Marlborough,,,Marlborough PD,,17:59,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,449 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,18:01,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,601 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,18:40,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,Medical,,Medical Assistance Rendered,No,,450 BOSTON POST ROAD EAST Apt. #A503,Marlborough,,,Marlborough PD,,19:08,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,Well being check,,Report,Yes,,276 MAIN ST Apt. #5,Marlborough,,,Marlborough PD,,19:33,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,Suspicious M/V,,Report,Yes,,105 APEX DR,Marlborough,,,Marlborough PD,,19:42,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,AUTO THEFT,,Report,Yes,,34 TECUMSEH TRL,Marlborough,,,Marlborough PD,,20:12,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,DISTURBANCE,,Report,Yes,,APEX DR,Marlborough,,,Marlborough PD,,20:15,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,200 CONCORD RD,Marlborough,,,Marlborough PD,,20:22,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,135 WILSON ST,Marlborough,,,Marlborough PD,,20:38,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,62 RIPLEY AVE,Marlborough,,,Marlborough PD,,21:06,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,911 Hangup/Call,,Unfounded,No,,24 REDBUD WAY Apt. #APT8,Marlborough,,,Marlborough PD,,21:33,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,Well being check,,Services Rendered- PD,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,23:17,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,MVA WITH INJURIES,,Services Rendered- PD,No,,121 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,23:20,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,Suspicious M/V,,Unfounded,No,,58 GIBBONS ST,Marlborough,,,Marlborough PD,,23:24,,,07/25/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,165A BROADMEADOW RD Apt. #6,Marlborough,,,Marlborough PD,,00:25,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,Medical,,Transported to Hospital,No,,33 HOWLAND ST,Marlborough,,,Marlborough PD,,00:26,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,Ambulance Assist,,Services Rendered- PD,No,,33 HOWLAND ST,Marlborough,,,Marlborough PD,,00:29,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,Medical,,Transported to Hospital,No,,45 CENTRAL ST,Marlborough,,,Marlborough PD,,01:29,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,3
,,Ambulance Assist,,Report,Yes,,45 CENTRAL ST,Marlborough,,,Marlborough PD,,01:34,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,4
,,Medical,,Transported to Hospital,No,,382 HEMENWAY ST,Marlborough,,,Marlborough PD,,01:46,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,4
,,Ambulance Assist,,Services Rendered- PD,No,,382 HEMENWAY ST Apt. #B,Marlborough,,,Marlborough PD,,01:49,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,4
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,30 JOHANSEN DR,Marlborough,,,Marlborough PD,,07:14,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,4
,,Medical,,Transported to Hospital,No,,27 ALAN RD,Marlborough,,,Marlborough PD,,07:30,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,4
,,Ambulance Assist,,Services Rendered- PD,No,,27 ALAN RD,Marlborough,,,Marlborough PD,,07:30,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,4
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,1 GRANGER BLVD @ 26 MAIN ST,Marlborough,,,Marlborough PD,,07:32,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,4
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,104 MECHANIC ST @ 5 CHESTNUT ST,Marlborough,,,Marlborough PD,,07:37,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,4
,,Ambulance Only,,Transported to Hospital,No,,157 UNION ST,Marlborough,,,Marlborough PD,,08:04,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,4
,,Medical,,Transported to Hospital,No,,129 CHURCH ST,Marlborough,,,Marlborough PD,,08:24,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,4
,,Ambulance Assist,,Services Rendered- PD,No,,129 CHURCH ST,Marlborough,,,Marlborough PD,,08:25,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,4
,,VANDALISM,,Report,Yes,,460 BOSTON POST ROAD EAST Apt. #B501,Marlborough,,,Marlborough PD,,09:20,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,4
,,Medical,,Services Rendered- FD,No,,100 GRANGER BLVD Apt. #502,Marlborough,,,Marlborough PD,,09:33,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,4
,,Ambulance Assist,,Services Rendered- PD,No,,100 GRANGER BLVD Apt. #502,Marlborough,,,Marlborough PD,,09:36,,,07/26/2022,Call_Log_July_25_2022_to_August_1_2022.pdf,4
