Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,30 HIGHLAND ST @ 6 JEFFERSON ST,Marlborough,,,Marlborough PD,,08:49,,,10/30/2019,Call_Log_October_30_2019_to_November_1_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,197 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,09:02,,,10/30/2019,Call_Log_October_30_2019_to_November_1_2019.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,135 FARRINGTON LN,Marlborough,,,Marlborough PD,,09:07,,,10/30/2019,Call_Log_October_30_2019_to_November_1_2019.pdf,1
,,LARCENY,,Report,Yes,,34 CURTIS AVE Apt. #212A,Marlborough,,,Marlborough PD,,09:40,,,10/30/2019,Call_Log_October_30_2019_to_November_1_2019.pdf,1
,,"ALARM, BURGLAR",,No Action Required,No,,193 BOSTON POST ROAD WEST Apt. #B,Marlborough,,,Marlborough PD,,09:41,,,10/30/2019,Call_Log_October_30_2019_to_November_1_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,382 LINCOLN ST,Marlborough,,,Marlborough PD,,09:45,,,10/30/2019,Call_Log_October_30_2019_to_November_1_2019.pdf,1
,,Medical,,Medical Assistance Rendered,No,,382 LINCOLN ST,Marlborough,,,Marlborough PD,,09:45,,,10/30/2019,Call_Log_October_30_2019_to_November_1_2019.pdf,1
,,Animal Complaint,,No Action Required,No,,111 HAGER ST,Marlborough,,,Marlborough PD,,09:57,,,10/30/2019,Call_Log_October_30_2019_to_November_1_2019.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,10:11,,,10/30/2019,Call_Log_October_30_2019_to_November_1_2019.pdf,1
,,Medical,,Medical Assistance Rendered,No,,82 BRIGHAM ST,Marlborough,,,Marlborough PD,,10:19,,,10/30/2019,Call_Log_October_30_2019_to_November_1_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,82 BRIGHAM ST,Marlborough,,,Marlborough PD,,10:19,,,10/30/2019,Call_Log_October_30_2019_to_November_1_2019.pdf,1
,,Threats,,Services Rendered- PD,No,,27 PADULA DR,Marlborough,,,Marlborough PD,,10:44,,,10/30/2019,Call_Log_October_30_2019_to_November_1_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,11:06,,,10/30/2019,Call_Log_October_30_2019_to_November_1_2019.pdf,1
,,Medical,,Medical Assistance Rendered,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,11:06,,,10/30/2019,Call_Log_October_30_2019_to_November_1_2019.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,95 SOUTH ST,Marlborough,,,Marlborough PD,,12:11,,,10/30/2019,Call_Log_October_30_2019_to_November_1_2019.pdf,1
