Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,202 WILLIAMS ST @ 46 LIZOTTE DR,Marlborough,,,Marlborough PD,,07:04,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,"ALARM, BURGLAR",,Services Rendered- PD,No,,197 BOSTON POST ROAD WEST Apt. #K1,Marlborough,,,Marlborough PD,,07:10,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,"ALARM, BURGLAR",,No Action Required,No,,A- CAR - 364 MAPLE ST,Marlborough,,,Marlborough PD,,07:30,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,Medical,,Transported to Hospital,No,,400 HEMENWAY ST Apt. #134,Marlborough,,,Marlborough PD,,07:50,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #134,Marlborough,,,Marlborough PD,,07:51,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,319 EAST MAIN ST,Marlborough,,,Marlborough PD,,08:03,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,Ambulance Assist,,Report,Yes,,83 EAST MAIN ST Apt. #3,Marlborough,,,Marlborough PD,,09:10,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,Medical,,Transported to Hospital,No,,83 EAST MAIN ST Apt. #A,Marlborough,,,Marlborough PD,,09:13,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,SUSPICIOUS ACTIVITY,,Report,Yes,,90 HOWE ST,Marlborough,,,Marlborough PD,,10:21,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,221 STEVENS ST @ 11 DIRADO DR,Marlborough,,,Marlborough PD,,10:30,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,DISTURBANCE,,Report,Yes,,57 ORCHARD ST,Marlborough,,,Marlborough PD,,11:17,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,911 Hangup/Call,,Services Rendered- PD,No,,853 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,11:29,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,SERVE WARRANT,,Arrest(s) Made,Yes,20-57-AR,43 CHASE RD,Marlborough,,,Marlborough PD,,11:37,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,Ambulance Only,,Transported to Hospital,No,,157 UNION ST,Marlborough,,,Marlborough PD,,11:52,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,910 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,12:11,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,Medical,,Transported to Hospital,No,,910 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,12:11,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,Suspicious M/V,,Report,Yes,,80 NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,12:23,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,Private Tow,,Private tow,No,,728 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,12:40,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,Parking Violation,,Citation/Warning Issued,No,,FRYE ST,Marlborough,,,Marlborough PD,,12:42,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,12:45,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,82 NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,13:16,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,1
,,Medical,,Transported to Hospital,No,,82 NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,13:16,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,2
,,Police Assist,,Services Rendered- PD,No,,57 ORCHARD ST,Marlborough,,,Marlborough PD,,14:01,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,114 EAST MAIN ST,Marlborough,,,Marlborough PD,,14:23,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,2
,,Motor vehicle accident I,,Services Rendered- FD,No,,114 EAST MAIN ST,Marlborough,,,Marlborough PD,,14:23,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,2
,,Parking Violation,,Unfounded,No,,195 MAIN ST,Marlborough,,,Marlborough PD,,14:50,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,2
,,DISTURBANCE,,Report,Yes,,137 HOWE ST,Marlborough,,,Marlborough PD,,15:19,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,2
,,SERVE SUMMONS,,Services Rendered- PD,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,16:00,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,2
,,ASSIST CITIZEN,,Report,Yes,,400 BOLTON ST Apt. #120,Marlborough,,,Marlborough PD,,16:33,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,99 PLEASANT ST Apt. #106,Marlborough,,,Marlborough PD,,16:34,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,2
,,Medical,,Transported to Hospital,No,,99 PLEASANT ST Apt. #106,Marlborough,,,Marlborough PD,,16:35,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,52 HILDRETH ST @ 116 CHURCH ST,Marlborough,,,Marlborough PD,,16:48,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,2
,,SERVE SUMMONS,,Services Rendered- PD,No,,655 BRIGHAM ST,Marlborough,,,Marlborough PD,,17:01,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,2
,,MOTOR VEHICLE STOP,,Services Rendered- PD,No,,255 MAIN ST @ 11 PROSPECT ST,Marlborough,,,Marlborough PD,,17:02,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,2
,,MOTOR VEHICLE STOP,,Services Rendered- PD,No,,56 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,17:11,,,02/07/2020,Call_Log_February_7_2020_to_February_10_2020.pdf,2
