Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Directed Patrol,,Citation/Warning Issued,No,,280 SOUTH ST,Marlborough,,,Marlborough PD,,07:22,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,32 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,07:47,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,MISSING PERSON,,Report,Yes,,85 SAWIN ST,Marlborough,,,Marlborough PD,,08:24,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,15 ESTABROOK AVE,Marlborough,,,Marlborough PD,,08:25,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,Well being check,,Services Rendered- PD,No,,2 RINGOLD ST,Marlborough,,,Marlborough PD,,08:29,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,96 SOUTH BOLTON ST,Marlborough,,,Marlborough PD,,08:46,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,799 PLEASANT ST,Marlborough,,,Marlborough PD,,08:46,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,157 UNION ST,Marlborough,,,Marlborough PD,,09:39,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,SIMARANO DR @ AMES ST,Marlborough,,,Marlborough PD,,09:47,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,164 FELTON ST @ 483 ELM ST,Marlborough,,,Marlborough PD,,09:57,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,DISTURBANCE,,Report,Yes,,1 ROYAL CREST DR,Marlborough,,,Marlborough PD,,10:10,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,Parking Violation,,Services Rendered- PD,No,,156 FARM RD,Marlborough,,,Marlborough PD,,11:00,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,FOUND/LOST PROPERTY,,Services Rendered- PD,No,,272 MAIN ST,Marlborough,,,Marlborough PD,,11:01,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,AUTO THEFT,,Report,Yes,,181 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,11:06,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,28 MILL STREET CENTRAL,Marlborough,,,Marlborough PD,,11:18,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,35 MCGEE AVE,Marlborough,,,Marlborough PD,,11:24,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,100 RESULTS WAY,Marlborough,,,Marlborough PD,,11:27,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,Well being check,,Services Rendered- PD,No,,70 CLARKE DR,Marlborough,,,Marlborough PD,,11:30,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,Cell Check,,Services Rendered- PD,No,,132 CONCORD RD,Marlborough,,,Marlborough PD,,11:37,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,132 CONCORD RD,Marlborough,,,Marlborough PD,,11:42,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,250 CAMPUS DR,Marlborough,,,Marlborough PD,,11:51,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,397 BOLTON ST Apt. #A3,Marlborough,,,Marlborough PD,,11:57,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,1
,,Suspicious M/V,,Unfounded,No,,17 EAST MAIN ST,Marlborough,,,Marlborough PD,,12:23,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,DISABLED MV,,Services Rendered- PD,No,,418 MAPLE ST @ 6 WALKER ST,Marlborough,,,Marlborough PD,,12:36,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,LARCENY,,Report,Yes,,112 DONALD J. LYNCH BLVD Apt. #203,Marlborough,,,Marlborough PD,,12:53,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,911 Hangup/Call,,Building Checked/Secured,No,,170 FOREST ST,Marlborough,,,Marlborough PD,,13:45,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,SHOPLIFTING,,Arrest(s) Made,Yes,18-163-AR,240 EAST MAIN ST,Marlborough,,,Marlborough PD,,13:58,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,DISABLED MV,,Services Rendered- PD,No,,176 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,14:21,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,260 BOLTON ST,Marlborough,,,Marlborough PD,,14:49,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,601 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,14:53,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,LARCENY,,Report,Yes,,175 LAKESIDE AVE,Marlborough,,,Marlborough PD,,15:25,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,28 HOSMER ST,Marlborough,,,Marlborough PD,,15:46,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,Public Assist,,Services Rendered- FD,No,,92 PLEASANT ST,Marlborough,,,Marlborough PD,,16:01,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,450 BOSTON POST ROAD EAST Apt. #A,Marlborough,,,Marlborough PD,,16:13,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,MISSING PERSON,,Report,Yes,,85 SAWIN ST,Marlborough,,,Marlborough PD,,16:27,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,75 FELTON ST @ 413 LAKESIDE AVE,Marlborough,,,Marlborough PD,,16:43,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,Fraud / Forgery,,Report,Yes,,9 ROYAL CREST DR Apt. #1,Marlborough,,,Marlborough PD,,16:50,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,64 COUNTRY LN,Marlborough,,,Marlborough PD,,17:21,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,Suspicious M/V,,Unfounded,No,,444 HOSMER ST,Marlborough,,,Marlborough PD,,17:22,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,Fraud / Forgery,,Report,Yes,,433 MAPLE ST,Marlborough,,,Marlborough PD,,17:39,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,444 HOSMER ST,Marlborough,,,Marlborough PD,,17:54,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,231 EAST MAIN ST,Marlborough,,,Marlborough PD,,17:58,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,Parking Violation,,Citation/Warning Issued,No,,145 PLEASANT ST,Marlborough,,,Marlborough PD,,18:01,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,Parking Violation,,Citation/Warning Issued,No,,FAIRMOUNT ST,Marlborough,,,Marlborough PD,,18:02,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,2
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,7 STONE HILL RD,Marlborough,,,Marlborough PD,,18:53,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,3
,,Ambulance Assist,,Services Rendered- PD,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,18:54,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,3
,,Parking Violation,,No Action Required,No,,238 WEST HILL RD,Marlborough,,,Marlborough PD,,19:10,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,3
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,6 WHITTIER RD @ 712 STEVENS ST,Marlborough,,,Marlborough PD,,19:19,,,05/04/2018,Call_Log_May_4_2018_to_May_7_2018.pdf,3
