Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,312 MAPLE ST,Marlborough,,,Marlborough PD,,07:21,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,Medical,,Transported to Hospital,No,,397 BOLTON ST Apt. #D6,Marlborough,,,Marlborough PD,,07:28,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,397 BOLTON ST Apt. #D6,Marlborough,,,Marlborough PD,,07:28,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,36 KEVORK AVE,Marlborough,,,Marlborough PD,,08:10,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,444 HOSMER ST,Marlborough,,,Marlborough PD,,08:29,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,Directed Patrol,,Services Rendered- PD,No,,HOSMER ST,Marlborough,,,Marlborough PD,,08:53,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,Medical,,Transported to Hospital,No,,121 NORTHBORO ROAD EAST Apt. #130A,Marlborough,,,Marlborough PD,,09:24,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,[MAR 950] 413 LAKESIDE AVE,Marlborough,,,Marlborough PD,,09:26,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST Apt. #130,Marlborough,,,Marlborough PD,,09:27,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,Medical,,Transported to Hospital,No,,421 BOLTON ST,Marlborough,,,Marlborough PD,,09:49,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,421 BOLTON ST,Marlborough,,,Marlborough PD,,09:50,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,150 WEST MAIN ST,Marlborough,,,Marlborough PD,,09:58,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,MOTOR VEHICLE STOP,,Report,Yes,,60 BROAD ST,Marlborough,,,Marlborough PD,,10:37,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,Police Assist,,Services Rendered- PD,No,,494 LINCOLN ST Apt. #1F,Marlborough,,,Marlborough PD,,10:53,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,Parking Violation,,Citation/Warning Issued,No,,139 PLEASANT ST,Marlborough,,,Marlborough PD,,10:58,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,DISTURBANCE,,Report,Yes,,53 PHELPS ST,Marlborough,,,Marlborough PD,,10:58,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,Fraud / Forgery,,Report,Yes,,37 BRIARWOOD LN Apt. #10,Marlborough,,,Marlborough PD,,11:57,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,Medical,,Transported to Hospital,No,,286 WEST MAIN ST Apt. #A,Marlborough,,,Marlborough PD,,12:14,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,286 WEST MAIN ST Apt. #A,Marlborough,,,Marlborough PD,,12:15,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,2
,,DISTURBANCE,,Report,Yes,,116 MAIN ST Apt. #S - 1,Marlborough,,,Marlborough PD,,12:29,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,2
,,Medical,,Transported to Hospital,No,,181 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,12:54,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,STEVENS ST,Marlborough,,,Marlborough PD,,12:58,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,2
,,Ambulance Assist,,Report,Yes,,181 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,12:59,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,2
,,RECOVERED STOLEN MV,,Services Rendered- PD,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,13:08,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,2
,,Well being check,,Services Rendered- PD,No,,181 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,13:13,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,2
,,Harassment,,Report,Yes,,10 BRIARWOOD LN,Marlborough,,,Marlborough PD,,13:21,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,2
,,Medical,,Transported to Hospital,No,,19 NORTHBORO ROAD EAST Apt. #315,Marlborough,,,Marlborough PD,,13:44,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,1 NORTHBORO ROAD EAST Apt. #315,Marlborough,,,Marlborough PD,,13:45,,,01/14/2021,Call_Log_January_14_2021_to_January_15_2021.pdf,2
