Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,LARCENY,,Report,Yes,,319 EAST MAIN ST Apt. #M9,Marlborough,,,Marlborough PD,,07:09,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,MVA WITH INJURIES,,Report,Yes,,1 HOSMER ST @ 282 EAST MAIN ST,Marlborough,,,Marlborough PD,,07:26,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,"ALARM, HOLD-UP",,Building Checked/Secured,No,,155 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,07:42,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,9 CENTRAL ST,Marlborough,,,Marlborough PD,,07:52,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,08:35,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,08:42,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,BUILDING CHECK,,Report,Yes,,18 PIPPEN RD,Marlborough,,,Marlborough PD,,08:47,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST,Marlborough,,,Marlborough PD,,09:02,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,175 AMES ST Apt. #4204,Marlborough,,,Marlborough PD,,09:10,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,264 FRAMINGHAM RD,Marlborough,,,Marlborough PD,,09:13,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,570 CONCORD RD @ 7 COLLINS DR,Marlborough,,,Marlborough PD,,09:26,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,ASSAULT,,Report,Yes,,16 REDBUD WAY Apt. #34,Marlborough,,,Marlborough PD,,09:34,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,Police Assist,,Services Rendered- PD,No,,38 HOSMER ST,Marlborough,,,Marlborough PD,,10:13,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,911 Hangup/Call,,Building Checked/Secured,No,,377 SIMARANO DR Apt. #300,Marlborough,,,Marlborough PD,,10:38,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,SERVE WARRANT,,Arrest(s) Made,Yes,19-193-AR,33 BELMONT ST Apt. #1,Marlborough,,,Marlborough PD,,11:15,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,LARCENY,,Report,Yes,,409 HEMENWAY ST,Marlborough,,,Marlborough PD,,11:34,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,49 BRIARWOOD LN Apt. #6,Marlborough,,,Marlborough PD,,11:53,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,Threats,,Report,Yes,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,12:07,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,12:36,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,Ambulance Assist,,Report,Yes,,340 MAPLE ST Apt. #400,Marlborough,,,Marlborough PD,,12:42,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,DISTURBANCE,,Report,Yes,,153 BOLTON ST,Marlborough,,,Marlborough PD,,12:43,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,1
,,ASSIST CITIZEN,,Report,Yes,,56 FRAMINGHAM RD,Marlborough,,,Marlborough PD,,14:02,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,2
,,Well being check,,Services Rendered- PD,No,,197 CHESTNUT ST Apt. #2,Marlborough,,,Marlborough PD,,14:20,,,05/21/2019,Call_Log_May_21_2019_to_May_22_2019.pdf,2
