Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,355 BOLTON ST :,Marlborough,,,Marlborough PD,,07:17,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,22 HARVARD ST,Marlborough,,,Marlborough PD,,07:28,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,Medical Medical Assistance Rende,,,No,,22 HARVARD ST,Marlborough,,,Marlborough PD,,07:28,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,Eratic Operator,,Unfounded,No,,[MAR 2502] BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,08:54,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,849 BOSTON POST ROAD EAST @ 325 DICENZO BLVD,Marlborough,,,Marlborough PD,,10:02,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,FOUND/LOST PROPERTY,,Report,Yes,,(MAR 1752] AVALON ORCHARDS - 13 AVALON DR Apt. #5,Marlborough,,,Marlborough PD,,10:09,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,SUDDEN DEATH,,Report,Yes,,11 MANNING ST,Marlborough,,,Marlborough PD,,10:16,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,Medical Medical Assistance Rende,,,No,,11 MANNING ST,Marlborough,,,Marlborough PD,,10:16,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,132 DARTMOUTH ST,Marlborough,,,Marlborough PD,,10:31,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,205 CHESTNUT ST @ 135 BROAD ST,Marlborough,,,Marlborough PD,,10:46,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,Fraud / Forgery,,Report,Yes,,(MAR 983] POST ROAD USED AUTO PARTS - 785 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,11:25,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,Fraud / Forgery,,Report,Yes,,(MAR 6024] RESIDENCE - 5 MILL STREET NORTH,Marlborough,,,Marlborough PD,,11:59,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,MISSING PERSON,,Report,Yes,,(MAR 625] MARLBOROUGH HIGH SCHOOL - 431 BOLTON ST,Marlborough,,,Marlborough PD,,12:01,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,Harassment,,Report,Yes,,(MAR 942] SUNOVION PHARMACEUTICALS - 84 WATERFORD DR,Marlborough,,,Marlborough PD,,13:11,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,Medical Medical Assistance Rende,,,No,,87 EAST MAIN ST ;,Marlborough,,,Marlborough PD,,13:53,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,87 EAST MAIN ST,Marlborough,,,Marlborough PD,,13:53,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,17 EAST MAIN ST,Marlborough,,,Marlborough PD,,13:55,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,Medical Medical Assistance Rende,,,No,,29 SOUTH BOLTON ST,Marlborough,,,Marlborough PD,,14:03,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,23 SOUTH BOLTON ST,Marlborough,,,Marlborough PD,,14:04,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,Motor vehicle accident I Medical Assistance Rende,,,No,,17 EAST MAIN ST,Marlborough,,,Marlborough PD,,14:12,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,Suspicious M/V,,Services Rendered- PD,No,,175 MAPLE ST,Marlborough,,,Marlborough PD,,14:12,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,LARCENY,,Report,Yes,,627 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,14:21,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,1
,,Eratic Operator,,Unfounded,No,,LAKESIDE AVE,Marlborough,,,Marlborough PD,,14:38,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,BUILDING CHECK,,Services Rendered- PD,No,,(MAR 2210] MEMORIAL BEACH - 706 HOSMER ST,Marlborough,,,Marlborough PD,,14:38,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,256 MAPLE ST,Marlborough,,,Marlborough PD,,15:08,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,(MAR 4] B.P.R. EQUITY PARTNERS LLC. - 33 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,15:49,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,(MAR 4526] RESIDENCE - 84 EVELINA DR,Marlborough,,,Marlborough PD,,16:25,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,122 AHLGREN CIR |,Marlborough,,,Marlborough PD,,16:28,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,Medical,,Transported to Hospital,No,,122 AHLGREN CIR,Marlborough,,,Marlborough PD,,16:31,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,Animal Complaint,,Unfounded,No,,424 BERLIN RD,Marlborough,,,Marlborough PD,,17:07,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,Well being check,,Services Rendered- PD,Yes,18-258-AR,(MAR 2210] MEMORIAL BEACH - 706 HOSMER ST,Marlborough,,,Marlborough PD,,17:49,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,"ALARM, BURGLAR",,Services Rendered- PD,No,,"362 ELM ST Apt. #1,2,3",Marlborough,,,Marlborough PD,,18:47,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,(MAR 358] EMBASSY SUITES - 123 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,18:47,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,Medical,,Services Rendered- FD,No,,601 DONALD J. LYNCH BLVD Apt. #S102,Marlborough,,,Marlborough PD,,19:41,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,Police Assist,,Services Rendered- PD,No,,601 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,19:42,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,CASHMAN ST,Marlborough,,,Marlborough PD,,19:45,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,SUSPICIOUS ACTIVITY,,Report,Yes,,90 EWALD AVE,Marlborough,,,Marlborough PD,,19:52,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,Police Assist,,Services Rendered- PD,No,,331 HOSMER ST,Marlborough,,,Marlborough PD,,20:05,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,Well being check,,Services Rendered- PD,No,,24 CROSS ST,Marlborough,,,Marlborough PD,,20:31,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,(MAR 578] 350 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,20:45,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,WEST MAIN ST,Marlborough,,,Marlborough PD,,21:09,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,(MAR 3828] RESIDENCE - 154 WILLIAMS ST,Marlborough,,,Marlborough PD,,21:18,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,SERVE WARRANT,,Services Rendered- PD,No,,60 EAST MAIN ST Apt. #7,Marlborough,,,Marlborough PD,,21:28,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,2
,,Police Assist,,Services Rendered- PD,No,,601 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,21:38,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,3
,,Medical,,Services Rendered- FD,No,,601 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,21:39,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,3
,,DPW Called Out,,Services Rendered- PD,No,,(MAR 6221] RESIDENCE - 160 RIDGE RD,Marlborough,,,Marlborough PD,,21:52,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,3
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,362 ELM ST,Marlborough,,,Marlborough PD,,21:52,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,3
,,FOUND/LOST PROPERTY,,Report,Yes,,413 LAKESIDE AVE,Marlborough,,,Marlborough PD,,21:54,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,3
,,Police Assist,,Report,Yes,,181 CHESTNUT ST |,Marlborough,,,Marlborough PD,,22:03,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,3
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,41 LIBERTY ST,Marlborough,,,Marlborough PD,,22:04,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,3
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,91 MECHANIC ST,Marlborough,,,Marlborough PD,,22:25,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,3
,,Eratic Operator,,Services Rendered- PD,No,,FRAMINGHAM RD,Marlborough,,,Marlborough PD,,23:00,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,3
,,DISTURBANCE,,Services Rendered- PD,No,,59 EAST MAIN ST,Marlborough,,,Marlborough PD,,23:11,,,07/03/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,3
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,518 LINCOLN ST,Marlborough,,,Marlborough PD,,00:06,,,07/04/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,3
,,Animal Complaint,,Services Rendered- PD,No,,100 UNION ST @ 3 KELBER DR,Marlborough,,,Marlborough PD,,00:50,,,07/04/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,3
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,28 PETERS AVE @ 61 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,00:59,,,07/04/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,3
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,36 BOLTON ST @ 17 WASHINGTON ST,Marlborough,,,Marlborough PD,,01:07,,,07/04/2018,Call_Log_July_3_2018_to_July_5_2018.pdf,3
