Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Medical,,Medical Assistance Rendered,No,,99 PLEASANT ST Apt. #308,Marlborough,,,Marlborough PD,,07:18,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,10 WEST HILL RD @ 556 PLEASANT ST,Marlborough,,,Marlborough PD,,08:09,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,444 HOSMER ST,Marlborough,,,Marlborough PD,,08:43,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,1
,,Harassment,,Report,Yes,,215 FITCHBURG ST,Marlborough,,,Marlborough PD,,08:58,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,1
,,Medical,,Medical Assistance Rendered,No,,STATION THREE - 260 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,09:00,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,601 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,09:39,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,1
,,Medical,,Medical Assistance Rendered,No,,47 WALCOTT CIR,Marlborough,,,Marlborough PD,,09:41,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,47 WALCOTT CIR,Marlborough,,,Marlborough PD,,09:41,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,1
,,911 Hangup/Call,,Services Rendered- PD,No,,- 61 FAIRMOUNT ST Apt. #2,Marlborough,,,Marlborough PD,,09:48,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,1
,,Medical,,Medical Assistance Rendered,No,,29 PLEASANT ST Apt. #D8,Marlborough,,,Marlborough PD,,10:12,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,493 BOSTON POST ROAD WEST @ 25 BOUNDARY ST,Marlborough,,,Marlborough PD,,10:25,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,1
,,Medical,,Services Rendered- FD,No,,420 HEMENWAY ST Apt. #365,Marlborough,,,Marlborough PD,,10:51,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,40 LINDA CIR,Marlborough,,,Marlborough PD,,10:54,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,1
,,Medical,,Medical Assistance Rendered,No,,40 LINDA CIR,Marlborough,,,Marlborough PD,,10:56,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,95 WEST MAIN ST,Marlborough,,,Marlborough PD,,11:38,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,1
,,Harassment,,Services Rendered- PD,No,,11 FARMHOUSE LN,Marlborough,,,Marlborough PD,,12:06,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,37 HIGH ST,Marlborough,,,Marlborough PD,,12:34,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,1
,,Medical,,Medical Assistance Rendered,No,,37 HIGH ST,Marlborough,,,Marlborough PD,,12:35,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,2
,,DISTURBANCE,,Report,Yes,,141 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,12:42,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,2
,,FOUND/LOST PROPERTY,,Services Rendered- PD,No,,302 BOSTON POST ROAD EAST Apt. #C14,Marlborough,,,Marlborough PD,,12:45,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,2
,,ASSIST CITIZEN,,Services Rendered- PD,No,,102 LIBERTY ST,Marlborough,,,Marlborough PD,,12:55,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,2
,,911 Hangup/Call,,Services Rendered- PD,No,,175 MAPLE ST,Marlborough,,,Marlborough PD,,12:59,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,2
,,Fraud / Forgery,,Services Rendered- PD,No,,22 BOWSTRING WAY,Marlborough,,,Marlborough PD,,13:14,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,2
,,Medical,,Medical Assistance Rendered,No,,25 FLAGG RD,Marlborough,,,Marlborough PD,,13:24,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,25 FLAGG RD,Marlborough,,,Marlborough PD,,13:29,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,2
,,Well being check,,Report,Yes,,10 SUMNER ST Apt. #1,Marlborough,,,Marlborough PD,,13:50,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,2
,,Public Assist,,Services Rendered- FD,No,,240 MAIN ST Apt. #101,Marlborough,,,Marlborough PD,,13:51,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,2
,,Medical,,Medical Assistance Rendered,No,,420 HEMENWAY ST Apt. #365,Marlborough,,,Marlborough PD,,13:55,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,2
,,911 Hangup/Call,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST Apt. #319,Marlborough,,,Marlborough PD,,14:09,,,09/28/2023,Call_Log_September_28_2023_to_October_2_2023.pdf,2
