Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Ambulance Assist,,Services Rendered- PD,No,,215 FITCHBURG ST,Marlborough,,,Marlborough PD,,07:12,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,"ALARM, BURGLAR",,Services Rendered- PD,No,,111 HAYES MEMORIAL DR,Marlborough,,,Marlborough PD,,07:17,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,35 MCGEE AVE,Marlborough,,,Marlborough PD,,07:33,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,"BURGLARY, B & E PAST",,No Action Required,No,,108 CHANDLER ST,Marlborough,,,Marlborough PD,,08:01,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,MVA WITH INJURIES,,Report,Yes,,221 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,08:09,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,199 FOREST ST,Marlborough,,,Marlborough PD,,08:10,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,397 BOLTON ST Apt. #A3,Marlborough,,,Marlborough PD,,08:19,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,08:35,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,150 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,08:51,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,Well being check,,Unfounded,No,,48 VALLEY ST @ 175 MAPLE ST,Marlborough,,,Marlborough PD,,10:09,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,151 EAST MAIN ST @ 3 CHURCH ST,Marlborough,,,Marlborough PD,,10:40,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,175 LAKESIDE AVE,Marlborough,,,Marlborough PD,,10:49,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,720 BOSTON POST ROAD EAST Apt. #172,Marlborough,,,Marlborough PD,,10:53,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,Suspicious M/V,,Report,Yes,,240 EAST MAIN ST,Marlborough,,,Marlborough PD,,11:05,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,DISTURBANCE,,Report,Yes,,121 NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,11:10,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,37 EAST MAIN ST @ 6 SAWIN ST,Marlborough,,,Marlborough PD,,11:29,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,DISTURBANCE,,Report,Yes,,31 ROYAL CREST DR Apt. #5,Marlborough,,,Marlborough PD,,12:16,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,19 CATHERINE DR,Marlborough,,,Marlborough PD,,12:46,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,FOUND/LOST PROPERTY,,Report,Yes,,240 EAST MAIN ST,Marlborough,,,Marlborough PD,,13:32,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,2 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,13:37,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
,,Parking Violation,,Services Rendered- PD,No,,55 MECHANIC ST,Marlborough,,,Marlborough PD,,13:39,,,12/11/2018,Call_Log_December_11_2018_to_December_12_2018.pdf,1
