Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,DISABLED MV,,Report,Yes,,19 MCENELLY ST @ 72 DEVENS ST,Marlborough,,,Marlborough PD,,07:05,,,05/19/2026,Call_Log_05-19-26_-_05-26-26.pdf,1
,,911 Hangup/Call,,Building Checked/Secured,No,,293 SIMPSON RD,Marlborough,,,Marlborough PD,,07:08,,,05/19/2026,Call_Log_05-19-26_-_05-26-26.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,29 SOUTH BOLTON ST @ 80 GRANGER BLVD,Marlborough,,,Marlborough PD,,07:48,,,05/19/2026,Call_Log_05-19-26_-_05-26-26.pdf,1
,,FINGERPRINTS,,Services Rendered- PD,No,,355 BOLTON ST,Marlborough,,,Marlborough PD,,08:05,,,05/19/2026,Call_Log_05-19-26_-_05-26-26.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,494 PLEASANT ST @ 269 ASH ST,Marlborough,,,Marlborough PD,,08:12,,,05/19/2026,Call_Log_05-19-26_-_05-26-26.pdf,1
,,ABANDONED MV,,Report,Yes,,276 MAIN ST,Marlborough,,,Marlborough PD,,08:40,,,05/19/2026,Call_Log_05-19-26_-_05-26-26.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,250 CAMPUS DR,Marlborough,,,Marlborough PD,,09:01,,,05/19/2026,Call_Log_05-19-26_-_05-26-26.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,146 MAPLE ST,Marlborough,,,Marlborough PD,,09:18,,,05/19/2026,Call_Log_05-19-26_-_05-26-26.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,276 MAIN ST,Marlborough,,,Marlborough PD,,09:23,,,05/19/2026,Call_Log_05-19-26_-_05-26-26.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,221 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,10:15,,,05/19/2026,Call_Log_05-19-26_-_05-26-26.pdf,1
