Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Water Problem,,Services Rendered- FD,No,,255 EAST MAIN ST,Marlborough,,,Marlborough PD,,07:22,,,01/04/2018,Call_Log_January_4_2018_to_January_5_2018.pdf,1
,,Police Assist,,Services Rendered- PD,No,,255 EAST MAIN ST,Marlborough,,,Marlborough PD,,07:23,,,01/04/2018,Call_Log_January_4_2018_to_January_5_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,08:44,,,01/04/2018,Call_Log_January_4_2018_to_January_5_2018.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,200 BOLTON ST,Marlborough,,,Marlborough PD,,09:01,,,01/04/2018,Call_Log_January_4_2018_to_January_5_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,09:18,,,01/04/2018,Call_Log_January_4_2018_to_January_5_2018.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,219 LINCOLN ST @ 52 HUNTINGTON AVE,Marlborough,,,Marlborough PD,,09:38,,,01/04/2018,Call_Log_January_4_2018_to_January_5_2018.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,402 HEMENWAY ST,Marlborough,,,Marlborough PD,,10:02,,,01/04/2018,Call_Log_January_4_2018_to_January_5_2018.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,56 MAIN ST,Marlborough,,,Marlborough PD,,10:26,,,01/04/2018,Call_Log_January_4_2018_to_January_5_2018.pdf,1
,,Drug Offense,,Report,Yes,,121 NORTHBORO ROAD EAST Apt. #125B,Marlborough,,,Marlborough PD,,10:35,,,01/04/2018,Call_Log_January_4_2018_to_January_5_2018.pdf,1
,,RECOVERED PROPERTY,,Report,Yes,,50 DUDLEY ST,Marlborough,,,Marlborough PD,,11:32,,,01/04/2018,Call_Log_January_4_2018_to_January_5_2018.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,328 CEDAR HILL ST @ 753 FOREST ST,Marlborough,,,Marlborough PD,,11:38,,,01/04/2018,Call_Log_January_4_2018_to_January_5_2018.pdf,1
,,Parking Violation,,Citation/Warning Issued,No,,GARAGE - NEWTON ST,Marlborough,,,Marlborough PD,,12:24,,,01/04/2018,Call_Log_January_4_2018_to_January_5_2018.pdf,1
,,Police Assist,,Services Rendered- PD,No,,BOUNDARY ST,Marlborough,,,Marlborough PD,,12:36,,,01/04/2018,Call_Log_January_4_2018_to_January_5_2018.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,1 GRANGER BLVD @ 26 MAIN ST,Marlborough,,,Marlborough PD,,12:40,,,01/04/2018,Call_Log_January_4_2018_to_January_5_2018.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,136 LINCOLN ST @ 85 BOLTON ST,Marlborough,,,Marlborough PD,,12:41,,,01/04/2018,Call_Log_January_4_2018_to_January_5_2018.pdf,1
,,DISABLED MV,,Services Rendered- PD,No,,10 NEWTON ST @ 208 MAIN ST,Marlborough,,,Marlborough PD,,12:57,,,01/04/2018,Call_Log_January_4_2018_to_January_5_2018.pdf,1
