Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,LARCENY,,Report,Yes,,18 PEARL ST,Marlborough,,,Marlborough PD,,07:13,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,Medical,,Transported to Hospital,No,,340 MAPLE ST Apt. #101,Marlborough,,,Marlborough PD,,08:08,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,340 MAPLE ST Apt. #101,Marlborough,,,Marlborough PD,,08:09,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,413 LAKESIDE AVE @ 75 FELTON ST,Marlborough,,,Marlborough PD,,08:11,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,215 FITCHBURG ST,Marlborough,,,Marlborough PD,,08:42,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,Medical,,Transported to Hospital,No,,116 BOSTON POST ROAD EAST Apt. #203,Marlborough,,,Marlborough PD,,09:49,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,116 BOSTON POST ROAD EAST Apt. #203,Marlborough,,,Marlborough PD,,09:50,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,Medical,,Transported to Hospital,No,,400 HEMENWAY ST Apt. #245,Marlborough,,,Marlborough PD,,10:16,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,DISTURBANCE,,Report,Yes,,272 MAIN ST,Marlborough,,,Marlborough PD,,10:18,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,103 MAIN ST,Marlborough,,,Marlborough PD,,10:49,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,Fraud / Forgery,,Report,Yes,,53 VIOLETWOOD CIR,Marlborough,,,Marlborough PD,,11:47,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,521 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,12:02,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,SERVE SUMMONS,,Services Rendered- PD,No,,131 SOUTH ST Apt. #2,Marlborough,,,Marlborough PD,,12:11,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,Medical,,Services Rendered- FD,No,,12 BALDWIN AVE,Marlborough,,,Marlborough PD,,12:34,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,12 BALDWIN AVE,Marlborough,,,Marlborough PD,,12:35,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,34 CURTIS AVE Apt. #212,Marlborough,,,Marlborough PD,,12:36,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,413 LAKESIDE AVE @ 75 FELTON ST,Marlborough,,,Marlborough PD,,12:38,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,6 ROYAL CREST DR Apt. #11,Marlborough,,,Marlborough PD,,12:52,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,181 BOSTON POST ROAD EAST Apt. #1,Marlborough,,,Marlborough PD,,12:59,,,09/21/2022,Call_Log_September_21_2022_to_September_26_2022.pdf,2
