Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,DPW Called Out,,Services Rendered- PD,No,,DICENZO BLVD,Marlborough,,,Marlborough PD,,07:14,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,65 MOSHER LN,Marlborough,,,Marlborough PD,,07:21,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,45 LIBERTY ST,Marlborough,,,Marlborough PD,,07:35,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,ASSAULT,,Report,Yes,,214 WEST MAIN ST Apt. #2,Marlborough,,,Marlborough PD,,07:37,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,155 STEVENS ST,Marlborough,,,Marlborough PD,,07:41,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,1 GRANGER BLVD @ 26 MAIN ST,Marlborough,,,Marlborough PD,,08:18,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,TRAFFIC CONTROL,,Unfounded,No,,19 AMES PL,Marlborough,,,Marlborough PD,,08:32,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,TRAFFIC CONTROL,,Unfounded,No,,66 MECHANIC ST @ 339 LINCOLN ST,Marlborough,,,Marlborough PD,,08:40,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,TRAFFIC CONTROL,,Unfounded,No,,47 MECHANIC ST @ 56 CENTRAL ST,Marlborough,,,Marlborough PD,,08:44,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,TRAFFIC CONTROL,,Unfounded,No,,406 LINCOLN ST,Marlborough,,,Marlborough PD,,08:44,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,99 PLEASANT ST Apt. #107,Marlborough,,,Marlborough PD,,08:46,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,DISTURBANCE,,Report,Yes,,444 HOSMER ST,Marlborough,,,Marlborough PD,,08:53,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,TRAFFIC CONTROL,,Unfounded,No,,CHESTNUT ST,Marlborough,,,Marlborough PD,,08:54,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,Parking Violation,,Citation/Warning Issued,No,,CROSS ST,Marlborough,,,Marlborough PD,,08:59,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,"ALARM, BURGLAR",,Citation/Warning Issued,No,,493 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,09:27,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,FOUND/LOST PROPERTY,,Report,Yes,,431 BOLTON ST,Marlborough,,,Marlborough PD,,10:00,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,605 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,10:11,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,DISTURBANCE,,Report,Yes,,60 DEVENS ST Apt. #1,Marlborough,,,Marlborough PD,,10:15,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,175 CHURCH ST Apt. #1,Marlborough,,,Marlborough PD,,10:23,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,20 FRONT ST,Marlborough,,,Marlborough PD,,10:49,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,BUILDING CHECK,,Services Rendered- PD,No,,20 BAKER DR,Marlborough,,,Marlborough PD,,11:04,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,Well being check,,Services Rendered- PD,No,,195 EAST MAIN ST Apt. #66,Marlborough,,,Marlborough PD,,11:16,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,1
,,Well being check,,Services Rendered- PD,No,,9 MIELE RD,Marlborough,,,Marlborough PD,,11:18,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #225,Marlborough,,,Marlborough PD,,11:40,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,Parking Violation,,Unfounded,No,,406 LINCOLN ST,Marlborough,,,Marlborough PD,,11:46,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,MOTOR VEHICLE STOP,,CRIMINAL COMPLAINT,Yes,,95 WEST MAIN ST @ 14 WINTHROP ST,Marlborough,,,Marlborough PD,,11:48,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,70 BOLTON ST @ 15 RICE ST,Marlborough,,,Marlborough PD,,12:26,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,Threats,,Report,Yes,,39 NEWTON ST,Marlborough,,,Marlborough PD,,12:26,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,ASSIST OTHER AGENCY,,Report,Yes,,388 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,12:29,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST Apt. #136,Marlborough,,,Marlborough PD,,12:44,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,ASSIST CITIZEN,,Services Rendered- PD,No,,147 MAIN ST,Marlborough,,,Marlborough PD,,13:03,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,114 EAST MAIN ST,Marlborough,,,Marlborough PD,,13:32,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,31 MAIN ST,Marlborough,,,Marlborough PD,,13:39,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,VANDALISM,,Services Rendered- PD,No,,NEW ST,Marlborough,,,Marlborough PD,,13:48,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,Police Assist,,Report,Yes,,121 NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,13:50,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,Well being check,,Services Rendered- PD,No,,49 ASHLEY LN,Marlborough,,,Marlborough PD,,14:11,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,DISTURBANCE,,Report,Yes,,121 NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,14:13,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,FAMILY APT. BUILDING - 566 LINCOLN ST,Marlborough,,,Marlborough PD,,14:25,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,Trespassing,,Unfounded,No,,28 BROAD ST,Marlborough,,,Marlborough PD,,15:41,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,Ambulance Assist,,Unfounded,No,,64 WASHINGTON ST Apt. #2,Marlborough,,,Marlborough PD,,15:49,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,42 TAVITIAN BLVD,Marlborough,,,Marlborough PD,,16:02,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,LARCENY,,Report,Yes,,214 WEST MAIN ST Apt. #2,Marlborough,,,Marlborough PD,,16:02,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,298 ELM ST @ 172 WINTER ST,Marlborough,,,Marlborough PD,,16:21,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST,Marlborough,,,Marlborough PD,,16:23,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,Parking Violation,,Could Not Locate,No,,CHESTNUT ST,Marlborough,,,Marlborough PD,,16:24,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,Parking Violation,,Could Not Locate,No,,HOWLAND ST,Marlborough,,,Marlborough PD,,16:26,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,2
,,Parking Violation,,Could Not Locate,No,,WINTHROP ST,Marlborough,,,Marlborough PD,,16:26,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
,,Parking Violation,,Could Not Locate,No,,388 LINCOLN ST @ 55 WINTHROP ST,Marlborough,,,Marlborough PD,,16:27,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
,,Parking Violation,,Citation/Warning Issued,No,,CENTRAL ST,Marlborough,,,Marlborough PD,,16:28,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
,,Medical,,Transported to Hospital,No,,152 LIBERTY ST,Marlborough,,,Marlborough PD,,16:28,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
,,Ambulance Assist,,Services Rendered- PD,No,,152 LIBERTY ST,Marlborough,,,Marlborough PD,,16:30,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
,,Ambulance Assist,,Services Rendered- PD,No,,28 BRIARWOOD LN Apt. #4,Marlborough,,,Marlborough PD,,16:38,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
,,ASSIST CITIZEN,,Services Rendered- PD,No,,45 BRIARWOOD LN Apt. #5,Marlborough,,,Marlborough PD,,16:57,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
,,DISABLED MV,,Services Rendered- PD,No,,LOCKE DR,Marlborough,,,Marlborough PD,,17:19,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
,,Parking Violation,,Unfounded,No,,44 CHURCH ST,Marlborough,,,Marlborough PD,,17:32,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
,,Ambulance Assist,,Services Rendered- PD,No,,397 BOLTON ST Apt. #B3,Marlborough,,,Marlborough PD,,17:34,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
,,LARCENY,,Report,Yes,,771 BOSTON POST ROAD EAST Apt. #1-5,Marlborough,,,Marlborough PD,,17:36,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
,,AUTO THEFT,,Services Rendered- PD,No,,460 BOSTON POST ROAD EAST Apt. #B502,Marlborough,,,Marlborough PD,,17:39,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
,,MVA PROPERTY DAMAGE ONLY,,Services Rendered- PD,No,,1 D'ANGELO DR,Marlborough,,,Marlborough PD,,17:39,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
,,B&E into M/V,,Report,Yes,,14 RYAN CT,Marlborough,,,Marlborough PD,,17:40,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
,,Well being check,,Report,Yes,,107A BROADMEADOW RD Apt. #1,Marlborough,,,Marlborough PD,,18:10,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,AMES ST,Marlborough,,,Marlborough PD,,18:17,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,222 EAST MAIN ST,Marlborough,,,Marlborough PD,,18:18,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,APEX DR,Marlborough,,,Marlborough PD,,18:24,,,05/15/2019,Call_Log_May_15_2019_to_May_17_2019.pdf,3
