Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #6223,Marlborough,,,Marlborough PD,,07:43,,,04/03/2020,Call_Log_April_3_2020_to_April_6_2020.pdf,1
,,Medical,,Medical Assistance Rendered,No,,400 HEMENWAY ST Apt. #6223,Marlborough,,,Marlborough PD,,07:44,,,04/03/2020,Call_Log_April_3_2020_to_April_6_2020.pdf,1
,,Public Assist,,Services Rendered- FD,No,,85 BROAD ST Apt. #110,Marlborough,,,Marlborough PD,,08:49,,,04/03/2020,Call_Log_April_3_2020_to_April_6_2020.pdf,1
,,DISTURBANCE,,Report,Yes,,87 HOWLAND ST,Marlborough,,,Marlborough PD,,09:08,,,04/03/2020,Call_Log_April_3_2020_to_April_6_2020.pdf,1
,,Suspicious M/V,,Services Rendered- PD,No,,5000 TIMBERVIEW WAY,Marlborough,,,Marlborough PD,,09:37,,,04/03/2020,Call_Log_April_3_2020_to_April_6_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,[MAR 8714] 177 MECHANIC ST Apt. #2,Marlborough,,,Marlborough PD,,09:52,,,04/03/2020,Call_Log_April_3_2020_to_April_6_2020.pdf,1
,,Medical,,Medical Assistance Rendered,No,,177 MECHANIC ST Apt. #2,Marlborough,,,Marlborough PD,,09:52,,,04/03/2020,Call_Log_April_3_2020_to_April_6_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,112 DONALD J. LYNCH BLVD Apt. #213,Marlborough,,,Marlborough PD,,10:17,,,04/03/2020,Call_Log_April_3_2020_to_April_6_2020.pdf,1
,,Medical,,Medical Assistance Rendered,No,,112 DONALD J. LYNCH BLVD Apt. #213,Marlborough,,,Marlborough PD,,10:19,,,04/03/2020,Call_Log_April_3_2020_to_April_6_2020.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,145 PLEASANT ST,Marlborough,,,Marlborough PD,,11:33,,,04/03/2020,Call_Log_April_3_2020_to_April_6_2020.pdf,1
,,DISTURBANCE,,Report,Yes,,87 HOWLAND ST,Marlborough,,,Marlborough PD,,12:44,,,04/03/2020,Call_Log_April_3_2020_to_April_6_2020.pdf,1
,,Motor vehicle accident I,,Medical,No,,236 BOLTON ST @ 51 UNION ST,Marlborough,,,Marlborough PD,,13:15,,,04/03/2020,Call_Log_April_3_2020_to_April_6_2020.pdf,1
