Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,444 HOSMER ST,Marlborough,,,Marlborough PD,,08:30,,,12/15/2020,Call_Log_December_15_2020_to_December_17_2020.pdf,1
,,SUSPICIOUS ACTIVITY,,Services Rendered- PD,No,,219 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,08:41,,,12/15/2020,Call_Log_December_15_2020_to_December_17_2020.pdf,1
,,LARCENY,,Report,Yes,,14 SPRINGHILL AVE,Marlborough,,,Marlborough PD,,08:55,,,12/15/2020,Call_Log_December_15_2020_to_December_17_2020.pdf,1
,,Animal Complaint,,Services Rendered- PD,No,,85 HUNTINGTON AVE,Marlborough,,,Marlborough PD,,09:31,,,12/15/2020,Call_Log_December_15_2020_to_December_17_2020.pdf,1
,,SUSPICIOUS ACTIVITY,,Report,Yes,,400 HUDSON ST @ 290 BOLTON ST,Marlborough,,,Marlborough PD,,09:32,,,12/15/2020,Call_Log_December_15_2020_to_December_17_2020.pdf,1
,,SERVE WARRANT,,Services Rendered- PD,No,,780 NORTH BIGELOW ST,Marlborough,,,Marlborough PD,,10:06,,,12/15/2020,Call_Log_December_15_2020_to_December_17_2020.pdf,1
,,Parking Violation,,Services Rendered- PD,No,,11 KIRBY ST,Marlborough,,,Marlborough PD,,10:25,,,12/15/2020,Call_Log_December_15_2020_to_December_17_2020.pdf,1
,,Medical,,Medical Assistance Rendered,No,,400 BOLTON ST,Marlborough,,,Marlborough PD,,10:43,,,12/15/2020,Call_Log_December_15_2020_to_December_17_2020.pdf,1
,,Ambulance Assist,,Report,Yes,,400 BOLTON ST Apt. #207,Marlborough,,,Marlborough PD,,10:44,,,12/15/2020,Call_Log_December_15_2020_to_December_17_2020.pdf,1
,,911 Hangup/Call,,Services Rendered- PD,No,,149 LINCOLN ST Apt. #2,Marlborough,,,Marlborough PD,,10:48,,,12/15/2020,Call_Log_December_15_2020_to_December_17_2020.pdf,1
,,DISTURBANCE,,Report,Yes,,39 AUSTEN WAY Apt. #12G,Marlborough,,,Marlborough PD,,11:04,,,12/15/2020,Call_Log_December_15_2020_to_December_17_2020.pdf,1
,,Ambulance Only,,No Action Required,No,,[HUD] 11 LAKE ST Apt. #301,Marlborough,,,Marlborough PD,,11:12,,,12/15/2020,Call_Log_December_15_2020_to_December_17_2020.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,417 SOUTH ST,Marlborough,,,Marlborough PD,,11:18,,,12/15/2020,Call_Log_December_15_2020_to_December_17_2020.pdf,1
,,Ambulance Assist,,Report,Yes,,120 PROSPECT ST,Marlborough,,,Marlborough PD,,11:33,,,12/15/2020,Call_Log_December_15_2020_to_December_17_2020.pdf,1
,,Ambulance Only,,Medical Assistance Rendered,No,,120 PROSPECT ST,Marlborough,,,Marlborough PD,,11:40,,,12/15/2020,Call_Log_December_15_2020_to_December_17_2020.pdf,1
