Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,ASSIST OTHER AGENCY,,Report,Yes,,286 WEST MAIN ST @ 26 WILLIAMS ST,Marlborough,,,Marlborough PD,,07:46,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,MVA WITH INJURIES,,Report,Yes,,424 LINCOLN ST @ 64 PLEASANT ST,Marlborough,,,Marlborough PD,,08:01,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,ESCORT/TRANSPORT,,Services Rendered- PD,No,,45 WILLIAMS ST,Marlborough,,,Marlborough PD,,08:53,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,31 VINE ST,Marlborough,,,Marlborough PD,,10:15,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,Animal Complaint,,No Action Required,No,,19 CRESCENT ST,Marlborough,,,Marlborough PD,,10:16,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,911 Hangup/Call,,Services Rendered- PD,No,,624 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,10:27,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,19 TECUMSEH TRL,Marlborough,,,Marlborough PD,,10:36,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,SERVE WARRANT,,No Action Required,No,,624 BOSTON POST ROAD EAST Apt. #32,Marlborough,,,Marlborough PD,,10:49,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,MVA WITH INJURIES,,Report,Yes,,219 FOREST ST,Marlborough,,,Marlborough PD,,11:15,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,Well being check,,Services Rendered- PD,No,,240 MAIN ST,Marlborough,,,Marlborough PD,,11:59,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,25 TAVITIAN BLVD,Marlborough,,,Marlborough PD,,12:24,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,99 PLEASANT ST,Marlborough,,,Marlborough PD,,12:28,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,ASSAULT,,Report,Yes,,431 BOLTON ST,Marlborough,,,Marlborough PD,,13:04,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,8 GROVE ST,Marlborough,,,Marlborough PD,,13:27,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,BUILDING CHECK,,Building Checked/Secured,No,,601 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,13:48,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,MISSING PERSON,,Report,Yes,,32 LABRACHE LN,Marlborough,,,Marlborough PD,,14:21,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,51 CHASE RD,Marlborough,,,Marlborough PD,,15:04,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,319 EAST MAIN ST,Marlborough,,,Marlborough PD,,15:15,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,1
,,ASSIST CITIZEN,,Report,Yes,,138 HOWE ST,Marlborough,,,Marlborough PD,,15:39,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,2
,,ASSIST OTHER AGENCY,,Services Rendered- PD,No,,HUNTINGTON AVE @ COURT ST,Marlborough,,,Marlborough PD,,16:14,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,484 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,16:21,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,2
,,SERVE WARRANT,,Arrest(s) Made,Yes,26-130-AR,FAMILY RESIDENTIAL - 129 CHESTNUT ST,Marlborough,,,Marlborough PD,,16:28,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,2
,,911 Hangup/Call,,Services Rendered- PD,No,,138 BLANCHETTE DR,Marlborough,,,Marlborough PD,,16:53,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,10 KOSMAS ST,Marlborough,,,Marlborough PD,,17:09,,,03/16/2026,Call_Log_03-16-26_-_03-18-26.pdf,2
