Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,DISTURBANCE,,Report,Yes,,14 BRIARWOOD LN,Marlborough,,,Marlborough PD,,01:05,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,1
,,Suspicious M/V,,Report,Yes,,32 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,02:10,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,1
,,Suspicious M/V,,Services Rendered- PD,No,,169 PLEASANT ST,Marlborough,,,Marlborough PD,,02:58,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,1
,,MISSING PERSON,,Report,Yes,,198 BOSTON POST ROAD EAST Apt. #7,Marlborough,,,Marlborough PD,,03:58,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,1
,,Medical,,Medical Assistance Rendered,No,,7 TANNERS PATH,Marlborough,,,Marlborough PD,,04:22,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning,No,,133 SOUTH BOLTON ST @ 95 MAPLE ST,Marlborough,,,Marlborough PD,,05:37,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning,No,,55 HOWE ST @ 75 SOUTH BOLTON ST,Marlborough,,,Marlborough PD,,06:01,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,1
,,Well being check,,Services Rendered- PD,No,,TAYNTOR ST,Marlborough,,,Marlborough PD,,06:19,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning,No,,401 ELM ST,Marlborough,,,Marlborough PD,,06:43,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,50 D'ANGELO DR Apt. #6,Marlborough,,,Marlborough PD,,07:24,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,500 NICKERSON RD Apt. #201,Marlborough,,,Marlborough PD,,08:29,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning,No,,415 MAPLE ST @ 109 MILL STREET SOUTH,Marlborough,,,Marlborough PD,,08:30,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,1
,,Medical,,Transported to Hospital,No,,51 BRIARWOOD LN Apt. #3,Marlborough,,,Marlborough PD,,08:43,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,51 BRIARWOOD LN Apt. #3,Marlborough,,,Marlborough PD,,08:43,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning,No,,410 LAKESIDE AVE,Marlborough,,,Marlborough PD,,08:51,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,1
,,Medical,,Services Rendered- FD,No,,43 RUSSETT LN,Marlborough,,,Marlborough PD,,09:18,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,1
,,SUDDEN DEATH,,Report,Yes,,43 RUSSETT LN,Marlborough,,,Marlborough PD,,09:19,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,1
,,ASSAULT,,Report,Yes,,9 GIBBON ST Apt. #1,Marlborough,,,Marlborough PD,,09:28,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,2
,,DISABLED MV,,Services Rendered- PD,No,,6 UNION ST @ 186 STEVENS ST,Marlborough,,,Marlborough PD,,09:47,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,2
,,Well being check,,Services Rendered- PD,No,,24 BIGELOW ST @ 511 ELM ST,Marlborough,,,Marlborough PD,,10:44,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,627 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,12:27,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,2
,,Medical,,Transported to Hospital,No,,627 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,12:27,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,2
,,Directed Patrol,,Citation/Warning Issued,No,,558 LINCOLN ST @ 2 SILVER ST,Marlborough,,,Marlborough PD,,12:33,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning,No,,75 SOUTH BOLTON ST,Marlborough,,,Marlborough PD,,12:46,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,2
,,Private Tow,,Services Rendered- PD,No,,740 FARM RD,Marlborough,,,Marlborough PD,,13:29,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,2
,,Private Tow,,Private tow,No,,19 ROYAL CREST DR,Marlborough,,,Marlborough PD,,13:32,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,2
,,MOTOR VEHICLE STOP,,Citation/Warning,No,,74 GRANGER BLVD @ 26 AMES PL,Marlborough,,,Marlborough PD,,13:53,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,2
,,Police Assist,,Report,Yes,,27 NORWOOD ST,Marlborough,,,Marlborough PD,,14:35,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,2
,,SHOPLIFTING,,Report,Yes,,605 BOSTON POST ROAD EAST,Marlborough,,,Marlborough PD,,15:02,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Services,No,,223 EAST MAIN ST,Marlborough,,,Marlborough PD,,15:24,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,2
,,Motor Vehicle Accident I I Services,,,No,,223 EAST MAIN ST,Marlborough,,,Marlborough PD,,15:26,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,2
,,Medical,,Transported to Hospital,No,,38 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,15:29,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,38 BOSTON POST ROAD WEST,Marlborough,,,Marlborough PD,,15:29,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,2
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,34 ELDORADO DR,Marlborough,,,Marlborough PD,,17:01,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,2
,,Medical,,Transported to Hospital,No,,85 BROAD ST Apt. #110,Marlborough,,,Marlborough PD,,17:02,,,06/29/2020,Call_Log_June_29_2020_to_June_30_2020.pdf,3
