Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,339 LINCOLN ST @ 66 MECHANIC ST,Marlborough,,,Marlborough PD,,07:08,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,Motor vehicle accident I,,No Action Required,No,,[MAR 9818] 413 LINCOLN ST @ 3 HOWE CT,Marlborough,,,Marlborough PD,,07:28,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,51 UNION ST @ 236 BOLTON ST,Marlborough,,,Marlborough PD,,07:31,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,FOUND/LOST PROPERTY,,No Action Required,No,,155 WEST MAIN ST,Marlborough,,,Marlborough PD,,08:16,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,ASSAULT,,Report,Yes,,215 FITCHBURG ST,Marlborough,,,Marlborough PD,,08:34,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,"ALARM, BURGLAR",,Building Checked/Secured,No,,728 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,08:36,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,TRAFFIC CONTROL,,Services Rendered- PD,No,,444 HOSMER ST,Marlborough,,,Marlborough PD,,08:46,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,GRANGER BLVD,Marlborough,,,Marlborough PD,,08:56,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,Suspicious M/V,,Report,Yes,,265 LAKESIDE AVE,Marlborough,,,Marlborough PD,,09:07,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,CONCORD RD,Marlborough,,,Marlborough PD,,09:22,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,"ALARM, BURGLAR",,No Action Required,No,,573 DONALD J. LYNCH BLVD,Marlborough,,,Marlborough PD,,09:54,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,Medical,,Transported to Hospital,No,,400 HEMENWAY ST Apt. #241,Marlborough,,,Marlborough PD,,10:02,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #241,Marlborough,,,Marlborough PD,,10:04,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,Medical,,Transported to Hospital,No,,121 NORTHBORO ROAD EAST Apt. #209,Marlborough,,,Marlborough PD,,10:16,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,121 NORTHBORO ROAD EAST Apt. #209,Marlborough,,,Marlborough PD,,10:16,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,Medical,,Transported to Hospital,No,,460 BOSTON POST ROAD EAST Apt. #B507,Marlborough,,,Marlborough PD,,10:20,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,Ambulance Assist,,Services Rendered- PD,No,,460 BOSTON POST ROAD EAST Apt. #B507,Marlborough,,,Marlborough PD,,10:21,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,Eratic Operator,,Unfounded,No,,120 WEST MAIN ST @ 3 SOUTH ST,Marlborough,,,Marlborough PD,,10:47,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,1
,,Medical,,Transported to Hospital,No,,10 VILLAGE DR,Marlborough,,,Marlborough PD,,11:26,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,10 VILLAGE DR,Marlborough,,,Marlborough PD,,11:27,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,2
,,Medical,,Transported to Hospital,No,,400 HEMENWAY ST Apt. #152,Marlborough,,,Marlborough PD,,11:30,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,400 HEMENWAY ST Apt. #152,Marlborough,,,Marlborough PD,,11:31,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,2
,,Medical,,Transported to Hospital,No,,406 HEMENWAY ST Apt. #6130,Marlborough,,,Marlborough PD,,12:22,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,2
,,Ambulance Assist,,Services Rendered- PD,No,,406 HEMENWAY ST Apt. #6130,Marlborough,,,Marlborough PD,,12:22,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,2
,,AUTO THEFT,,Report,Yes,,96 BOLTON ST,Marlborough,,,Marlborough PD,,12:35,,,04/29/2022,Call_Log_April_29_2022_to_May_3_2022.pdf,2
