Dispatch Call ID Number,Dispatch Code,Call Description,Priority Level of Call,Call Disposition,Crime Incident Report Written,Crime Incident ID,Address Street,Address City,Address Zip,Geographic Coordinates,Police Division,Police Beat,Time of Call,Time of Dispatch,Time of Arrival,Date of Call,Source PDF File,Source Page
,,Directed Patrol,,Unfounded,No,,22 WASHINGTON ST @ 12 DEVENS ST,Marlborough,,,Marlborough PD,,07:09,,,11/22/2022,Call_Log_November_22_2022_to_November_28_2022.pdf,1
,,Private Tow,,Private tow,No,,85 BROAD ST,Marlborough,,,Marlborough PD,,07:57,,,11/22/2022,Call_Log_November_22_2022_to_November_28_2022.pdf,1
,,SUSPICIOUS ACTIVITY,,Report,Yes,,290 HUDSON ST,Marlborough,,,Marlborough PD,,08:49,,,11/22/2022,Call_Log_November_22_2022_to_November_28_2022.pdf,1
,,ASSIST CITIZEN,,Services Rendered- PD,No,,265 LAKESIDE AVE,Marlborough,,,Marlborough PD,,09:21,,,11/22/2022,Call_Log_November_22_2022_to_November_28_2022.pdf,1
,,Harassment,,Report,Yes,,382 LINCOLN ST Apt. #1F,Marlborough,,,Marlborough PD,,09:36,,,11/22/2022,Call_Log_November_22_2022_to_November_28_2022.pdf,1
,,Medical,,Medical Assistance Rendered,No,,215 FITCHBURG ST,Marlborough,,,Marlborough PD,,09:41,,,11/22/2022,Call_Log_November_22_2022_to_November_28_2022.pdf,1
,,SUSPICIOUS ACTIVITY,,Unfounded,No,,149 EDINBORO ST,Marlborough,,,Marlborough PD,,10:03,,,11/22/2022,Call_Log_November_22_2022_to_November_28_2022.pdf,1
,,MOTOR VEHICLE STOP,,Citation/Warning Issued,No,,MAPLE ST,Marlborough,,,Marlborough PD,,10:13,,,11/22/2022,Call_Log_November_22_2022_to_November_28_2022.pdf,1
,,SERVE SUMMONS,,Services Rendered- PD,No,,133 EAST MAIN ST,Marlborough,,,Marlborough PD,,10:36,,,11/22/2022,Call_Log_November_22_2022_to_November_28_2022.pdf,1
,,DISTURBANCE,,Unfounded,No,,108 VICTORIA LN,Marlborough,,,Marlborough PD,,11:04,,,11/22/2022,Call_Log_November_22_2022_to_November_28_2022.pdf,1
,,MVA PROPERTY DAMAGE ONLY,,Report,Yes,,PROSPECT ST,Marlborough,,,Marlborough PD,,11:40,,,11/22/2022,Call_Log_November_22_2022_to_November_28_2022.pdf,1
,,Fraud / Forgery,,Report,Yes,,139 CULLINANE DR,Marlborough,,,Marlborough PD,,11:49,,,11/22/2022,Call_Log_November_22_2022_to_November_28_2022.pdf,1
,,911 Hangup/Call,,Unfounded,No,,431 BOLTON ST,Marlborough,,,Marlborough PD,,12:10,,,11/22/2022,Call_Log_November_22_2022_to_November_28_2022.pdf,1
